,original_title,title,id,genre_ids,release_date,popularity,vote_average,vote_count,original_language,adult
230,The Proposal,The Proposal,18240,"[35, 10749, 18]",2009-06-02,66.719,7.148,6756,en,False
231,Soul,Soul,508442,"[16, 10751, 35, 14]",2020-12-25,66.615,8.126,10352,en,False
232,Mary Poppins,Mary Poppins,433,"[35, 10751, 14]",1964-12-17,66.415,7.6,4617,en,False
233,Tinker Bell and the Legend of the NeverBeast,Tinker Bell and the Legend of the NeverBeast,297270,"[12, 16, 10751]",2014-12-12,66.38,7.3,1064,en,False
234,Terminator: Dark Fate,Terminator: Dark Fate,290859,"[878, 28, 12]",2019-10-23,66.317,6.4,5043,en,False
235,Thor: Ragnarok,Thor: Ragnarok,284053,"[28, 12, 878]",2017-10-02,66.194,7.6,20603,en,False
236,The Sixth Sense,The Sixth Sense,745,"[9648, 53, 18]",1999-08-06,65.987,7.957,11590,en,False
237,The Village,The Village,6947,"[18, 9648, 53]",2004-07-30,65.241,6.469,4121,en,False
238,The Art of Racing in the Rain,The Art of Racing in the Rain,522924,"[18, 10749]",2019-08-08,65.149,8.2,1462,en,False
239,Werewolf by Night,Werewolf by Night,894205,"[28, 14, 27]",2022-09-25,64.992,6.984,1250,en,False
240,She Taught Love,She Taught Love,1007723,"[10749, 18]",2024-09-27,64.979,3.7,6,en,False
241,Chip 'n Dale: Rescue Rangers,Chip 'n Dale: Rescue Rangers,420821,"[16, 10751, 35, 12, 9648]",2022-05-20,64.776,7.0,1203,en,False
242,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode II - Attack of the Clones,1894,"[12, 28, 878]",2002-05-15,64.763,6.568,13108,en,False
243,Noah,Noah,86834,"[18, 12]",2014-03-07,64.749,5.7,6150,en,False
244,Toy Story 4,Toy Story 4,301528,"[10751, 12, 16, 35, 14]",2019-06-19,64.445,7.5,9689,en,False
245,The A-Team,The A-Team,34544,"[53, 28, 12, 35, 80]",2010-06-09,64.439,6.4,4565,en,False
246,Pocahontas,Pocahontas,10530,"[12, 16, 10751, 10749]",1995-06-14,64.136,6.924,5616,en,False
247,Nightmare Alley,Nightmare Alley,597208,"[80, 18, 53]",2021-12-02,63.84,6.993,2867,en,False
248,Dinosaur,Dinosaur,10567,"[16, 10751, 12]",2000-05-19,63.802,6.538,2486,en,False
249,Lady and the Tramp,Lady and the Tramp,10340,"[10751, 16, 10749]",1955-06-22,63.739,7.121,5216,en,False
250,Ice Age: The Meltdown,Ice Age: The Meltdown,950,"[16, 10751, 35, 12]",2006-03-29,63.558,6.7,9619,en,False
251,Beauty and the Beast: The Enchanted Christmas,Beauty and the Beast: The Enchanted Christmas,13313,"[16, 10751, 14]",1997-11-11,63.374,6.2,1006,en,False
252,Ice Age: Continental Drift,Ice Age: Continental Drift,57800,"[16, 35, 12, 10751]",2012-06-27,63.357,6.4,7498,en,False
253,Iron Man & Hulk: Heroes United,Iron Man & Hulk: Heroes United,230896,"[28, 12, 16, 10751]",2013-12-03,63.188,5.6,180,en,False
254,Descendants 3,Descendants 3,506574,"[10751, 10770, 12, 14]",2019-08-02,63.045,7.713,1497,en,False
255,Christopher Robin,Christopher Robin,420814,"[12, 35, 10751, 14]",2018-08-01,62.902,7.315,2689,en,False
256,The Princess Diaries 2: Royal Engagement,The Princess Diaries 2: Royal Engagement,11130,"[35, 18, 10751, 10749]",2004-08-06,62.77,6.7,3187,en,False
257,X-Men: Days of Future Past,X-Men: Days of Future Past,127585,"[28, 12, 878]",2014-05-15,61.904,7.5,15179,en,False
258,Joy,Joy,274479,"[18, 35]",2015-12-24,61.793,6.5,4045,en,False
259,Alien: Covenant,Alien: Covenant,126889,"[878, 27, 53]",2017-05-09,61.562,6.14,8533,en,False
260,Hitman: Agent 47,Hitman: Agent 47,249070,"[28, 80, 53]",2015-08-20,61.556,5.8,2998,en,False
261,The Last Duel,The Last Duel,617653,"[36, 18, 28]",2021-10-13,61.474,7.44,3307,en,False
262,The Hills Have Eyes,The Hills Have Eyes,9792,"[27, 53]",2006-03-10,61.467,6.422,2943,en,False
263,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith,1895,"[12, 28, 878]",2005-05-17,61.462,7.433,13589,en,False
264,Riley's First Date?,Riley's First Date?,355338,"[16, 10751]",2015-11-03,60.668,7.2,1037,en,False
265,Planet of the Apes,Planet of the Apes,869,"[53, 878, 28, 12]",2001-07-25,60.52,5.756,4015,en,False
266,Tinker Bell and the Pirate Fairy,Tinker Bell and the Pirate Fairy,175112,"[16, 10751]",2014-02-13,60.306,6.9,984,en,False
267,The Martian,The Martian,286217,"[18, 12, 878]",2015-09-30,59.8,7.687,19576,en,False
268,Pinocchio,Pinocchio,10895,"[16, 10751, 14]",1940-02-23,59.634,7.105,5785,en,False
269,Alita: Battle Angel,Alita: Battle Angel,399579,"[28, 878, 12]",2019-01-31,59.519,7.2,9038,en,False
270,Captain America: The First Avenger,Captain America: The First Avenger,1771,"[28, 12, 878]",2011-07-22,59.516,7.0,21257,en,False
271,The Greatest Showman,The Greatest Showman,316029,[18],2017-12-20,59.459,7.9,9341,en,False
272,The League of Extraordinary Gentlemen,The League of Extraordinary Gentlemen,8698,"[14, 28, 53, 878]",2003-07-11,59.38,5.966,3980,en,False
273,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace,1893,"[12, 28, 878]",1999-05-19,58.752,6.6,14474,en,False
274,Moana,Moana,277834,"[12, 35, 10751, 16]",2016-10-13,58.358,7.571,12268,en,False
275,Star Wars: The Force Awakens,Star Wars: The Force Awakens,140607,"[12, 28, 878]",2015-12-15,58.325,7.3,19229,en,False
276,The Simpsons in Plusaversary,The Simpsons in Plusaversary,877183,"[16, 35, 14]",2021-11-12,58.188,6.531,408,en,False
277,Peter Pan & Wendy,Peter Pan & Wendy,420808,"[10751, 14, 28, 12]",2023-04-20,58.163,5.5,660,en,False
278,Diary of a Wimpy Kid: Rodrick Rules,Diary of a Wimpy Kid: Rodrick Rules,60307,"[10751, 35]",2011-03-25,57.701,6.7,1112,en,False
279,Kingdom of Heaven,Kingdom of Heaven,1495,"[18, 28, 12, 36, 10752]",2005-05-03,57.422,7.0,4207,en,False
280,Rio 2,Rio 2,172385,"[16, 12, 35, 10751]",2014-03-19,57.395,6.5,3442,en,False
281,One Hundred and One Dalmatians,One Hundred and One Dalmatians,12230,"[12, 16, 35, 10751]",1961-01-25,57.285,7.2,6212,en,False
282,Surrogates,Surrogates,19959,"[878, 28, 53]",2009-09-24,57.191,6.1,3114,en,False
283,Legend,Legend,11976,"[12, 14]",1985-08-28,57.191,6.2,1205,en,False
284,The Hate U Give,The Hate U Give,470044,"[80, 18]",2018-10-19,57.105,8.132,2101,en,False
285,Appendage,Appendage,1081662,[27],2023-03-11,56.34,5.582,134,en,False
286,Once Upon a Snowman,Once Upon a Snowman,741074,"[16, 10751, 35, 14]",2020-10-23,56.085,6.94,523,en,False
287,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,116745,"[12, 35, 18, 14]",2013-12-18,55.942,7.2,7508,en,False
288,Return of the Jedi,Return of the Jedi,1892,"[12, 28, 878]",1983-05-25,55.717,7.9,15553,en,False
289,Deuce Bigalow: Male Gigolo,Deuce Bigalow: Male Gigolo,10402,[35],1999-12-10,55.477,6.0,1383,en,False
290,The Other Woman,The Other Woman,193610,"[35, 10749]",2014-04-16,55.451,6.423,3502,en,False
291,Captain Marvel,Captain Marvel,299537,"[28, 12, 878]",2019-03-06,55.417,6.8,15569,en,False
292,Princess Protection Program,Princess Protection Program,19458,"[10751, 10770, 35]",2009-06-13,55.223,6.647,1681,en,False
293,The Ice Age Adventures of Buck Wild,The Ice Age Adventures of Buck Wild,774825,"[16, 35, 12, 10751]",2022-01-28,55.199,6.6,1689,en,False
294,The Empire Strikes Back,The Empire Strikes Back,1891,"[12, 28, 878]",1980-05-20,55.132,8.4,16833,en,False
295,No One Will Save You,No One Will Save You,820609,"[27, 878, 53]",2023-09-22,55.041,6.695,1121,en,False
296,Benji the Hunted,Benji the Hunted,21299,"[28, 12, 10751]",1987-06-05,55.016,6.5,153,en,False
297,Death on the Nile,Death on the Nile,505026,"[9648, 80, 53]",2022-02-09,54.888,6.429,3610,en,False
298,Guardians of the Galaxy,Guardians of the Galaxy,118340,"[28, 878, 12]",2014-07-30,54.851,7.9,27874,en,False
299,The Mill,The Mill,1081400,"[878, 27]",2023-10-09,54.744,5.9,68,en,False
300,Jungle Cruise,Jungle Cruise,451048,"[14, 12]",2021-07-28,54.496,7.4,5622,en,False
301,Sister Act,Sister Act,2005,"[10402, 35]",1992-05-28,54.492,6.8,3139,en,False
302,Ford v Ferrari,Ford v Ferrari,359724,"[18, 28, 36]",2019-11-13,54.309,8.006,7855,en,False
303,Damien: Omen II,Damien: Omen II,10766,"[27, 53]",1978-06-09,54.029,6.432,703,en,False
304,Aladdin,Aladdin,812,"[16, 10751, 12, 14, 10749]",1992-11-25,53.519,7.652,11156,en,False
305,Unstoppable,Unstoppable,44048,"[28, 53]",2010-11-04,53.399,6.6,3476,en,False
306,Hope Springs,Hope Springs,21544,"[35, 10749]",2003-05-09,53.301,5.3,145,en,False
307,The Happening,The Happening,8645,"[53, 878]",2008-06-11,53.143,5.4,3550,en,False
308,The Thin Red Line,The Thin Red Line,8741,"[18, 36, 10752]",1998-12-23,53.014,7.5,2955,en,False
309,Men of Honor,Men of Honor,11978,[18],2000-09-13,52.902,7.48,2247,en,False
310,The Empty Man,The Empty Man,516632,"[27, 9648, 53]",2020-10-22,52.69,6.1,794,en,False
311,Atlantis: Milo's Return,Atlantis: Milo's Return,8965,"[14, 16, 878, 10751, 28]",2003-02-25,52.664,6.335,3820,en,False
312,Battle for the Planet of the Apes,Battle for the Planet of the Apes,1705,"[28, 878]",1973-06-15,52.537,5.709,921,en,False
313,Tinker Bell and the Great Fairy Rescue,Tinker Bell and the Great Fairy Rescue,44683,"[16, 12, 10751, 14]",2010-07-29,52.354,6.727,914,en,False
314,Bears,Bears,214314,[99],2014-04-17,52.352,7.4,155,en,False
315,Tangled: Before Ever After,Tangled: Before Ever After,438747,"[12, 16, 35, 10751, 14, 10770]",2017-03-10,51.778,6.818,366,en,False
316,The Sound of Music,The Sound of Music,15121,"[18, 10751, 10402, 10749]",1965-03-29,51.68,7.726,3238,en,False
317,Heat,Heat,949,"[28, 80, 18]",1995-12-15,51.581,7.916,7217,en,False
318,A Christmas Carol,A Christmas Carol,17979,"[16, 10751, 14]",2009-11-04,51.547,6.88,4497,en,False
319,The Hot Chick,The Hot Chick,11852,"[35, 14]",2002-12-13,51.532,6.348,1979,en,False
320,The Jungle Book,The Jungle Book,9325,"[10751, 16, 12]",1967-10-18,51.452,7.284,6181,en,False
321,Treasure Planet,Treasure Planet,9016,"[12, 16, 10751, 14, 878]",2002-11-26,51.42,7.548,4133,en,False
322,Secret Society of Second Born Royals,Secret Society of Second Born Royals,621870,"[28, 12, 35, 14]",2020-09-25,51.348,6.7,529,en,False
323,Ralph Breaks the Internet,Ralph Breaks the Internet,404368,"[10751, 16, 35, 12]",2018-11-20,51.218,7.182,7492,en,False
324,The Book Thief,The Book Thief,203833,[18],2013-11-08,50.998,7.5,4270,en,False
325,Boston Strangler,Boston Strangler,881164,"[80, 9648, 53]",2023-03-16,50.936,6.661,650,en,False
326,Ready or Not,Ready or Not,567609,"[35, 27]",2019-08-21,50.871,7.06,4347,en,False
327,Halloweentown,Halloweentown,27850,"[12, 35, 10751, 14, 10770]",1998-11-10,50.68,6.813,524,en,False
328,Descendants 2,Descendants 2,417320,"[10751, 14, 10770, 12]",2017-07-21,50.627,7.363,1641,en,False
329,Old Yeller,Old Yeller,22660,"[12, 18, 10751, 37]",1957-12-25,50.578,6.9,262,en,False
330,Belle,Belle,205601,[18],2013-05-01,50.56,7.2,671,en,False
331,Glass,Glass,450465,"[53, 18, 878]",2019-01-16,50.374,6.676,8369,en,False
332,Young Woman and the Sea,Young Woman and the Sea,774531,"[36, 18]",2024-05-31,50.273,7.9,250,en,False
333,Crimson Tide,Crimson Tide,8963,"[53, 28]",1995-05-12,50.158,7.2,1717,en,False
334,Arthur 3: la guerre des deux mondes,Arthur 3: The War of the Two Worlds,42949,"[16, 12, 14, 10751]",2010-08-22,50.093,5.8,1512,fr,False
335,John Carter,John Carter,49529,"[28, 12, 878]",2012-03-07,49.932,6.3,5547,en,False
336,The 13th Warrior,The 13th Warrior,1911,"[12, 36, 28]",1999-08-13,49.401,6.677,1817,en,False
337,The Lion King 1½,The Lion King 1½,11430,"[10751, 16, 35, 28]",2004-02-06,49.181,6.6,2935,en,False
338,Dumbo,Dumbo,11360,"[16, 10751]",1941-10-31,49.135,7.004,4906,en,False
339,The Menu,The Menu,593643,"[35, 27, 53]",2022-11-17,48.978,7.186,4797,en,False
340,The Fly,The Fly,9426,"[27, 878]",1986-08-15,48.968,7.41,4359,en,False
341,Prep & Landing: Naughty vs. Nice,Prep & Landing: Naughty vs. Nice,88096,"[16, 35, 10751]",2011-12-05,48.945,6.9,72,en,False
342,The Fox and the Hound,The Fox and the Hound,10948,"[12, 16, 18, 10751]",1981-07-10,48.859,7.1,3190,en,False
343,The Rocky Horror Picture Show,The Rocky Horror Picture Show,36685,"[35, 878, 14, 27]",1975-08-14,48.814,7.5,2759,en,False
344,The Final Conflict,The Final Conflict,10768,"[27, 9648, 53]",1981-03-20,48.712,5.816,553,en,False
345,Z-O-M-B-I-E-S 2,Z-O-M-B-I-E-S 2,599521,"[14, 10749, 10770]",2020-06-13,48.69,7.5,443,en,False
346,The French Dispatch,The French Dispatch,542178,"[18, 35]",2021-10-21,48.685,7.0,2545,en,False
347,Why Him?,Why Him?,356305,[35],2016-12-22,48.577,6.4,4096,en,False
348,The Transporter,The Transporter,4108,"[28, 80, 53]",2002-10-02,48.504,6.7,5256,en,False
349,Cinderella II: Dreams Come True,Cinderella II: Dreams Come True,14128,"[10751, 16, 10749, 14]",2002-02-23,48.462,6.107,1428,en,False
350,Sleeping Beauty,Sleeping Beauty,10882,"[14, 16, 10749, 10751]",1959-02-17,48.453,6.9,5093,en,False
351,Robots,Robots,9928,"[16, 35, 10751, 878]",2005-03-10,48.275,6.5,4496,en,False
352,Beneath the Planet of the Apes,Beneath the Planet of the Apes,1685,"[12, 878, 9648]",1970-04-23,48.23,6.163,1304,en,False
353,Night at the Museum: Battle of the Smithsonian,Night at the Museum: Battle of the Smithsonian,18360,"[12, 14, 28, 35, 10751]",2009-05-20,48.229,6.1,6770,en,False
354,The Darkest Minds,The Darkest Minds,445651,"[28, 12, 18]",2018-07-25,48.213,7.033,2779,en,False
355,Dark Phoenix,Dark Phoenix,320288,"[878, 28, 12]",2019-06-05,48.17,5.981,6456,en,False
356,Bambi,Bambi,3170,"[16, 18, 10751]",1942-02-11,48.102,7.014,5586,en,False
357,Stoker,Stoker,86825,"[18, 27, 53]",2013-02-28,47.945,6.654,2194,en,False
358,Ant-Man,Ant-Man,102899,"[878, 28, 12]",2015-07-14,47.797,7.076,19593,en,False
359,Avatar: The Deep Dive - A Special Edition of 20/20,Avatar: The Deep Dive - A Special Edition of 20/20,1059673,[99],2022-12-13,47.778,7.1,74,en,False
360,The Sword in the Stone,The Sword in the Stone,9078,"[16, 10751, 14]",1963-12-25,47.732,7.244,3770,en,False
361,Phineas and Ferb The Movie: Across the 2nd Dimension,Phineas and Ferb The Movie: Across the 2nd Dimension,71689,"[16, 35, 10751, 10770, 878, 12, 28]",2011-08-05,47.676,7.1,543,en,False
362,Con Air,Con Air,1701,"[28, 53, 80]",1997-06-05,47.655,6.7,4122,en,False
363,Cool Runnings,Cool Runnings,864,"[35, 12, 18]",1993-10-01,47.544,7.0,2012,en,False
364,Exodus: Gods and Kings,Exodus: Gods and Kings,147441,"[12, 18, 28]",2014-12-03,47.507,5.866,4497,en,False
365,AVP: Alien vs. Predator,AVP: Alien vs. Predator,395,"[12, 878, 28, 27]",2004-08-12,47.487,5.9,4360,en,False
366,127 Hours,127 Hours,44115,"[12, 18, 53]",2010-11-12,46.733,7.084,7428,en,False
367,Strange World,Strange World,877269,"[16, 10751, 12, 878, 14]",2022-11-23,46.679,6.3,1233,en,False
368,Ant-Man and the Wasp,Ant-Man and the Wasp,363088,"[28, 12, 878]",2018-07-04,46.579,6.9,13171,en,False
369,James and the Giant Peach,James and the Giant Peach,10539,"[12, 16, 10751, 14]",1996-04-12,46.28,6.559,1298,en,False
370,Die Hard,Die Hard,562,"[28, 53]",1988-07-15,46.049,7.8,11016,en,False
371,Miracle on 34th Street,Miracle on 34th Street,10510,"[14, 18, 10751]",1994-11-18,46.002,6.7,999,en,False
372,Rye Lane,Rye Lane,1049638,"[35, 10749]",2023-03-17,45.576,7.1,186,en,False
373,The Aristocats,The Aristocats,10112,"[16, 35, 10751, 12]",1970-11-13,45.544,7.3,4937,en,False
374,Alvin and the Chipmunks,Alvin and the Chipmunks,6477,"[35, 10751, 14, 16]",2007-12-13,45.521,5.811,4394,en,False
375,The X Files: I Want to Believe,The X Files: I Want to Believe,8836,"[9648, 878, 53]",2008-07-24,45.422,5.8,1477,en,False
376,The Lizzie McGuire Movie,The Lizzie McGuire Movie,18736,"[10751, 35]",2003-05-02,45.177,6.3,1246,en,False
377,Escape from the Planet of the Apes,Escape from the Planet of the Apes,1687,"[28, 878]",1971-05-20,45.152,6.369,1058,en,False
378,Mickey's Tale of Two Witches,Mickey's Tale of Two Witches,864388,"[16, 10770]",2021-10-07,44.859,7.0,112,en,False
379,Beverly Hills Chihuahua 3: Viva la Fiesta!,Beverly Hills Chihuahua 3: Viva la Fiesta!,105965,"[35, 10751]",2012-09-03,44.824,6.3,257,en,False
380,Armageddon,Armageddon,95,"[28, 53, 878, 12]",1998-07-01,44.755,6.8,7843,en,False
381,Captain America: The Winter Soldier,Captain America: The Winter Soldier,100402,"[28, 12, 878]",2014-03-20,44.559,7.7,18600,en,False
382,Dr. Dolittle 2,Dr. Dolittle 2,10808,"[35, 10751, 10749, 14]",2001-06-22,44.496,5.31,1642,en,False
383,Juno,Juno,7326,"[35, 18, 10749]",2007-12-05,44.488,7.1,7088,en,False
384,Freaky Friday,Freaky Friday,10330,"[35, 10751, 14]",2003-08-05,44.406,6.51,3752,en,False
385,A Good Day to Die Hard,A Good Day to Die Hard,47964,"[28, 53]",2013-02-06,44.401,5.334,6320,en,False
386,Under Siege,Under Siege,8845,"[28, 53]",1992-10-08,44.388,6.3,1521,en,False
387,Chicken Little,Chicken Little,9982,"[16, 10751, 35]",2005-11-04,44.338,5.891,3860,en,False
388,Man on Fire,Man on Fire,9509,"[28, 18, 53]",2004-04-23,44.216,7.5,5053,en,False
389,Horton Hears a Who!,Horton Hears a Who!,12222,"[16, 35, 10751, 12, 14]",2008-03-03,44.146,6.489,3225,en,False
390,Epic,Epic,116711,"[16, 12, 10751, 14]",2013-05-15,43.85,6.523,2707,en,False
391,The Boogeyman,The Boogeyman,532408,"[27, 53, 9648]",2023-05-31,43.846,6.423,847,en,False
392,Black Swan,Black Swan,44214,"[18, 53, 27]",2010-12-03,43.694,7.687,14324,en,False
393,Meet the Robinsons,Meet the Robinsons,1267,"[16, 35, 10751]",2007-03-23,43.646,6.913,2813,en,False
394,Mulan II,Mulan II,12242,"[16, 35, 10751, 28]",2004-11-03,43.359,6.485,2324,en,False
395,The Darkest Hour,The Darkest Hour,71469,"[27, 28, 53, 878]",2011-12-22,43.316,5.3,1428,en,False
396,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,330459,"[28, 12, 878]",2016-12-14,43.102,7.5,15116,en,False
397,Just Married,Just Married,12090,"[10749, 35]",2003-01-08,42.851,5.8,1333,en,False
398,Prep & Landing Stocking Stuffer: Operation: Secret Santa,Prep & Landing Stocking Stuffer: Operation: Secret Santa,88212,"[16, 10751, 14]",2010-12-07,42.71,6.4,107,en,False
399,The Eyes of Tammy Faye,The Eyes of Tammy Faye,601470,"[18, 36]",2021-09-17,42.576,6.516,587,en,False
400,Bolt,Bolt,13053,"[16, 10751, 12, 35]",2008-11-21,42.521,6.517,5973,en,False
401,Conquest of the Planet of the Apes,Conquest of the Planet of the Apes,1688,"[28, 878]",1972-06-29,42.502,6.17,939,en,False
402,The Game Plan,The Game Plan,13680,"[35, 10751]",2007-09-28,42.293,6.5,2013,en,False
403,Bride Wars,Bride Wars,10521,"[35, 10749]",2009-01-09,42.243,6.237,2988,en,False
404,High Fidelity,High Fidelity,243,"[18, 35, 10749, 10402]",2000-03-17,42.227,7.126,1949,en,False
405,Natural Born Killers,Natural Born Killers,241,"[80, 53, 18]",1994-08-26,42.203,7.063,3361,en,False
406,Mickey and Minnie Wish Upon a Christmas,Mickey and Minnie Wish Upon a Christmas,864390,"[16, 10770, 35]",2021-12-02,41.969,7.0,161,en,False
407,High School Musical 3: Senior Year,High School Musical 3: Senior Year,11887,"[35, 10749, 18, 10751, 10402]",2008-10-11,41.801,6.6,3433,en,False
408,Atlantis: The Lost Empire,Atlantis: The Lost Empire,10865,"[16, 10751, 12, 878]",2001-06-02,41.749,7.015,4692,en,False
409,Recess: School's Out,Recess: School's Out,19405,"[10751, 16]",2001-02-16,41.654,6.582,340,en,False
410,"20,000 Leagues Under the Sea","20,000 Leagues Under the Sea",173,"[12, 878, 10751]",1954-12-23,41.647,7.0,868,en,False
411,Antlers,Antlers,516329,"[18, 27, 9648]",2021-10-28,41.642,6.239,1074,en,False
412,Transporter 2,Transporter 2,9335,"[28, 53, 80]",2005-08-03,41.603,6.3,3540,en,False
413,This Means War,This Means War,59962,"[28, 35, 10749]",2012-02-14,41.551,6.2,3336,en,False
414,Tinker Bell,Tinker Bell,13179,"[16, 10751, 12, 14]",2008-09-11,41.536,6.873,1391,en,False
415,101 Dalmatians,101 Dalmatians,11674,"[10751, 35]",1996-11-27,41.492,5.9,3346,en,False
416,George of the Jungle,George of the Jungle,10603,"[12, 35, 10751, 10749]",1997-07-15,41.485,5.61,2060,en,False
417,The Call of the Wild,The Call of the Wild,481848,"[12, 10751, 18]",2020-02-19,41.237,7.559,3674,en,False
418,Diary of a Wimpy Kid,Diary of a Wimpy Kid,33217,"[35, 10751]",2010-03-19,41.078,6.2,1570,en,False
419,The Simpsons Meet the Bocellis in “Feliz Navidad”,The Simpsons Meet the Bocellis in “Feliz Navidad”,1058732,"[16, 10751, 35]",2022-12-15,41.032,5.8,71,en,False
420,Alien Resurrection,Alien Resurrection,8078,"[878, 27, 28]",1997-11-12,40.869,6.2,4861,en,False
421,Speed,Speed,1637,"[28, 53]",1994-06-09,40.61,7.141,6091,en,False
422,Dumbo,Dumbo,329996,"[10751, 14, 12]",2019-03-27,40.437,6.6,4280,en,False
423,Courage Under Fire,Courage Under Fire,10684,"[18, 53, 9648, 10752]",1996-07-04,40.296,6.499,905,en,False
424,No Exit,No Exit,833425,"[53, 9648]",2022-02-24,39.947,6.89,1113,en,False
425,Primeval,Primeval,4283,"[12, 27, 28]",2007-01-12,39.847,6.0,392,en,False
426,Chronicle,Chronicle,76726,"[878, 18, 53]",2012-02-01,39.767,6.828,5228,en,False
427,True Lies,True Lies,36955,"[28, 53]",1994-07-15,39.751,7.1,4043,en,False
428,LEGO Star Wars Terrifying Tales,LEGO Star Wars Terrifying Tales,857702,"[16, 10751, 878, 35, 10770]",2021-10-01,39.74,6.8,244,en,False
429,Alien³,Alien³,8077,"[878, 28, 27]",1992-05-22,39.737,6.4,5586,en,False
430,Kim Possible Movie: So the Drama,Kim Possible Movie: So the Drama,20771,"[16, 12, 10751, 28, 35, 878]",2005-04-08,39.661,6.8,174,en,False
431,Commando,Commando,10999,"[28, 12, 53]",1985-10-03,39.463,6.678,2764,en,False
432,The Last Song,The Last Song,35690,"[18, 10751, 10749]",2010-03-31,39.425,7.241,3284,en,False
433,Night at the Museum: Kahmunrah Rises Again,Night at the Museum: Kahmunrah Rises Again,751741,"[16, 35, 10751, 14]",2022-12-08,39.396,6.5,252,en,False
434,Enchanted,Enchanted,4523,"[35, 10751, 14, 10749]",2007-11-20,39.301,6.822,5351,en,False
435,Mr. & Mrs. Smith,Mr. & Mrs. Smith,787,"[28, 35, 18, 53]",2005-06-07,39.242,6.687,10260,en,False
436,Encanto at the Hollywood Bowl,Encanto at the Hollywood Bowl,1041513,"[10402, 99]",2022-12-28,39.06,7.086,157,en,False
437,Finding Dory,Finding Dory,127380,"[12, 16, 35, 10751]",2016-06-16,39.003,7.04,11939,en,False
438,Halloweentown High,Halloweentown High,34560,"[12, 35, 10751, 14, 10770]",2004-10-08,38.944,6.5,294,en,False
439,Jack,Jack,7095,"[35, 10751, 18]",1996-08-09,38.916,6.292,1238,en,False
440,Die Hard: With a Vengeance,Die Hard: With a Vengeance,1572,"[28, 53]",1995-05-19,38.688,7.27,6006,en,False
441,Sister Act 2: Back in the Habit,Sister Act 2: Back in the Habit,6279,"[10402, 35]",1993-12-09,38.38,6.4,1780,en,False
442,The Kid Who Would Be King,The Kid Who Would Be King,454294,"[28, 12, 14, 10751]",2019-01-16,38.311,6.168,741,en,False
443,Independence Day: Resurgence,Independence Day: Resurgence,47933,"[28, 12, 878]",2016-06-22,38.172,5.3,5985,en,False
444,Home on the Range,Home on the Range,13700,"[16, 10751]",2004-04-02,37.891,6.1,2012,en,False
445,Hitman,Hitman,1620,"[28, 53, 18]",2007-11-21,37.853,6.1,3274,en,False
446,Ciao Alberto,Ciao Alberto,876716,"[16, 35, 10751, 14]",2021-11-11,37.848,7.4,656,en,False
447,Turner & Hooch,Turner & Hooch,6951,"[28, 35, 53, 80, 10751]",1989-07-28,37.832,6.3,1277,en,False
448,Fantastic Mr. Fox,Fantastic Mr. Fox,10315,"[12, 16, 35, 10751]",2009-10-23,37.77,7.8,5354,en,False
449,Diary of a Wimpy Kid: The Long Haul,Diary of a Wimpy Kid: The Long Haul,417830,"[35, 10751]",2017-05-19,37.75,5.3,468,en,False
450,Eragon,Eragon,2486,"[14, 28, 12, 10751]",2006-12-14,37.699,5.106,3216,en,False
451,Tangled Ever After,Tangled Ever After,82881,"[16, 35, 28, 10751]",2012-01-13,37.643,7.1,1032,en,False
452,Halloweentown II: Kalabar's Revenge,Halloweentown II: Kalabar's Revenge,34205,"[12, 10751, 14, 10770]",2001-10-12,37.628,6.845,320,en,False
453,Entrapment,Entrapment,1844,"[10749, 18, 9648]",1999-04-29,37.596,6.2,1980,en,False
454,Home Alone 3,Home Alone 3,9714,"[35, 10751]",1997-12-12,37.586,5.3,2979,en,False
455,Six Days Seven Nights,Six Days Seven Nights,6068,"[35, 28, 12, 10749]",1998-06-12,37.496,6.1,1436,en,False
456,High School Musical,High School Musical,10947,"[35, 18, 10751, 10402, 10749, 10770]",2006-01-20,37.39,6.558,4538,en,False
457,Spy,Spy,238713,"[28, 35, 80]",2015-05-06,37.142,6.8,5953,en,False
458,The Revenant,The Revenant,281957,"[37, 18, 12]",2015-12-25,37.103,7.5,17960,en,False
459,Anastasia,Anastasia,9444,"[16, 10751, 14, 12]",1997-11-20,37.021,7.617,5224,en,False
460,Get a Horse!,Get a Horse!,234567,"[16, 10751, 35]",2013-11-27,36.992,7.6,246,en,False
461,Sweet Home Alabama,Sweet Home Alabama,11529,"[35, 10749]",2002-09-26,36.895,6.4,1500,en,False
462,We Bought a Zoo,We Bought a Zoo,74465,"[18, 35, 10751]",2011-12-08,36.847,6.793,2662,en,False
463,Isle of Dogs,Isle of Dogs,399174,"[12, 35, 16]",2018-03-23,36.81,7.854,4831,en,False
464,Oz the Great and Powerful,Oz the Great and Powerful,68728,"[14, 12, 10751]",2013-03-07,36.701,5.9,6445,en,False
465,Pearl Harbor,Pearl Harbor,676,"[10752, 36, 10749, 18, 28]",2001-05-21,36.433,6.9,6416,en,False
