,original_title,title,id,genre_ids,release_date,popularity,vote_average,vote_count,original_language,adult
1656,Jim Gaffigan: King Baby,Jim Gaffigan: King Baby,20837,[35],2009-03-29,8.524,6.8,66,en,False
1657,Don't Think Twice,Don't Think Twice,356298,"[35, 18]",2016-07-22,15.886,6.43,376,en,False
1658,Ancora più bello,Still Out of My League,790523,"[10749, 35]",2021-09-16,19.884,6.576,203,it,False
1659,Becoming,Becoming,699280,[99],2020-05-06,8.513,7.4,150,en,False
1660,Loco por ella,Crazy About Her,778730,"[35, 10749]",2021-02-26,14.17,7.2,455,es,False
1661,Ya no estoy aquí,I'm No Longer Here,582927,[18],2019-10-21,14.161,7.87,484,es,False
1662,Student of the Year,Student of the Year,138122,"[35, 18, 10749]",2012-10-19,14.157,5.7,163,hi,False
1663,Terje Vigen,A Man There Was,108017,"[18, 36]",1917-01-29,14.156,7.0,71,sv,False
1664,L'ultimo paradiso,The Last Paradiso,746422,"[18, 10749]",2021-02-05,14.151,5.845,110,it,False
1665,Beni Çok Sev,Love Me Instead,889300,[18],2021-11-19,14.116,6.5,51,tr,False
1666,Go! Go! Cory Carson: Chrissy Takes the Wheel,Go! Go! Cory Carson: Chrissy Takes the Wheel,876576,"[16, 10751]",2021-09-21,14.085,5.9,26,en,False
1667,¿Qué culpa tiene el karma?,Don't Blame Karma!,648743,"[10749, 35]",2022-08-03,14.078,6.9,180,es,False
1668,Our Souls at Night,Our Souls at Night,433252,"[10749, 18]",2017-09-29,14.074,6.624,429,en,False
1669,Passing,Passing,541524,[18],2021-10-27,14.073,6.3,295,en,False
1670,Vacaciones de verano,Summer Vacation,1061634,"[35, 10751]",2023-07-06,14.044,5.6,49,es,False
1671,Ehrengard: Forførelsens kunst,Ehrengard: The Art of Seduction,1113448,"[10749, 35, 18]",2023-09-14,14.035,6.188,101,da,False
1672,Código Emperador,Code Name: Emperor,769636,"[18, 53]",2022-03-18,14.025,5.8,160,es,False
1673,Passione Sinistra,A Liberal Passion,186982,"[35, 10749]",2013-04-18,14.02,5.646,96,it,False
1674,Die Liebeskümmerer,The Heartbreak Agency,1216268,"[10749, 18, 35]",2024-02-13,14.018,5.544,34,de,False
1675,Je ne suis pas un homme facile,I Am Not an Easy Man,515841,"[35, 14]",2018-04-13,14.017,6.3,983,fr,False
1676,Mar adentro,The Sea Inside,1913,[18],2004-09-03,14.017,7.6,893,es,False
1677,オルタード・カーボン：リスリーブド,Altered Carbon: Resleeved,665251,"[16, 878]",2020-03-19,14.015,6.525,284,ja,False
1678,Quincy,Quincy,504561,"[99, 10402]",2018-09-21,14.008,7.3,103,en,False
1679,The Bad Batch,The Bad Batch,316154,"[18, 27, 878]",2017-06-23,14.004,5.3,1057,en,False
1680,ആര്‍ഡിഎക്സ്: റോബര്‍ട്ട് ഡോണി സേവ്യര്‍,RDX: Robert Dony Xavier,997391,"[28, 18]",2023-08-25,14.496,6.8,45,ml,False
1681,Pouic-Pouic,Squeak-squeak,36324,[35],1963-11-20,19.6,6.8,170,fr,False
1682,Making All Quiet on the Western Front,Making All Quiet on the Western Front,1086967,[99],2022-11-16,19.594,6.1,9,de,False
1683,Tau,Tau,411143,"[878, 53, 27]",2018-06-29,13.855,6.155,1232,en,False
1684,Black Sunshine Baby,Black Sunshine Baby,1078143,[99],2023-01-24,14.407,2.0,1,hi,False
1685,Ivy + Bean,Ivy + Bean,862558,"[10751, 12, 35]",2022-09-02,8.384,6.7,10,en,False
1686,The Promise,The Promise,354859,"[36, 10749, 18]",2016-12-02,14.101,6.937,462,en,False
1687,Miss Americana,Miss Americana,653567,"[99, 10402]",2020-01-31,19.559,7.915,586,en,False
1688,The Perfection,The Perfection,529962,"[27, 53, 18]",2018-09-20,12.353,6.477,1324,en,False
1689,La influencia,The Influence,605373,[27],2019-06-21,11.347,4.9,252,es,False
1690,Slam - Tutto per una ragazza,Slam,445605,[35],2016-11-20,19.463,5.8,230,it,False
1691,"Frankenstein's Monster's Monster, Frankenstein","Frankenstein's Monster's Monster, Frankenstein",612701,[35],2019-07-16,19.461,5.829,73,en,False
1692,ARQ,ARQ,410199,"[878, 53]",2016-09-16,15.34,6.1,1155,en,False
1693,Estiu 1993,Summer 1993,438634,[18],2017-03-24,14.587,7.1,196,ca,False
1694,Le passager de la pluie,Rider on the Rain,27889,"[53, 9648, 80]",1970-01-21,8.88,6.4,85,fr,False
1695,Big Mäck: Gangster und Gold,Big Mäck: Gangsters and Gold,1063239,[99],2023-01-20,8.317,7.106,33,de,False
1696,Banlieusards,Street Flow,614488,"[18, 80]",2019-10-12,18.337,6.9,343,fr,False
1697,"Amanece, que no es poco","Dawn Breaks, Which Is No Small Thing",20607,[35],1989-01-17,8.308,7.033,121,es,False
1698,Gad Elmaleh - Part en Live,Gad Gone Wild,437018,[35],2017-01-24,16.581,6.8,108,fr,False
1699,리벤져,Revenger,557968,[28],2018-12-06,19.349,5.4,143,ko,False
1700,Father of the Year,Father of the Year,531949,[35],2018-07-20,13.821,5.4,466,en,False
1701,Two Distant Strangers,Two Distant Strangers,787428,[18],2020-11-20,13.819,7.128,439,en,False
1702,Hasta el cielo,Sky High,651589,"[28, 18, 53]",2020-12-18,13.819,6.132,216,es,False
1703,Sebelum Iblis Menjemput,May the Devil Take You,524738,"[27, 53, 9648]",2018-08-09,13.817,6.2,159,id,False
1704,Sly,Sly,1146302,[99],2023-09-16,13.806,7.27,165,en,False
1705,Special Correspondents,Special Correspondents,355008,[35],2016-04-22,13.803,5.8,506,en,False
1706,Modo Avião,Airplane Mode,652483,"[35, 18, 10749]",2020-01-23,13.758,6.3,698,pt,False
1707,Børning 3,Asphalt Burning,505746,"[28, 35]",2020-10-14,13.757,5.6,118,no,False
1708,Du Sie Er & Wir,The Four of Us,874965,"[35, 10749, 18]",2021-10-15,13.755,5.6,91,de,False
1709,गंगूबाई काठियावाड़ी,Gangubai Kathiawadi,664332,"[80, 18, 36]",2022-02-24,13.749,7.4,143,hi,False
1710,टॉयलेट: एक प्रेम कथा,Toilet: A Love Story,441875,"[35, 18, 10749]",2017-08-11,13.733,6.8,186,hi,False
1711,Selva Trágica,Tragic Jungle,618746,"[18, 9648]",2020-09-09,13.718,6.2,39,es,False
1712,Look Both Ways,Look Both Ways,805327,"[10749, 18, 35]",2022-08-16,13.708,6.891,639,en,False
1713,The Holiday Calendar,The Holiday Calendar,555850,"[10749, 35, 10751]",2018-11-02,13.686,6.6,1000,en,False
1714,Oxygène,Oxygen,471498,"[878, 53, 27]",2021-05-12,13.672,6.6,1364,fr,False
1715,カラダ探し,Re/Member,991814,"[27, 53]",2022-10-14,13.667,6.9,203,ja,False
1716,Hold the Dark,Hold the Dark,395841,"[53, 9648, 80]",2018-09-22,13.663,5.428,944,en,False
1717,A Christmas Prince: The Royal Wedding,A Christmas Prince: The Royal Wedding,525041,"[10749, 35, 10770]",2018-11-30,13.658,6.4,913,en,False
1718,Steve Jobs,Steve Jobs,321697,"[18, 36]",2015-10-09,13.65,6.779,4077,en,False
1719,Carry On Screaming!,Carry On Screaming!,5060,"[35, 27]",1966-05-20,13.647,6.5,103,en,False
1720,女鬼橋2：怨鬼樓,The Bridge Curse: Ritual,999087,[27],2023-10-13,14.84,6.1,33,zh,False
1721,Hack Your Health: The Secrets of Your Gut,Hack Your Health: The Secrets of Your Gut,1266701,[99],2024-04-26,19.09,6.9,30,en,False
1722,Bytte bytte baby,Maybe Baby,1079201,[35],2023-03-16,16.657,6.5,11,da,False
1723,Sharkdog’s Fintastic Halloween,Sharkdog’s Fintastic Halloween,878962,"[16, 14, 10751]",2021-10-15,19.071,4.4,8,en,False
1724,Ibiza,Ibiza,463053,"[35, 10749]",2018-05-25,19.061,5.713,1160,en,False
1725,Rebirth,Rebirth,369033,[53],2016-04-17,19.057,4.7,181,en,False
1726,浅草キッド,Asakusa Kid,768147,[18],2021-12-09,19.046,7.1,58,ja,False
1727,Legiony,The Legions,622585,"[18, 36, 10752]",2019-09-20,16.779,6.683,41,pl,False
1728,Cinderela Pop,DJ Cinderella,553608,"[10749, 35]",2019-02-28,19.043,6.4,330,pt,False
1729,ブラム,BLAME!,409421,"[28, 18, 878, 16]",2017-05-20,10.795,6.4,296,ja,False
1730,Sen Yaşamaya Bak,In Good Hands,946726,"[18, 35, 10749]",2022-03-21,17.807,6.8,131,tr,False
1731,The Wonder,The Wonder,823766,"[18, 9648]",2022-11-02,16.561,6.623,790,en,False
1732,The Hard Way,The Hard Way,586347,[28],2019-03-05,14.291,5.5,147,en,False
1733,The Disciple,The Disciple,728116,"[18, 10402]",2020-09-27,18.959,6.8,49,mr,False
1734,News of the World,News of the World,581032,"[18, 37, 12]",2020-12-25,11.044,6.964,1719,en,False
1735,इत्तेफ़ाक़,Ittefaq,464458,"[80, 53, 9648]",2017-11-03,18.952,6.9,100,hi,False
1736,Dolemite Is My Name,Dolemite Is My Name,528888,"[18, 35, 36]",2019-10-04,16.788,7.002,1152,en,False
1737,The Amityville Playhouse,The Amityville Playhouse,335753,[27],2015-06-23,13.302,5.1,59,en,False
1738,Jatuh Cinta Seperti Di Film-Film,Falling in Love Like in Movies,1074313,"[35, 18, 10749]",2023-11-30,18.913,8.3,13,id,False
1739,Message from the King,Message from the King,301355,"[28, 9648, 53]",2017-05-10,18.906,6.26,439,en,False
1740,लापता लेडीज़,Laapataa Ladies,1163194,"[35, 18]",2024-03-01,12.101,8.1,58,hi,False
1741,Izla,Izla,892866,"[35, 27]",2021-10-22,13.191,5.0,5,tl,False
1742,Curry & Cyanide: The Jolly Joseph Case,Curry & Cyanide: The Jolly Joseph Case,1217392,"[99, 80]",2023-12-22,18.886,6.759,27,ml,False
1743,Guillermo del Toro's Pinocchio: Handcarved Cinema,Guillermo del Toro's Pinocchio: Handcarved Cinema,1059301,[99],2022-12-09,8.086,7.4,47,en,False
1744,Only Two Can Play,Only Two Can Play,54723,[35],1962-01-19,18.859,5.8,25,en,False
1745,Persuasion,Persuasion,820912,"[10749, 18, 35]",2022-07-01,15.042,6.025,580,en,False
1746,Valle de sombras,Valley of Shadows,1145857,"[12, 53, 18]",2023-12-29,14.065,6.4,41,es,False
1747,Toscana,Toscana,859585,"[35, 10749, 18]",2022-05-18,11.038,5.848,178,da,False
1748,Lust Stories,Lust Stories,530154,"[18, 10749]",2018-06-15,11.024,6.2,122,hi,False
1749,En plein cœur,In All Innocence,52683,"[18, 10749]",1998-10-06,13.487,5.9,24,fr,False
1750,Sällskapsresan II - Snowroller,Snowroller,19181,[35],1985-10-04,8.058,6.2,65,sv,False
1751,Bankier van het Verzet,The Resistance Banker,497916,"[10752, 18]",2018-03-08,15.521,6.72,241,nl,False
1752,Unica,Ilary Blasi: The One and Only,1206163,[99],2023-11-24,12.643,5.7,69,it,False
1753,Dave Chappelle: The Dreamer,Dave Chappelle: The Dreamer,1215439,"[35, 99, 10770]",2023-12-31,18.761,6.898,83,en,False
1754,Kler,Clergy,547491,[18],2018-09-28,11.518,6.6,173,pl,False
1755,Togo,Togo,884363,"[80, 18]",2022-10-05,16.823,6.5,68,es,False
1756,Happiest Season,Happiest Season,520172,"[10749, 35]",2020-11-26,14.268,7.232,1164,en,False
1757,Hasta que nos volvamos a encontrar,Without Saying Goodbye,944664,"[35, 10749]",2022-03-18,18.7,7.3,133,es,False
1758,ホーホケキョ となりの山田くん,My Neighbors the Yamadas,16198,"[16, 35, 10751]",1999-07-17,16.004,7.0,519,ja,False
1759,Es por tu bien,It's for Your Own Good,435050,[35],2017-02-24,16.758,5.9,188,es,False
1760,Benji,Benji,495193,"[18, 35, 10751, 80]",2018-03-16,13.338,6.9,296,en,False
1761,Higuita: El camino del Escorpión,Higuita: The Way of the Scorpion,1187872,[99],2023-11-02,13.337,7.833,9,es,False
1762,वाइल्ड वाइल्ड पंजाब,Wild Wild Punjab,1252455,"[35, 12]",2024-07-10,13.336,6.5,12,hi,False
1763,வாத்தி,Vaathi,918864,"[18, 28]",2023-02-16,13.329,6.4,21,ta,False
1764,Los reyes magos,The 3 Wise Men,22503,"[16, 14, 10751]",2003-12-19,13.314,6.0,62,es,False
1765,El cuarto pasajero,Four's a Crowd,791333,[35],2022-10-28,13.312,6.302,106,es,False
1766,Trinil: Kembalikan Tubuhku,Trinil,1214905,"[18, 27, 53]",2024-01-04,13.307,5.2,5,id,False
1767,Amar Singh Chamkila,Amar Singh Chamkila,1086729,"[18, 10402]",2024-04-12,13.303,7.7,16,hi,False
1768,Clinical,Clinical,433244,"[53, 27]",2017-01-13,13.3,5.3,401,en,False
1769,Filmed in Supermarionation,Filmed in Supermarionation,293492,[99],2014-10-11,13.293,7.4,5,en,False
1770,The Incredible Jessica James,The Incredible Jessica James,432789,"[10749, 35]",2017-01-27,13.285,6.2,202,en,False
1771,Einstein and the Bomb,Einstein and the Bomb,1168709,"[99, 18]",2024-02-16,13.259,6.0,65,en,False
1772,Mascots,Mascots,368993,[35],2016-10-11,13.259,5.4,182,en,False
1773,Bombay Talkies,Bombay Talkies,190940,"[18, 10749]",2013-05-03,13.259,6.4,56,hi,False
1774,Ricchi a tutti i costi,The Price of Nonna's Inheritance,1175156,"[35, 80]",2024-06-04,13.251,5.7,73,it,False
1775,Pumping Iron,Pumping Iron,5205,[99],1977-01-18,13.251,7.1,452,en,False
1776,Bill Burr: Paper Tiger,Bill Burr: Paper Tiger,625128,"[35, 10770]",2019-09-10,13.244,7.4,174,en,False
1777,A Tourist's Guide to Love,A Tourist's Guide to Love,813726,"[10749, 35]",2023-04-21,13.243,6.3,172,en,False
1778,Shawn Mendes: In Wonder,Shawn Mendes: In Wonder,752939,"[10402, 99]",2020-11-23,13.241,8.178,157,en,False
1779,D'Artacán y los tres mosqueperros,Dogtanian and the Three Muskehounds,768726,"[16, 35, 12, 10751]",2021-06-25,13.234,6.8,108,es,False
1780,The Week Of,The Week Of,465109,[35],2018-04-27,17.241,5.4,783,en,False
1781,Latte Igel und der magische Wasserstein,Latte and the Magic Waterstone,586954,"[16, 12, 10751, 35]",2019-12-11,10.994,6.8,101,de,False
1782,Bill Burr: Walk Your Way Out,Bill Burr: Walk Your Way Out,437752,[35],2017-01-31,18.508,6.8,147,en,False
1783,Creep 2,Creep 2,396493,[27],2017-10-14,18.481,6.299,778,en,False
1784,Get Me Roger Stone,Get Me Roger Stone,448448,[99],2017-04-23,18.474,7.004,128,en,False
1785,Cyberbunker: Darknet in Deutschland,Cyberbunker: The Criminal Underworld,1191658,"[99, 80]",2023-11-07,11.756,6.854,24,de,False
1786,Pourris gâtés,Spoiled Brats,671043,[35],2021-09-15,9.995,6.1,516,fr,False
1787,"Michael Bolton's Big, Sexy Valentine's Day Special","Michael Bolton's Big, Sexy Valentine's Day Special",430780,"[35, 10402]",2017-02-07,7.906,6.3,54,en,False
1788,David Brent: Life on the Road,David Brent: Life on the Road,339792,"[35, 10402]",2016-08-19,12.481,6.1,356,en,False
1789,Vals,Vicious,534011,[53],2019-01-24,7.9,6.2,58,nl,False
1790,F.R.E.D.I.,F.R.E.D.I.,487509,"[878, 10751, 12]",2018-05-03,8.002,6.0,59,en,False
1791,A Brush with Christmas,A Brush with Christmas,1032591,"[10770, 35, 18, 10749]",2022-12-18,18.425,5.5,51,en,False
1792,Simón,Simón,1105832,[18],2023-04-15,18.416,8.3,152,en,False
1793,后来的我们,Us and Them,508747,"[18, 10749]",2018-04-28,18.411,7.6,134,zh,False
1794,Travis Scott: Look Mom I Can Fly,Travis Scott: Look Mom I Can Fly,625561,"[99, 10402]",2019-08-28,18.399,6.9,207,en,False
1795,"Ганзель, Гретель и Агентство Магии",Secret Magic Control Agency,797394,"[16, 35, 14]",2021-03-18,16.984,7.053,357,ru,False
1796,Misha and the Wolves,Misha and the Wolves,776552,"[99, 9648]",2021-09-03,18.389,6.9,46,en,False
1797,Året jag slutade prestera och började onanera,The Year I Started Masturbating,983105,"[35, 18, 10749]",2022-10-21,10.496,5.9,128,sv,False
1798,A mil kilómetros de la Navidad,1000 Miles From Christmas,852590,"[35, 10749, 10751]",2021-12-24,7.878,6.3,112,es,False
1799,Rapiniamo il Duce,Robbing Mussolini,873125,"[28, 80, 35]",2022-10-26,9.494,5.629,245,it,False
1800,Untraceable,Untraceable,8090,"[53, 80, 9648, 18]",2008-01-22,13.104,6.2,868,en,False
1801,The Fast and the Furious: Tokyo Drift,The Fast and the Furious: Tokyo Drift,9615,"[28, 80, 18, 53]",2006-06-03,13.098,6.502,6816,en,False
1802,John Mulaney: Baby J,John Mulaney: Baby J,1093247,"[35, 99, 10770]",2023-04-25,13.097,7.2,85,en,False
1803,Reviviendo la Navidad,A Not So Merry Christmas,1053419,"[35, 10751]",2022-12-20,13.075,6.7,152,es,False
1804,Sulla stessa onda,Caught by a Wave,694256,"[18, 10749]",2021-03-25,13.075,6.627,245,it,False
1805,The Stranger,The Stranger,848791,"[53, 80, 18]",2022-10-06,13.069,6.2,303,en,False
1806,Kardec,Kardec,600335,"[18, 36]",2019-05-16,13.069,6.6,87,pt,False
1807,Audrie & Daisy,Audrie & Daisy,376228,[99],2016-09-23,13.065,7.2,188,en,False
1808,La Ligne de démarcation,Line of Demarcation,70293,"[18, 10752]",1966-05-25,13.057,6.1,31,fr,False
1809,怪物先生,Monster Run,734355,"[28, 12, 14]",2020-08-18,13.048,5.0,22,zh,False
1810,Mrs. Serial Killer,Mrs. Serial Killer,601807,[53],2020-05-01,13.045,6.3,79,hi,False
1811,Las leyes de la frontera,Outlaws,776821,[80],2021-10-08,13.041,6.863,200,es,False
1812,Nappily Ever After,Nappily Ever After,519035,"[35, 10749]",2018-09-21,13.038,7.2,801,en,False
1813,ドラゴンクエスト　ユア・ストーリー,Dragon Quest: Your Story,592867,"[16, 12, 35, 14, 28, 10751]",2019-08-02,13.024,6.722,207,ja,False
1814,The Teckman Mystery,The Teckman Mystery,231700,[9648],1954-10-27,13.02,6.1,15,en,False
1815,Bowie: The Man Who Changed the World,Bowie: The Man Who Changed the World,434949,"[99, 10402]",2016-05-09,13.013,5.7,44,en,False
1816,Òlòtūré,Òlòtūré,642803,"[18, 80]",2019-10-31,13.01,6.2,47,en,False
1817,The Breaker Upperers,The Breaker Upperers,502143,[35],2018-03-10,13.003,5.2,210,en,False
1818,Matt Rife: Natural Selection,Matt Rife: Natural Selection,1195988,[35],2023-11-15,12.984,6.1,26,en,False
1819,I'll See You in My Dreams,I'll See You in My Dreams,310121,"[18, 35]",2015-05-15,12.984,6.3,156,en,False
1820,Las brujas de Zugarramurdi,Witching & Bitching,179538,"[35, 27]",2013-09-20,12.969,6.3,628,es,False
1821,Al final del túnel,At the End of the Tunnel,394374,"[80, 53]",2016-04-21,12.968,7.1,391,es,False
1822,ちいさな英雄－カニとタマゴと透明人間－,Modest Heroes,514710,"[16, 14, 12, 18]",2018-08-24,12.964,6.6,162,ja,False
1823,Sandy Wexler,Sandy Wexler,419700,[35],2017-04-14,12.934,5.5,537,en,False
1824,Barbie & Chelsea: The Lost Birthday,Barbie & Chelsea: The Lost Birthday,812456,[16],2021-03-27,12.932,6.976,125,en,False
1825,Christmas on Mistletoe Farm,Christmas on Mistletoe Farm,1038627,"[10751, 35]",2022-11-23,12.929,5.048,52,en,False
1826,Senna,Senna,58496,[99],2010-10-07,12.906,8.1,1017,en,False
1827,怪物の木こり,Lumberjack the Monster,1137142,"[18, 53, 80]",2023-12-01,12.905,6.1,33,ja,False
1828,Running with the Devil: The Wild World of John McAfee,Running with the Devil: The Wild World of John McAfee,1005342,[99],2022-08-24,12.902,6.333,63,en,False
1829,Holiday Rush,Holiday Rush,639609,"[18, 35, 10749]",2019-11-28,12.901,5.6,213,en,False
1830,Camp Confidential: America's Secret Nazis,Camp Confidential: America's Secret Nazis,888910,"[99, 16, 36]",2021-09-24,12.876,6.303,33,en,False
1831,Poskromienie złośnicy,The Taming of the Shrewd,953233,"[10749, 35]",2022-04-13,12.871,5.4,105,pl,False
1832,Suzzanna: Bernapas Dalam Kubur,Suzzanna: Buried Alive,551300,"[27, 18]",2018-11-15,12.856,5.3,30,id,False
1833,Kantara,Kantara,858485,"[28, 12, 53]",2022-09-30,12.851,7.1,87,kn,False
1834,Arlo the Alligator Boy,Arlo the Alligator Boy,763568,"[16, 35, 10751]",2021-04-16,12.849,6.7,52,en,False
1835,The Death and Life of Marsha P. Johnson,The Death and Life of Marsha P. Johnson,448444,[99],2017-07-27,12.846,7.1,95,en,False
1836,Les Rois de l'arnaque,Lords of Scam,888917,"[99, 80]",2021-11-03,12.843,6.7,53,fr,False
1837,The Meyerowitz Stories,The Meyerowitz Stories,396398,"[35, 18]",2017-10-13,12.829,6.5,1165,en,False
1838,Novitiate,Novitiate,411976,[18],2017-10-27,12.814,6.4,162,en,False
1839,Sleepless,Sleepless,324542,"[28, 80, 53]",2017-01-12,12.808,5.931,1233,en,False
1840,A Vítima Invisível: O Caso Eliza Samudio,An Invisible Victim: The Eliza Samudio Case,1354503,"[99, 80]",2024-09-26,11.675,7.8,17,pt,False
1841,Disconnect: The Wedding Planner,Disconnect: The Wedding Planner,1063242,"[10749, 35]",2023-01-13,7.675,6.6,9,fr,False
1842,パレード,The Parades,1238127,[18],2024-02-28,16.133,7.6,21,ja,False
1843,クレイジークルーズ,In Love and Deep Water,1180199,"[10749, 35, 9648, 53]",2023-11-16,9.049,5.542,36,ja,False
1844,Duell am Abgrund,Race to the Summit,1174725,"[99, 28, 12]",2023-10-04,9.671,7.044,57,de,False
1845,Centauro,Centauro,852592,"[28, 80, 53]",2022-06-15,8.93,6.16,122,es,False
1846,Los abrazos rotos,Broken Embraces,8088,"[18, 10749, 53]",2009-03-18,17.795,7.1,639,es,False
1847,Vjeran Tomic: L'homme-araignée de Paris,Vjeran Tomic: The Spider-Man of Paris,1183166,"[99, 80]",2023-10-20,7.619,6.9,57,fr,False
1848,Mi gran noche,My Big Night,335053,"[35, 10402, 18]",2015-10-23,14.41,5.2,185,es,False
1849,Enter the Anime,Enter the Anime,616904,[99],2019-08-05,17.776,5.3,73,en,False
1850,मैरी कोम,Mary Kom,284288,"[28, 18, 36]",2014-09-05,8.478,7.1,94,hi,False
1851,Sempre più bello,Forever Out of My League,790525,"[10749, 35]",2022-01-31,17.753,6.0,114,it,False
1852,Lead Me Home,Lead Me Home,869602,"[99, 18]",2021-09-03,9.668,6.455,112,en,False
1853,Being Elmo: A Puppeteer's Journey,Being Elmo: A Puppeteer's Journey,75301,[99],2011-10-21,17.72,7.3,144,en,False
1854,Aziz Ansari: Live at Madison Square Garden,Aziz Ansari: Live at Madison Square Garden,326665,[35],2015-03-06,8.152,6.6,114,en,False
1855,A Soweto Love Story,A Soweto Love Story,1237835,"[35, 10749]",2024-02-14,14.487,4.6,17,en,False
1856,Una película de policías,A Cop Movie,701524,"[99, 80, 18]",2021-10-28,14.87,7.4,57,es,False
1857,Kembang Api,Fireworks,1084412,"[18, 878, 53]",2023-03-02,17.668,6.9,8,id,False
1858,Bienvenue chez les Ch'tis,Welcome to the Sticks,8265,"[35, 18, 10749]",2008-02-20,13.144,6.7,2401,fr,False
1859,Offline - Das Leben ist kein Bonuslevel,Offline: Are You Ready for the Next Level?,442133,"[28, 12, 35]",2016-01-19,17.622,5.5,81,de,False
1860,Mafioso,Mafioso,34866,"[80, 18, 35]",1962-10-24,11.949,7.5,52,it,False
1861,Kroos,Kroos,605478,[99],2019-07-04,15.826,6.1,31,de,False
1862,Aziz Ansari: Right Now,Aziz Ansari: Right Now,613999,"[35, 10770, 99]",2019-07-09,17.611,7.1,96,en,False
1863,Rattlesnake,Rattlesnake,560362,"[53, 18, 9648, 27]",2019-10-25,17.597,5.199,419,en,False
1864,Larva Pendant,Larva Pendant,973608,"[35, 10751, 16]",2022-05-25,10.775,7.2,79,ko,False
1865,Ghost Stories,Ghost Stories,601643,[27],2020-01-01,13.643,5.0,75,hi,False
1866,Detektiv Downs,Detective Downs,221427,"[35, 80]",2013-10-25,15.404,5.2,9,no,False
1867,Seth Rogen's Hilarity for Charity,Seth Rogen's Hilarity for Charity,516525,"[35, 99, 10770]",2018-04-06,14.407,5.2,84,en,False
1868,Untold: The Race of the Century,Untold: The Race of the Century,1002310,[99],2022-09-06,17.534,7.4,21,en,False
1869,6 Balloons,6 Balloons,500634,[18],2018-03-12,13.134,6.015,239,en,False
1870,Paradise,Paradise,1140066,"[878, 53]",2023-06-24,16.665,6.5,564,de,False
1871,"Torrente, el brazo tonto de la ley","Torrente, the Dumb Arm of the Law",1283,"[35, 80]",1998-03-13,17.5,6.4,260,es,False
1872,Paparazzi,Paparazzi,62134,[35],1998-04-29,13.925,5.033,60,fr,False
1873,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,429801,[35],2016-12-20,7.494,7.0,67,en,False
1874,Miłość do kwadratu,Squared Love,787298,"[10749, 35]",2021-02-11,17.48,6.1,309,pl,False
1875,Old People,Old People,999722,[27],2022-10-07,10.648,5.621,286,de,False
1876,사냥의 시간,Time to Hunt,571785,"[18, 28, 53]",2020-02-22,11.882,7.223,310,ko,False
1877,Alex Strangelove,Alex Strangelove,511785,"[35, 18]",2018-04-16,12.378,6.6,1524,en,False
1878,Home Team,Home Team,817648,"[10751, 35, 18]",2022-01-28,9.639,6.685,728,en,False
1879,Pad Man,Pad Man,447856,"[35, 18]",2018-02-09,17.452,7.4,200,hi,False
1880,El suplente,The Substitute,886755,"[18, 80]",2022-10-20,17.45,5.9,33,es,False
1881,Bajocero,Below Zero,587996,"[28, 80, 53]",2021-01-29,11.382,6.384,902,es,False
1882,Budapest,Budapest,467673,[35],2018-06-27,17.445,5.5,435,fr,False
1883,Il padre d'Italia,There Is a Light,445203,[18],2017-03-09,17.444,6.9,170,it,False
1884,La noche de 12 años,A Twelve-Year Night,514575,"[18, 80, 36]",2018-09-20,17.426,7.4,281,es,False
1885,El buen patrón,The Good Boss,820722,"[35, 18]",2021-10-15,16.131,6.9,392,es,False
1886,To Kill a Tiger,To Kill a Tiger,1015356,[99],2023-10-20,17.399,7.5,29,en,False
1887,नाम शबाना,Naam Shabana,441071,[53],2017-03-31,17.342,5.7,51,hi,False
1888,Les Misérables: The History of the World's Greatest Story,Les Misérables: The History of the World's Greatest Story,196241,[99],2013-04-01,7.426,7.8,12,en,False
1889,High Flying Bird,High Flying Bird,510498,[18],2019-01-27,16.364,5.7,236,en,False
1890,A Merry Christmas Wish,A Merry Christmas Wish,971503,"[10770, 35, 10749]",2022-11-12,8.213,6.0,36,en,False
1891,The Magic School Bus Rides Again: The Frizz Connection,The Magic School Bus Rides Again: The Frizz Connection,754310,"[10751, 16]",2020-10-20,17.317,6.2,8,en,False
1892,Christmas at the Drive-In,Christmas at the Drive-In,1026941,"[10770, 35, 10749]",2022-11-25,17.311,6.0,45,en,False
1893,Catering Christmas,Catering Christmas,961769,"[10770, 35, 10749]",2022-10-29,14.38,6.4,107,en,False
1894,"ariana grande: excuse me, i love you","ariana grande: excuse me, i love you",774372,"[10402, 99]",2020-12-21,17.283,8.04,353,en,False
1895,Kangaroo Valley,Kangaroo Valley,1050167,[99],2022-12-14,8.08,6.767,15,en,False
1896,Along for the Ride,Along for the Ride,778106,"[10749, 18]",2022-05-06,17.282,6.697,342,en,False
1897,Happy Anniversary,Happy Anniversary,451563,"[10749, 35]",2018-03-30,17.276,5.7,191,en,False
1898,保持通話,Connected,19611,"[28, 12, 80, 53]",2008-09-25,13.793,6.4,98,cn,False
1899,Ben Platt: Live from Radio City Music Hall,Ben Platt: Live from Radio City Music Hall,699210,"[10402, 99]",2020-05-20,7.402,8.1,23,en,False
1900,La ley de Herodes,Herod's Law,14430,"[35, 80, 9648, 18]",1999-11-09,10.849,7.9,173,es,False
