,original_title,title,id,genre_ids,release_date,popularity,vote_average,vote_count,original_language,adult
3229,Carry On Sergeant,Carry On Sergeant,32110,"[35, 10752]",1958-08-31,7.258,6.4,64,en,False
3230,Nurse on Wheels,Nurse on Wheels,117609,"[35, 10749]",1963-01-03,3.168,5.7,13,en,False
3231,Meskina,Meskina,841764,"[35, 10749]",2021-07-15,6.341,6.1,35,nl,False
3232,The Saturn V Story,The Saturn V Story,354765,"[99, 36]",2014-04-13,5.389,6.3,12,en,False
3233,Animales sin collar,Unbridled,517327,[53],2018-09-14,7.022,5.3,33,es,False
3234,Anthony Jeselnik: Fire in the Maternity Ward,Anthony Jeselnik: Fire in the Maternity Ward,593489,[35],2019-04-30,4.523,7.0,83,en,False
3235,Steptoe & Son Ride Again,Steptoe & Son Ride Again,52797,"[18, 35]",1973-05-01,7.216,6.7,31,en,False
3236,"Espejo, espejo","Mirror, Mirror",929449,[35],2022-05-20,7.214,5.6,29,es,False
3237,My Beautiful Broken Brain,My Beautiful Broken Brain,381071,[99],2014-11-21,7.211,7.1,65,en,False
3238,Pamilya ng Dalawa (Isang Ina at Anak na Kwento),Family of Two (A Mother and Son's Story),1150573,[18],2023-12-25,5.588,0.0,0,tl,False
3239,Cercando Valentina - Il mondo di Guido Crepax,Searching for Valentina: The World of Guido Crepax,617750,[99],2019-08-29,7.195,8.0,1,it,False
3240,Dry Martina,Dry Martina,510338,"[35, 18]",2018-06-21,7.192,5.7,27,es,False
3241,Murder to Mercy: The Cyntoia Brown Story,Murder to Mercy: The Cyntoia Brown Story,690596,[99],2020-04-29,5.031,7.0,103,en,False
3242,Blitz Patrollie,Blitz Patrollie,198444,"[28, 35, 80]",2012-07-27,3.423,5.0,5,en,False
3243,Luccas Neto em: Uma Babá Muito Esquisita,Luccas Neto em: Uma Babá Muito Esquisita,603994,[35],2019-05-21,3.08,6.5,9,pt,False
3244,بنات العم,Female Cousins,103807,"[35, 14]",2012-01-25,7.168,5.6,16,ar,False
3245,Untold: Jake Paul the Problem Child,Untold: Jake Paul the Problem Child,1141228,[99],2023-08-01,7.143,6.0,31,en,False
3246,A Closed Book,A Closed Book,34211,"[28, 53, 878]",2012-07-13,3.088,5.5,19,en,False
3247,कभी हाँ कभी ना,Kabhi Haan Kabhi Naa,15419,"[35, 18, 10749]",1994-02-25,6.045,6.5,51,hi,False
3248,Ìjọ̀gbọ̀n,Ìjọ̀gbọ̀n,1179061,[18],2023-10-13,3.736,6.6,14,yo,False
3249,Merry Men 2: Another Mission,Merry Men 2: Another Mission,712911,"[28, 35]",2019-12-20,7.123,5.3,3,en,False
3250,Paradox,Paradox,502140,"[10402, 37]",2018-03-15,6.56,3.6,18,en,False
3251,Tom Papa: What a Day!,Tom Papa: What a Day!,1050540,[35],2022-12-13,5.78,6.7,8,en,False
3252,Three of Us,Three of Us,1052873,[18],2023-11-03,6.368,7.2,10,hi,False
3253,Palabras encadenadas,Killing Words,31068,"[18, 53]",2004-08-20,6.513,6.5,50,en,False
3254,Parada serc,Heart Parade,982939,"[35, 10749]",2022-06-15,5.843,5.885,52,pl,False
3255,Non è vero ma ci credo,Happy Go Lucky,546652,[35],2018-10-04,7.095,4.4,26,it,False
3256,M-8: Quando a Morte Socorre a Vida,M8 - When Death Rescues Life,651906,"[18, 53]",2019-12-03,7.091,7.418,49,pt,False
3257,अनकही कहानियाँ,Ankahi Kahaniya,862701,"[18, 10749]",2021-09-17,4.385,6.5,12,hi,False
3258,Taylor Tomlinson: Have It All,Taylor Tomlinson: Have It All,1227770,[35],2024-02-12,7.081,7.6,27,en,False
3259,J'embrasse pas,I Don't Kiss,47718,[18],1991-11-20,7.077,6.2,44,fr,False
3260,Le 4ème Pouvoir,The Fourth Power,533868,[18],1985-10-02,5.05,6.5,10,fr,False
3261,Holy Water,Holy Water,38932,[35],2009-07-01,5.046,5.7,61,en,False
3262,Sunes sommar,Sune's Summer,30149,"[35, 10751]",1993-12-25,5.041,6.5,61,sv,False
3263,Black Is Beltza,Black Is Beltza,529221,"[16, 18, 53]",2018-10-05,5.04,5.8,16,en,False
3264,Vi hade i alla fall tur med vädret igen!,"Well, We Were Lucky with the Weather – Again",18921,[35],2008-12-05,5.038,2.9,11,sv,False
3265,Layla Majnun,Layla Majnun,655830,"[18, 10749]",2021-02-11,5.029,7.5,2,id,False
3266,Va a ser que nadie es perfecto,Va a ser que nadie es perfecto,5442,[35],2006-10-27,5.026,6.4,19,es,False
3267,Iliza Shlesinger: Confirmed Kills,Iliza Shlesinger: Confirmed Kills,416867,[35],2016-09-23,5.025,6.3,81,en,False
3268,Sandokan,The Princess and the Pirate: Sandokan the TV Movie,118045,"[16, 10751]",1995-12-23,5.021,5.4,6,es,False
3269,Swing! La vida d’un secret,Swing! La vida d’un secret,861779,"[18, 35]",2020-10-27,5.004,6.0,3,ca,False
3270,The Best of Netflix Is a Joke: The Festival,The Best of Netflix Is a Joke: The Festival,999324,"[35, 99]",2022-07-17,5.001,3.0,3,en,False
3271,La pequeña Suiza,The Little Switzerland,574374,[35],2019-04-26,4.999,4.6,81,es,False
3272,वन २ का ४,One 2 Ka 4,132744,"[28, 18, 35]",2001-03-30,4.999,5.6,53,hi,False
3273,వరల్డ్ ఫేమస్ లవర్,World Famous Lover,659674,"[10749, 18]",2020-02-14,4.994,5.6,17,te,False
3274,La Casa de las Flores: El funeral,The House of Flowers Presents: The Funeral,693359,[35],2019-11-01,4.99,6.8,11,es,False
3275,Deon Cole: Cole Hearted,Deon Cole: Cole Hearted,638072,[35],2019-10-08,4.988,6.5,23,en,False
3276,Bert Kreischer: Razzle Dazzle,Bert Kreischer: Razzle Dazzle,1088163,[35],2023-03-14,4.978,7.5,15,en,False
3277,Høst,Autumn Fall,363916,"[35, 18]",2015-10-16,4.978,4.2,8,no,False
3278,"Ken Jeong: You Complete Me, Ho","Ken Jeong: You Complete Me, Ho",573917,[35],2019-02-14,4.977,5.8,74,en,False
3279,Sonny Boy,Sonny Boy,59424,"[18, 10749, 10752]",2011-01-27,4.976,6.7,47,nl,False
3280,We Lost Our Human,We Lost Our Human,973883,"[12, 16, 35]",2023-03-21,4.973,4.8,8,en,False
3281,லாபம்,Laabam,613713,"[18, 28]",2021-09-09,4.969,3.667,3,ta,False
3282,Jo Koy: Comin’ In Hot,Jo Koy: Comin’ In Hot,604130,[35],2019-06-12,4.967,6.5,25,en,False
3283,Hur många kramar finns det i världen,It's All About Friends,220016,"[35, 18]",2013-08-16,4.967,3.7,7,sv,False
3284,Yaparsın Şekerim!,"You Can Do It, My Dear!",1015325,[99],2022-08-19,4.963,6.1,4,tr,False
3285,One Two Jaga,Crossroads: One Two Jaga,522144,"[80, 18, 28]",2018-09-06,4.962,5.2,11,ms,False
3286,Aşkın Kıyameti,Doom of Love,817889,"[10749, 18]",2022-06-20,4.958,6.6,20,tr,False
3287,Extremis,Extremis,393443,[99],2016-04-17,4.956,7.0,78,en,False
3288,เพื่อน (ไม่) สนิท,Not Friends,1093215,"[18, 35]",2023-10-26,4.955,7.3,14,th,False
3289,"Yo, Potro","I, Potro",554954,"[35, 10770]",2018-10-19,4.955,5.6,11,es,False
3290,เธอกับฉันกับฉัน,You & Me & Me,977179,"[10749, 18]",2023-02-09,4.953,6.4,19,th,False
3291,4th Republic,4th Republic,658739,"[18, 80]",2019-03-26,4.952,5.5,4,en,False
3292,Barcelona (un mapa),Barcelona (A Map),45516,[18],2007-10-19,4.95,5.2,9,ca,False
3293,ซิทดาวน์ วิท สแตนด์อัพ อุดม แต้พานิช,Sit Down with Stand Up Udom Taephanich,1236267,[35],2024-01-25,4.949,9.0,2,th,False
3294,To verdener,Worlds Apart,16015,[18],2008-02-22,4.946,6.2,37,da,False
3295,Dimineața care nu se va sfârși,The Very Last Morning,498484,[18],2016-12-11,4.945,7.8,4,ro,False
3296,Je suis Karl,Je suis Karl,683641,"[18, 53]",2021-09-16,4.94,5.2,49,de,False
3297,Restiamo amici,Let's Stay Friends,605507,[35],2019-07-04,4.939,5.3,40,it,False
3298,Giving Voice,Giving Voice,653747,[99],2020-01-26,4.934,6.3,21,en,False
3299,The Divided Heart,The Divided Heart,209308,[18],1954-11-09,4.931,6.7,7,en,False
3300,Sew the Winter to My Skin,Sew the Winter to My Skin,542423,"[12, 28]",2019-02-08,2.955,7.2,4,en,False
3301,Det store flip,Wild Flowers,48728,[35],1997-10-05,4.82,5.0,11,da,False
3302,சைக்கோ,Psycho,642889,"[53, 18]",2020-01-24,6.891,5.2,28,ta,False
3303,Ma femme s'appelle reviens,Singles,78830,"[35, 10749]",1982-01-27,6.891,5.0,59,fr,False
3304,El vuelo de la paloma,The Flight of the Dove,189329,[],1989-02-14,2.951,5.8,4,es,False
3305,La Once,Tea Time,204506,[99],2014-10-24,2.947,7.0,21,es,False
3306,"Dana Carvey: Straight White Male, 60","Dana Carvey: Straight White Male, 60",423122,"[35, 99, 10770]",2016-11-04,3.861,6.2,54,en,False
3307,Carry On Teacher,Carry On Teacher,32113,[35],1959-08-20,6.854,6.1,49,en,False
3308,A Go! Go! Cory Carson Summer Camp,A Go! Go! Cory Carson Summer Camp,726658,"[16, 10751]",2020-07-04,6.849,2.2,5,en,False
3309,Michel Strogoff,Michael Strogoff,77418,"[18, 12]",1956-12-14,6.832,6.5,25,fr,False
3310,Marc Maron: Too Real,Marc Maron: Too Real,474155,[35],2017-09-05,6.822,6.7,44,en,False
3311,"LiVE is Smile Always ~Eve&Birth~ ""the Birth"" at NIPPON BUDOKAN","LiVE is Smile Always ~Eve&Birth~ ""the Birth"" at NIPPON BUDOKAN",1011141,"[10402, 99]",2022-10-12,4.036,2.0,1,ja,False
3312,Keys to the Heart,Keys to the Heart,778277,[18],2023-10-04,6.812,7.333,12,tl,False
3313,Prinsessa,Starring Maja,33786,"[35, 18]",2009-09-11,6.812,6.3,9,sv,False
3314,Joan Didion: The Center Will Not Hold,Joan Didion: The Center Will Not Hold,473408,[99],2017-10-11,6.807,7.2,58,en,False
3315,Hoy se arregla el mundo,Today We Fix the World,656796,"[35, 18]",2022-01-13,6.796,6.9,39,es,False
3316,The Square Ring,The Square Ring,74772,[18],1953-07-13,6.79,6.6,6,en,False
3317,Genesis,Genesis,31190,[99],2004-09-26,4.188,6.3,32,en,False
3318,W. Kamau Bell: Private School Negro,W. Kamau Bell: Private School Negro,532162,[35],2018-06-26,2.906,6.0,18,en,False
3319,Malevolent,Malevolent,1250471,[9648],2024-10-01,6.779,0.0,0,en,False
3320,Ketika Berhenti Di Sini,Ketika Berhenti Di Sini,1062000,"[18, 878, 10749]",2023-07-27,5.079,6.5,2,id,False
3321,Scouts Honor: The Secret Files of the Boy Scouts of America,Scouts Honor: The Secret Files of the Boy Scouts of America,1165111,"[99, 80]",2023-09-05,4.583,7.7,27,en,False
3322,Anjelah Johnson: Not Fancy,Anjelah Johnson: Not Fancy,362988,[35],2015-10-02,6.758,4.9,24,en,False
3323,كوستا برافا,"Costa Brava, Lebanon",796164,[18],2022-01-21,6.754,6.4,25,ar,False
3324,La svolta,The Turning Point,828588,[18],2021-12-02,3.711,6.4,74,it,False
3325,Def Comedy Jam 25,Def Comedy Jam 25,478054,"[35, 99, 10770]",2017-09-26,6.149,5.7,39,en,False
3326,Kenny Sebastian: The Most Interesting Person in the Room,Kenny Sebastian: The Most Interesting Person in the Room,707504,[35],2020-05-29,6.738,6.5,11,en,False
3327,Long Shot,Long Shot,477331,"[99, 80]",2017-09-03,6.738,7.2,147,en,False
3328,The Devil's Men,The Devil's Men,37904,[27],1976-08-11,6.733,4.1,36,en,False
3329,Solar System: The Secrets of the Universe,Solar System: The Secrets of the Universe,875895,[99],2014-01-01,6.721,10.0,1,en,False
3330,The Lost Son,The Lost Son,30964,"[53, 80, 18]",1999-06-25,6.714,6.3,33,en,False
3331,Chelsea Handler: Revolution,Chelsea Handler: Revolution,1054806,[35],2022-12-27,2.876,6.1,14,en,False
3332,Jim Gaffigan: Comedy Monster,Jim Gaffigan: Comedy Monster,903303,[35],2021-12-21,6.709,6.5,24,en,False
3333,Rosso Mille Miglia,Red Thousand Miles Race,364403,"[12, 35]",2015-10-14,6.709,5.0,13,it,False
3334,Catch Us If You Can,Catch Us If You Can,49921,"[35, 10402]",1965-07-15,6.682,5.2,17,en,False
3335,Bloody New Year,Bloody New Year,30478,[27],1987-05-11,6.679,5.2,64,en,False
3336,Rock and Roll's Greatest Failure: Otway the Movie,Rock and Roll's Greatest Failure: Otway the Movie,218937,[99],2013-06-30,6.663,5.5,2,en,False
3337,डॉक्टर जी,Doctor G,778625,"[35, 18]",2022-10-14,6.656,6.0,39,hi,False
3338,Michael McIntyre: Showman,Michael McIntyre: Showman,743059,[35],2020-09-15,6.656,7.5,21,en,False
3339,Había una vez un hombre,There once was a man,1193123,[18],2023-09-28,3.294,10.0,1,es,False
3340,Diorama,Diorama,967940,"[10749, 18, 35]",2022-05-06,4.752,5.8,14,sv,False
3341,டாக்டர்,Doctor,673692,"[28, 35, 53]",2021-10-09,4.743,6.4,34,ta,False
3342,Barry,Barry,397717,[18],2016-09-10,4.743,5.726,186,en,False
3343,Arbëria,Arbëria,712049,[18],2019-03-26,4.74,5.3,7,it,False
3344,Kocken,The Chef,35646,[18],2005-02-25,4.732,6.0,12,sv,False
3345,Jim Jefferies: Freedumb,Jim Jefferies: Freedumb,404022,[35],2016-07-01,4.729,7.2,134,en,False
3346,Big Nunu's Little Heist,Big Nunu's Little Heist,1147049,"[35, 80]",2023-07-28,4.726,6.8,11,en,False
3347,kRAJ,The Land,860810,"[35, 80, 18]",2021-08-27,4.725,5.2,13,pl,False
3348,Dos Cataluñas,Two Catalonias,549599,[99],2018-09-28,4.71,6.6,28,es,False
3349,Colin Quinn: The New York Story,Colin Quinn: The New York Story,425003,[35],2016-11-18,4.709,6.0,20,en,False
3350,Ismael,Ismael,220620,[18],2013-12-26,4.707,5.9,43,es,False
3351,Maria Bamford: Old Baby,Maria Bamford: Old Baby,455601,"[35, 99]",2017-05-02,4.705,5.1,22,en,False
3352,27 Steps of May,27 Steps of May,551024,[18],2019-04-27,4.703,8.5,9,id,False
3353,"Oh, Hello on Broadway","Oh, Hello on Broadway",460822,"[35, 10770]",2017-06-13,4.703,6.9,81,en,False
3354,Änglagård - andra sommaren,House of Angels: The Second Summer,44965,"[18, 35]",1994-12-25,4.698,4.3,32,sv,False
3355,Love.net,Love.net,70713,"[10749, 18]",2011-04-01,4.691,6.6,13,en,False
3356,This Is My Street,This Is My Street,234147,[18],1964-01-15,4.69,6.1,8,en,False
3357,Uno per tutti,Uno per tutti,370080,[],2015-11-26,4.686,4.5,16,it,False
3358,Jak pies z kotem,A Cat with a Dog,548764,"[18, 35]",2018-10-19,4.68,5.6,16,pl,False
3359,Ronny Chieng: Asian Comedian Destroys America!,Ronny Chieng: Asian Comedian Destroys America!,649802,[35],2019-12-17,4.67,6.8,62,en,False
3360,காட்டேரி,Kaatteri,533660,"[35, 27]",2022-08-05,4.666,4.0,5,ta,False
3361,Verliefd op Ibiza,Loving Ibiza,164130,"[35, 10749]",2013-01-30,4.655,4.978,68,nl,False
3362,ఉమామహేశ్వర ఉగ్రరూపస్య,Uma Maheswara Ugra Roopasya,727030,"[35, 18]",2020-07-30,4.654,7.0,12,te,False
3363,Liberated: The New Sexual Revolution,Liberated: The New Sexual Revolution,502298,[99],2017-04-22,4.647,6.4,31,en,False
3364,Cargo,Cargo,640421,"[878, 18, 14]",2019-10-18,4.645,5.1,18,hi,False
3365,La mirada invisible,The Invisible Eye,51548,[18],2010-08-19,4.639,5.8,26,es,False
3366,Todd Barry: Spicy Honey,Todd Barry: Spicy Honey,488669,[35],2017-12-26,4.634,7.0,27,en,False
3367,Good on Paper,Good on Paper,823461,"[35, 10749]",2021-06-23,4.633,5.567,307,en,False
3368,Svinalängorna,Beyond,51423,[18],2010-12-10,4.632,6.4,54,sv,False
3369,Norma,Norma,808972,"[18, 35]",2023-10-19,4.627,5.4,6,es,False
3370,Jimmy Carr: The Best of Ultimate Gold Greatest Hits,Jimmy Carr: The Best of Ultimate Gold Greatest Hits,587682,[35],2019-03-12,4.627,7.0,60,en,False
3371,"Sí, mi amor","Sí, Mi Amor",701062,"[35, 10751, 10749]",2020-01-23,4.619,6.9,41,es,False
3372,Dead Kids,Dead Kids,625248,"[53, 80, 18]",2019-11-17,4.612,5.84,25,tl,False
3373,Los Tigres del Norte at Folsom Prison,Los Tigres del Norte at Folsom Prison,630750,"[10402, 99]",2019-09-05,4.61,6.4,8,en,False
3374,Kvinna utan ansikte,Woman Without a Face,268265,[18],1947-09-16,4.61,5.6,14,sv,False
3375,துக்ளக் தர்பார்,Tughlaq Durbar,620637,"[18, 35]",2021-09-10,4.605,6.0,10,ta,False
3376,Le Temps des loups,Time of the Wolves,190920,"[28, 80, 18]",1970-01-21,4.605,5.4,5,fr,False
3377,Audible,Audible,820492,[99],2021-04-29,4.603,6.829,73,en,False
3378,Tensión sexual no resuelta,Unresolved Sexual Tension,41242,"[35, 10749]",2010-03-18,4.603,4.9,30,es,False
3379,कटहल,Kathal,946025,"[9648, 35, 80, 18]",2023-05-19,4.602,5.8,28,hi,False
3380,Yarına Tek Bilet,One-Way to Tomorrow,682426,"[35, 10749]",2020-06-19,4.602,5.6,57,tr,False
3381,டிஎஸ்பி,DSP,806920,"[28, 18]",2022-12-02,4.6,5.9,47,ta,False
3382,Joe Rogan: Burn the Boats,Joe Rogan: Burn the Boats,1315161,[35],2024-08-03,4.596,5.1,15,en,False
3383,P & B,P & B,105734,"[35, 18]",1983-12-10,4.589,6.0,8,sv,False
3384,Tigertail,Tigertail,544415,[18],2020-04-10,4.566,6.707,87,en,False
3385,Grev Axel,Count Axel,29000,[35],2001-04-06,4.566,5.5,17,da,False
3386,Herr Arnes pengar,Sir Arne's Treasure,28526,"[36, 18]",1919-09-18,4.565,7.1,40,sv,False
3387,Tuintje in mijn hart,Home Is Where Your Heart Is,436882,"[10749, 18]",2017-03-02,4.563,4.7,10,nl,False
3388,The Lift Boy,The Lift Boy,603562,"[35, 18]",2019-01-18,4.562,6.2,15,en,False
3389,Kandasamys: The Baby,Kandasamys: The Baby,1181545,[35],2023-10-20,4.559,5.6,6,en,False
3390,Radiopiratene,The Radio Pirates,60769,"[35, 10751]",2007-09-14,4.552,3.0,1,no,False
3391,Tu mi nascondi qualcosa,Tu mi nascondi qualcosa,512968,[],2018-04-25,4.551,5.4,87,it,False
3392,S is for Stanley,S Is for Stanley,399504,[99],2016-05-30,4.55,7.5,81,it,False
3393,The Hall: Honoring the Greats of Stand-Up,The Hall: Honoring the Greats of Stand-Up,977526,"[35, 99]",2022-05-19,4.543,6.1,7,en,False
3394,Ils sont fous ces sorciers,These Sorcerers Are Mad,53009,"[35, 14]",1978-06-28,4.539,5.8,18,fr,False
3395,The Trial of Adolf Eichmann,The Trial of Adolf Eichmann,869767,[99],2011-04-21,4.538,6.2,9,en,False
3396,Nuevo / Otro Cine Español - Un Lugar En El Cine,Nuevo / Otro Cine Español - Un Lugar En El Cine,337610,[99],2007-05-03,4.531,5.6,5,es,False
3397,Parchís: El Documental,Parchís: the Documentary,587910,"[99, 10402]",2019-03-12,4.519,6.8,28,es,False
3398,माया मेमसाब,Maya Memsaab,170991,"[18, 9648, 10749]",1993-07-02,4.519,5.6,22,hi,False
3399,13: The Musical,13: The Musical,673271,"[10751, 18, 35]",2022-08-12,4.517,6.0,37,en,False
3400,బడ్డీ,Buddy,1230407,"[28, 35]",2024-08-02,4.516,0.0,0,te,False
3401,The Dads,The Dads,1073659,[99],2023-03-12,4.516,6.4,7,en,False
3402,Beautiful Stranger,Beautiful Stranger,87936,"[18, 10749, 53]",1954-07-13,4.514,5.0,16,en,False
3403,Taylor Tomlinson: Quarter-Life Crisis,Taylor Tomlinson: Quarter-Life Crisis,671652,[35],2020-03-03,4.509,7.3,94,en,False
3404,Caught Out: Crime. Corruption. Cricket.,Caught Out: Crime. Corruption. Cricket.,1097806,[99],2023-03-17,4.507,5.4,7,en,False
3405,Sheng Wang: Sweet and Juicy,Sheng Wang: Sweet and Juicy,1015999,[35],2022-09-06,4.507,7.1,8,en,False
3406,Chi m'ha visto,Chi m'ha visto,478434,[35],2017-09-28,4.504,5.9,97,it,False
3407,StarBeam: Beaming in the New Year,StarBeam: Beaming in the New Year,915866,"[16, 10751, 878]",2021-12-14,4.488,6.2,5,en,False
3408,LA Originals,LA Originals,688848,[99],2020-04-10,4.487,7.1,36,en,False
3409,Susuk: Kutukan Kecantikan,Susuk,1148960,[27],2023-08-31,4.483,6.0,3,id,False
3410,Pete Davidson: Turbo Fonzarelli,Pete Davidson: Turbo Fonzarelli,1218509,[35],2024-01-09,4.479,6.5,18,en,False
3411,அந்தகாரம்,Andhaghaaram,759216,[53],2020-11-24,4.477,7.2,24,ta,False
3412,Jefe,Jefe,517298,[35],2018-05-04,4.477,5.5,62,es,False
3413,Lacenaire,The Elegant Criminal,70458,[18],1990-12-19,4.475,5.2,8,fr,False
3414,The Pelayos,Winning Streak,98586,[18],2012-04-26,4.473,5.4,69,es,False
3415,"Fangio, el hombre que domaba las máquinas",A Life of Speed: The Juan Manuel Fangio Story,675598,[99],2020-03-20,4.47,7.3,53,es,False
3416,أصحاب... ولا أعزّ,Perfect Strangers,833591,"[35, 18]",2022-01-20,4.467,6.2,67,ar,False
3417,Het einde van de reis,The End of the Journey,708015,[18],1981-01-01,4.467,1.0,1,nl,False
3418,La partita,The Match,671812,[18],2020-02-27,4.465,5.7,85,it,False
3419,Missed Connections,Missed Connections,1123342,"[10749, 35, 18]",2023-06-02,4.464,5.3,15,tl,False
3420,The Art of Incarceration,The Art of Incarceration,621631,[99],2019-07-28,4.46,0.0,0,en,False
3421,Henry Miller – Prophet der Lüste,Henry Miller: Prophet of Desire,693224,"[99, 10770]",2017-01-25,4.454,0.0,0,de,False
3422,Ole dole doff,Who Saw Him Die?,122671,[18],1968-03-18,4.451,7.0,25,sv,False
3423,Jönssonligan på Mallorca,The Jönsson Gang in Mallorca,37728,"[35, 80]",1989-11-03,4.451,5.5,48,sv,False
3424,Black Holes: The Edge of All We Know,Black Holes: The Edge of All We Know,686002,[99],2020-03-18,4.45,6.723,47,en,False
3425,Pietje Bell,Peter Bell,28827,[10751],2002-11-17,4.446,5.5,22,nl,False
3426,รักจังวะ..ผิดจังหวะ,OMG! Oh My Girl,974782,"[10749, 35]",2022-10-27,4.445,6.3,29,th,False
3427,الخطة العايمة,Vernacular Plan,751181,"[35, 80]",2020-10-06,4.445,5.0,5,ar,False
3428,Fire in Paradise,Fire in Paradise,634754,[99],2019-09-01,4.444,6.758,31,en,False
3429,তাসের দেশ,The Land of Cards,209320,[14],2013-09-13,4.444,6.1,11,bn,False
3430,El invierno de las anjanas,The Winter of the Anjanas,336414,"[10749, 18, 36]",2000-05-01,4.437,4.6,5,es,False
3431,ఖుషి,Kushi,965489,"[10749, 35, 18]",2023-08-31,4.436,5.0,16,te,False
3432,Ánimas,Animas,484436,"[53, 18, 27]",2018-10-05,4.436,5.0,110,es,False
3433,Lumea e a mea,The World Is Mine,344466,[18],2015-06-05,4.433,6.2,19,ro,False
3434,ReMastered: Who Killed Jam Master Jay?,ReMastered: Who Killed Jam Master Jay?,553648,"[99, 10402]",2018-10-12,4.431,6.3,22,en,False
3435,Hasan Minhaj: The King's Jester,Hasan Minhaj: The King's Jester,1023901,[35],2022-10-04,4.43,6.9,29,en,False
3436,Michael Che Matters,Michael Che Matters,425498,[35],2016-11-25,4.427,6.8,72,en,False
3437,"Maria Marten, or The Murder in the Red Barn","Maria Marten, or The Murder in the Red Barn",125682,"[80, 18, 27]",1935-08-18,4.425,5.4,15,en,False
3438,Captain Underpants: Epic Choice-o-rama,Captain Underpants: Epic Choice-o-rama,668602,"[16, 35, 14, 10751]",2020-02-11,4.419,7.2,5,en,False
3439,डीजे मोहब्बत के साथ लगभग प्यार,Almost Pyaar with DJ Mohabbat,1049623,"[10749, 18, 10402]",2023-02-03,4.417,3.3,3,hi,False
3440,Azizler,Stuck Apart,646955,"[35, 18]",2021-01-08,6.175,6.1,55,tr,False
3441,Medicinen,Medicine,288889,"[35, 18]",2014-08-29,2.646,5.0,14,sv,False
3442,Casi leyendas,Casi leyendas,443585,[35],2017-03-16,6.16,5.8,33,es,False
3443,Operation Ragnarök,Operation Ragnarok,295786,"[18, 27, 28]",2018-12-07,6.16,6.3,10,sv,False
3444,ഇരുൾ,Irul,807158,"[53, 9648]",2021-04-02,4.514,5.5,28,ml,False
3445,Brahman Naman,Brahman Naman,373453,[35],2016-01-24,6.154,5.3,41,en,False
3446,భీష్మ,Bheeshma,674779,"[10749, 28, 35]",2020-02-21,5.409,6.2,33,te,False
3447,Енклава,Enclave,333846,"[10752, 18]",2015-03-03,6.147,7.3,36,sr,False
3448,Ajeeb Daastaans,Ajeeb Daastaans,802403,"[18, 10749]",2021-04-16,6.146,6.3,35,hi,False
3449,మహా సముద్రం,Maha Samudram,755431,"[18, 28]",2021-10-14,6.135,4.8,3,te,False
3450,Thérèse Raquin,Thérèse Raquin,67736,"[18, 80, 10749]",1953-11-06,6.129,6.6,51,fr,False
3451,Modern Masters: SS Rajamouli,Modern Masters: SS Rajamouli,1313130,[99],2024-08-02,5.481,7.5,2,en,False
3452,Snuf de hond in oorlogstijd,Snuf de hond in oorlogstijd,20141,"[12, 10751]",2008-11-11,2.624,6.6,13,nl,False
3453,Saving Capitalism,Saving Capitalism,483010,[99],2017-08-25,6.117,6.7,54,en,False
3454,सर्कस,Cirkus,755045,"[35, 18]",2022-12-23,6.114,3.769,13,hi,False
3455,Ginny & Georgia - The Afterparty,Ginny & Georgia - The Afterparty,800728,[],2021-02-26,6.11,8.1,32,en,False
3456,Mercury 13,Mercury 13,511791,[99],2018-04-08,6.107,6.6,54,en,False
3457,Tusenbröder: Återkomsten,Brothers: The Return,35336,"[80, 18, 53]",2006-03-10,6.086,6.2,12,sv,False
3458,White Boy,White Boy,450648,[99],2017-03-31,6.084,7.1,35,en,False
3459,Reggie Watts: Spatial,Reggie Watts: Spatial,429126,[35],2016-12-06,2.605,6.0,24,en,False
3460,लव आज कल,Love Aaj Kal,590403,"[10749, 18]",2020-02-14,4.338,5.472,36,hi,False
3461,Jo Koy: Live from the Los Angeles Forum,Jo Koy: Live from the Los Angeles Forum,1013842,[35],2022-09-13,4.337,7.2,13,en,False
3462,Sayap Sayap Patah,Broken Wings,950236,"[18, 53]",2022-08-18,4.333,6.8,6,id,False
3463,They Can't Hang Me,They Can't Hang Me,126951,"[80, 18]",1955-10-01,4.333,6.0,4,en,False
3464,Norm Macdonald: Nothing Special,Norm Macdonald: Nothing Special,975088,"[35, 99]",2022-05-30,4.33,6.7,35,en,False
3465,Shania Twain: Not Just a Girl,Shania Twain: Not Just a Girl,999262,"[99, 10402]",2022-07-26,4.328,6.9,21,en,False
3466,Living in Bondage: Breaking Free,Living in Bondage: Breaking Free,648041,"[18, 14]",2019-11-08,4.326,3.5,4,en,False
3467,Le Masque,The Masked Scammer,1046529,"[99, 80]",2022-12-01,4.325,6.5,16,fr,False
3468,The 'Maggie',The 'Maggie',48954,[35],1954-02-25,4.324,6.1,33,en,False
3469,Diana Princess of Wales: a Celebration of a Life,Diana Princess of Wales: a Celebration of a Life,879980,[],2012-11-12,4.323,6.0,5,en,False
3470,Mannekäng i rött,Mannequin in Red,74788,"[9648, 80, 53]",1958-12-19,4.323,6.5,22,sv,False
3471,Hel,Hel,429547,[53],2016-08-05,4.32,7.7,16,pl,False
3472,Amy Schumer: Growing,Amy Schumer: Growing,581958,[35],2019-03-19,4.317,6.0,80,en,False
3473,Gomorroide,Gomorroide,445948,[35],2017-03-09,4.313,5.6,45,it,False
