,original_name,name,id,genre_ids,first_air_date,popularity,vote_average,vote_count,original_language,adult
601,PAUSE with Sam Jay,PAUSE with Sam Jay,124851,[10767],2021-05-21,6.132,4.3,3,en,False
602,God Save Texas,God Save Texas,241231,[99],2024-02-27,6.023,7.6,4,en,False
603,We're Here,We're Here,95791,[10764],2020-04-23,6.016,5.8,39,en,False
604,On the Job,On the Job,131891,"[10759, 80]",2021-09-12,6.01,4.8,4,tl,False
605,Para - Wir sind King,Para - We Are King,123710,[18],2021-04-22,6.002,5.0,11,de,False
606,A Crime to Remember,A Crime to Remember,68549,"[99, 18, 80, 10764]",2013-11-12,5.964,7.3,13,en,False
607,Chasing Glory: Road to Paris 2024,Chasing Glory: Road to Paris 2024,258954,[99],2024-06-09,5.962,0.0,0,en,False
608,Murder in the Heartland,Murder in the Heartland,85041,"[80, 99]",2017-11-29,5.956,8.7,15,en,False
609,Murder Chose Me,Murder Chose Me,69544,"[80, 99]",2017-01-01,5.951,7.6,5,en,False
610,Say Yes to the Dress: Atlanta,Say Yes to the Dress: Atlanta,33374,[10764],2010-07-30,5.927,8.5,17,en,False
611,Kingdom of Dreams,Kingdom of Dreams,213705,"[99, 10764]",2022-10-30,5.926,8.2,9,en,False
612,Candy Cruz,Candy Cruz,236537,[35],2023-10-19,5.919,8.5,11,es,False
613,6 Degrees of Murder,6 Degrees of Murder,67440,"[99, 80, 10764]",2016-07-13,5.912,7.0,3,en,False
614,Hotel Impossible,Hotel Impossible,49038,[10764],2012-04-09,5.895,7.583,12,en,False
615,Valea mută,The Silent Valley,68378,"[80, 18]",2016-10-23,5.891,7.1,12,ro,False
616,Mystery at Blind Frog Ranch,Mystery at Blind Frog Ranch,115773,"[10764, 99]",2021-01-01,5.829,6.5,8,en,False
617,Rain Dogs,Rain Dogs,216795,"[18, 35]",2023-03-06,5.819,6.5,36,en,False
618,We Bought a Funeral Home,We Bought a Funeral Home,210663,[10764],2022-10-01,5.819,8.0,1,en,False
619,Help! I Wrecked My House,Help! I Wrecked My House,109611,[10764],2020-09-12,5.803,9.0,1,en,False
620,Cooper's Treasure,Cooper's Treasure,71124,[99],2017-04-18,5.764,6.5,13,en,False
621,In the Eye of the Storm,In the Eye of the Storm,258731,[99],2024-07-14,5.742,7.5,2,en,False
622,Taken Together: Who Killed Lyric and Elizabeth?,Taken Together: Who Killed Lyric and Elizabeth?,259739,[99],2024-08-08,5.74,6.8,5,en,False
623,Largados e Pelados Brasil,Naked and Afraid: Brazil,137940,[10764],2021-11-09,5.734,8.2,4,pt,False
624,"What Happened, Brittany Murphy?","What Happened, Brittany Murphy?",131875,"[99, 80]",2021-10-14,5.72,6.0,29,en,False
625,Inside West Coast Customs,Inside West Coast Customs,58559,[10764],2011-02-20,5.719,6.818,11,en,False
626,Naked and Marooned with Ed Stafford,Naked and Marooned with Ed Stafford,46837,[99],2013-03-14,5.693,6.6,14,en,False
627,Acoustic Home,Acoustic Home,146395,[99],2021-12-01,5.674,5.0,2,es,False
628,Viisi Valittua,First Five,226564,[99],2023-06-09,5.664,6.5,4,fi,False
629,Arthurs Gesetz,Arthur's Law,82277,[35],2018-08-31,5.658,6.2,10,de,False
630,Motel Valkirias,Motel Valkirias,157010,"[35, 18]",2023-02-27,5.633,4.8,4,gl,False
631,Publio. El secuestro sin fin,Publio. The Never Ending Kidnapping,258042,[99],2024-06-28,5.606,0.0,0,es,False
632,Dinner: Impossible,Dinner: Impossible,4169,"[99, 10764]",2007-01-24,5.598,8.7,3,en,False
633,Causa Própria,Natural Law,127061,"[80, 18]",2022-01-05,5.586,5.5,5,pt,False
634,The Kings of Napa,The Kings of Napa,154165,[18],2022-01-11,5.566,4.7,7,en,False
635,"Mother, May I Murder?","Mother, May I Murder?",231824,"[99, 80]",2023-07-31,5.562,7.0,1,en,False
636,Lucas the Spider,Lucas the Spider,93588,"[16, 35, 10762]",2017-11-06,5.545,6.4,5,en,False
637,The Truth About Jim,The Truth About Jim,245235,"[99, 80]",2024-02-15,5.533,7.3,3,en,False
638,The Synanon Fix: Did the Cure Become a Cult?,The Synanon Fix: Did the Cure Become a Cult?,241230,[99],2024-04-01,5.528,7.5,4,en,False
639,Jeremy Wade's Dark Waters,Jeremy Wade's Dark Waters,88386,[99],2019-04-20,5.511,7.2,5,en,False
640,Gold Rush: Dave Turin's Lost Mine,Gold Rush: Dave Turin's Lost Mine,88273,[10764],2019-04-06,5.498,8.5,13,en,False
641,Tell Me Everything,Tell Me Everything,214063,[18],2022-12-08,5.485,6.7,3,en,False
642,"I Love You, Now Die: The Commonwealth v. Michelle Carter","I Love You, Now Die: The Commonwealth v. Michelle Carter",87518,"[99, 80]",2019-07-09,5.483,6.9,67,en,False
643,I Am Jazz,I Am Jazz,65220,[10764],2015-07-15,5.482,6.0,25,en,False
644,Bridge and Tunnel,Bridge and Tunnel,111750,"[18, 35]",2021-01-24,5.47,5.6,12,en,False
645,2 Dope Queens,2 Dope Queens,75968,[35],2018-02-02,5.448,5.6,12,en,False
646,The Killer Beside Me,The Killer Beside Me,79360,"[99, 80]",2018-04-21,5.431,8.2,5,en,False
647,Unprecedented,Unprecedented,205488,[99],2022-07-10,5.399,6.1,8,en,False
648,Trackers,Trackers,94923,"[80, 18]",2019-10-26,5.375,6.4,67,en,False
649,Evil Stepmothers,Evil Stepmothers,66002,[80],2016-02-17,5.356,7.2,3,en,False
650,Unexpected,Unexpected,75035,"[10764, 10751]",2017-11-12,5.352,9.6,10,en,False
651,Extreme Couponing,Extreme Couponing,39424,[10764],2011-04-06,5.352,6.7,19,en,False
652,The Flipping El Moussas,The Flipping El Moussas,221582,"[10764, 99]",2023-03-02,5.345,0.0,0,en,False
653,Evil Things,Evil Things,73929,"[99, 18]",2017-09-15,5.319,6.0,5,en,False
654,Exterminate All the Brutes,Exterminate All the Brutes,117909,"[99, 18]",2021-04-07,5.317,7.4,31,en,False
655,Cómo mandarlo todo a la mierda,How to Screw It All Up,202246,[18],2022-07-01,5.246,4.2,8,es,False
656,Street Outlaws: Memphis,Street Outlaws: Memphis,76107,[10764],2018-01-15,5.226,8.4,7,en,False
657,Jared from Subway: Catching a Monster,Jared from Subway: Catching a Monster,221181,"[80, 99]",2023-03-06,5.225,6.2,12,en,False
658,100 Day Dream Home,100 Day Dream Home,115064,[10764],2020-01-02,5.175,7.0,4,en,False
659,The Ghost Town Terror,The Ghost Town Terror,194511,"[9648, 99, 10764]",2022-03-11,5.156,8.3,9,en,False
660,Gem Hunters Down Under,Gem Hunters Down Under,203767,"[99, 10764]",2022-05-10,5.153,7.0,1,en,False
661,Conjuring Kesha,Conjuring Kesha,203366,"[10764, 99]",2022-07-08,5.132,0.0,0,en,False
662,Junkyard Empire,Junkyard Empire,62556,[10764],2015-04-22,5.122,5.5,6,en,False
663,Shaun White: The Last Run,Shaun White: The Last Run,229154,[99],2023-07-06,5.118,9.0,1,en,False
664,Buddy vs. Duff,Buddy vs. Duff,87859,[10764],2019-03-10,5.088,7.7,7,en,False
665,Charlie Hustle & the Matter of Pete Rose,Charlie Hustle & the Matter of Pete Rose,258919,[99],2024-07-24,5.065,7.3,3,en,False
666,The Holzer Files,The Holzer Files,93682,[10764],2019-10-03,5.047,7.6,10,en,False
667,Ghost Brothers: Lights Out,Ghost Brothers: Lights Out,123218,[10764],2021-04-17,5.042,7.6,8,en,False
668,Pandora's Box: Unleashing Evil,Pandora's Box: Unleashing Evil,89101,[80],2016-12-08,5.036,9.0,2,en,False
669,The Murders at Starved Rock,The Murders at Starved Rock,139086,"[80, 99]",2021-12-14,5.033,6.9,27,en,False
670,Atlanta's Missing and Murdered: The Lost Children,Atlanta's Missing and Murdered: The Lost Children,100369,"[99, 80]",2020-04-05,5.03,7.1,16,en,False
671,Una storia chiamata Gomorra - La serie,A Story Called Gomorrah - The Series,136863,[99],2021-10-24,5.027,8.3,5,it,False
672,Thirst with Shay Mitchell,Thirst with Shay Mitchell,253389,"[10764, 99]",2024-05-23,5.014,5.5,2,en,False
673,Mariachis,Mariachis,220009,"[35, 18]",2023-03-02,5.011,8.3,20,es,False
674,Nuclear Family,Nuclear Family,132076,[99],2021-09-26,5.003,7.3,6,en,False
675,Breaking New Ground,Breaking New Ground,257159,"[10764, 99]",2024-06-27,4.989,10.0,1,en,False
676,Written in the Stars,Written in the Stars,215385,[10764],2022-11-27,4.968,6.0,2,en,False
677,'Til Jail Do Us Part,'Til Jail Do Us Part,203417,"[18, 35]",2022-09-15,4.96,6.7,6,en,False
678,Traitors España,Traitors España,218267,[10764],2023-02-03,4.928,6.2,6,es,False
679,Prisoner of the Prophet,Prisoner of the Prophet,219451,[99],2023-01-30,4.915,7.9,7,en,False
680,90 Day Fiancé UK,90 Day Fiancé UK,205154,[10764],2022-07-24,4.819,6.5,4,en,False
681,Dangerous Waters,Dangerous Waters,209367,[10764],2012-10-04,4.802,0.0,0,en,False
682,Menudo: Forever Young,Menudo: Forever Young,198110,[99],2022-06-23,4.794,5.8,12,en,False
683,Amarres,Love Spells,129490,"[35, 18]",2021-08-12,4.762,7.0,61,es,False
684,No me gusta conducir,I Don’t Like Driving,213753,[35],2022-11-25,4.687,7.0,16,es,False
685,Painting With John,Painting With John,114564,"[99, 35, 10764]",2021-01-22,4.678,7.6,11,en,False
686,"Good Cop, Bad Cop","Good Cop, Bad Cop",239393,"[80, 99]",2023-11-12,4.661,0.0,0,en,False
687,Tsunami,Tsunami,99521,[18],2020-02-17,4.654,10.0,1,sv,False
688,The Invisible Pilot,The Invisible Pilot,195099,"[99, 80]",2022-04-04,4.629,6.5,19,en,False
689,Farmhouse Fixer: Camp Revamp,Farmhouse Fixer: Camp Revamp,257027,[10764],2024-06-18,4.61,0.0,0,en,False
690,The Divorce,The Divorce,64608,[35],2015-12-07,4.584,2.8,2,en,False
691,Seduced to Slay,Seduced to Slay,239528,"[80, 99]",2023-11-20,4.58,0.0,0,en,False
692,Ed Stafford: Left For Dead,Ed Stafford: Left For Dead,79862,"[99, 10759]",2017-09-14,4.575,6.438,8,en,False
693,Savage Builds,Savage Builds,88765,[99],2019-06-14,4.562,7.0,17,en,False
694,Murder at the Cottage: The Search for Justice for Sophie,Murder at the Cottage: The Search for Justice for Sophie,127914,"[80, 99]",2021-06-20,4.534,6.3,10,en,False
695,Flipping 101 With Tarek El Moussa,Flipping 101 With Tarek El Moussa,117004,[10764],2020-03-05,4.532,5.5,2,en,False
696,Nadie sabe nada,Nadie sabe nada,204315,"[35, 10767]",2022-06-18,4.486,8.0,5,es,False
697,Allen v. Farrow,Allen v. Farrow,118321,[99],2021-02-21,4.475,6.5,39,en,False
698,The Lake Erie Murders,The Lake Erie Murders,86217,"[80, 99, 10764]",2018-12-29,4.449,7.923,13,en,False
699,Ice Cold Gold,Ice Cold Gold,54410,"[99, 10764]",2013-04-21,4.443,6.0,4,en,False
700,Mind Over Murder,Mind Over Murder,203282,"[99, 80]",2022-06-20,4.41,6.7,17,en,False
701,My Strange Addiction: Still Addicted?,My Strange Addiction: Still Addicted?,231019,"[10764, 99]",2023-07-19,4.404,0.0,0,en,False
702,Navajo Police: Class 57,Navajo Police: Class 57,236250,[99],2023-10-17,4.397,8.0,2,en,False
703,Getaway Driver,Getaway Driver,129044,[10764],2021-07-19,4.389,10.0,1,en,False
704,Going Fur Gold,Going Fur Gold,218435,"[99, 10764]",2023-01-07,4.352,2.0,1,en,False
705,"Teen Torture, Inc.","Teen Torture, Inc.",258342,"[18, 99]",2024-07-11,4.344,0.0,1,en,False
706,Legends of the Lost with Megan Fox,Legends of the Lost with Megan Fox,85036,"[99, 10764]",2018-12-04,4.315,7.4,8,en,False
707,The Unexplained Files,The Unexplained Files,61509,[9648],2013-08-28,4.3,5.1,8,en,False
708,Obsession: Dark Desires,Obsession: Dark Desires,47986,"[18, 99, 80, 10764]",2014-01-14,4.294,7.0,8,en,False
709,Shark,Shark,65165,[99],2015-05-07,4.277,8.6,9,en,False
710,Trixie Motel: Drag Me Home,Trixie Motel: Drag Me Home,255295,[10764],2024-06-01,4.266,0.0,0,en,False
711,"Gold, Lies & Videotape","Gold, Lies & Videotape",218125,[99],2023-01-13,4.259,8.2,6,en,False
712,La maldición del Windsor,La maldición del Windsor,220271,[99],2023-02-12,4.246,5.3,3,es,False
713,What's My Name | Muhammad Ali,What's My Name | Muhammad Ali,87148,[99],2019-05-14,4.244,7.4,17,en,False
714,"Arny, historia de una infamia","Arny, historia de una infamia",218680,"[99, 18, 10763, 9648]",2023-01-20,4.243,6.3,3,es,False
715,90 Day Fiancé: Love in Paradise,90 Day Fiancé: Love in Paradise,128495,[10764],2021-07-18,4.241,8.5,6,en,False
716,Mush-Mush et les Champotes,Mush-Mush & the Mushables,122034,"[16, 10762, 35, 10751]",2020-10-17,4.24,2.0,1,fr,False
717,Caught!,Caught!,241142,[10764],2023-11-30,4.225,0.0,0,en,False
718,The Crime of the Century,The Crime of the Century,119142,"[99, 80, 18]",2021-05-10,4.188,8.0,28,en,False
719,Chillin Island,Chillin Island,153309,"[99, 10764]",2021-12-17,4.176,4.0,3,en,False
720,Nate & Jeremiah by Design,Nate & Jeremiah by Design,70907,"[10764, 10751]",2017-04-08,4.154,0.0,0,en,False
721,Does Murder Sleep,Does Murder Sleep,231899,"[80, 99]",2023-08-02,4.134,7.0,1,en,False
722,No Mundo da Luna,This Is Luna,156811,"[35, 18]",2022-11-13,4.13,6.7,6,pt,False
723,Married to Real Estate,Married to Real Estate,155024,[10764],2021-12-01,4.116,6.0,2,en,False
724,How I Caught The Killer ,How I Caught The Killer ,125618,[99],2018-09-13,4.084,7.0,1,en,False
725,Phoenix Rising,Phoenix Rising,158320,[99],2022-03-15,4.073,6.857,28,en,False
726,Johnny vs Amber,Johnny vs Amber,153170,"[99, 10764]",2021-12-18,4.064,3.9,10,en,False
727,A Voyage of Discovery: The Ocean Race,A Voyage of Discovery: The Ocean Race,239347,[99],2023-11-03,4.051,8.0,1,en,False
728,Game Theory with Bomani Jones,Game Theory with Bomani Jones,158330,"[35, 10763]",2022-03-13,4.031,4.7,3,en,False
729,Evil Lives Here: The Killer Speaks,Evil Lives Here: The Killer Speaks,236054,"[99, 80]",2023-10-01,3.946,8.0,1,en,False
730,The Haunted,The Haunted,31352,[99],2009-11-22,3.923,6.8,2,en,False
731,Random Acts of Flyness,Random Acts of Flyness,81749,"[35, 10765, 99]",2018-08-04,3.885,4.6,8,en,False
732,America's Backyard Gold,America's Backyard Gold,247950,[10764],2024-03-15,3.868,0.0,0,en,False
733,Breaking Amish,Breaking Amish,45754,[99],2012-09-09,3.866,5.8,12,en,False
734,Naked and Afraid: Alone,Naked and Afraid: Alone,211468,[10764],2020-03-24,3.858,10.0,1,en,False
735,Agents of Chaos,Agents of Chaos,108154,[99],2020-09-23,3.855,7.0,30,en,False
736,Mysteries of the Deep,Mysteries of the Deep,103776,"[99, 9648, 10764]",2020-05-27,3.846,6.5,4,en,False
737,Sofía y la vida real,Sofía y la vida real,229282,[99],2023-06-23,3.842,8.0,1,es,False
738,Railroad Alaska,Railroad Alaska,64639,"[10764, 99]",2013-11-16,3.797,7.0,8,en,False
739,Love Kills,Love Kills,214103,"[80, 35]",2022-10-21,3.795,2.0,1,en,False
740,Tsunami,Tsunami,99521,[18],2020-02-17,4.654,10.0,1,sv,False
741,Coyote Peterson - Brave The Wild,Coyote Peterson - Brave The Wild,103877,"[10764, 99]",2020-06-06,2.873,0.0,0,en,False
742,Queen of Meth,Queen of Meth,125102,[99],2021-05-07,2.525,7.0,5,en,False
743,Buddy vs. Duff,Buddy vs. Duff,87859,[10764],2019-03-10,5.088,7.7,7,en,False
744,The Haunted,The Haunted,31352,[99],2009-11-22,3.923,6.8,2,en,False
745,Evil Lives Here: The Killer Speaks,Evil Lives Here: The Killer Speaks,236054,"[99, 80]",2023-10-01,3.946,8.0,1,en,False
746,Murder on Middle Beach,Murder on Middle Beach,112111,"[99, 80, 9648]",2020-11-15,2.422,7.5,22,en,False
747,"Teen Torture, Inc.","Teen Torture, Inc.",258342,"[18, 99]",2024-07-11,4.344,0.0,1,en,False
748,Inside Out,Inside Out,125870,[10764],2021-04-26,3.656,10.0,1,en,False
749,Jeremy Wade's Dark Waters,Jeremy Wade's Dark Waters,88386,[99],2019-04-20,5.511,7.2,5,en,False
750,Still a Mystery,Still a Mystery,90456,"[99, 80, 10764]",2019-05-27,2.814,8.0,6,en,False
751,The Kings of Napa,The Kings of Napa,154165,[18],2022-01-11,5.566,4.7,7,en,False
752,"Mother, May I Murder?","Mother, May I Murder?",231824,"[99, 80]",2023-07-31,5.562,7.0,1,en,False
753,Kevin Hart's Muscle Car Crew,Kevin Hart's Muscle Car Crew,128322,[10764],2021-07-02,2.457,4.0,1,en,False
754,Flipping 101 With Tarek El Moussa,Flipping 101 With Tarek El Moussa,117004,[10764],2020-03-05,4.532,5.5,2,en,False
755,FBOY Island España,FBOY Island Spain,202247,[10764],2023-03-03,3.261,6.0,5,es,False
756,On Tour with Asperger's Are Us,On Tour with Asperger's Are Us,89112,"[99, 35]",2019-04-30,2.36,2.0,1,en,False
757,Bering Sea Gold: Under The Ice,Bering Sea Gold: Under The Ice,59671,"[10764, 99, 18]",2012-08-24,2.27,7.5,4,en,False
758,One South: Portrait of a Psych Unit,One South: Portrait of a Psych Unit,253314,[99],2024-06-25,3.555,8.5,2,en,False
759,People Magazine Investigates: Cults,People Magazine Investigates: Cults,90634,"[80, 99]",2018-06-04,2.574,0.0,0,en,False
760,Le Mans: Racing Is Everything,Le Mans: Racing Is Everything,71985,[99],2017-06-09,3.449,5.5,18,en,False
761,Gold Rush: Winter's Fortune,Gold Rush: Winter's Fortune,128493,"[10764, 18]",2021-07-30,3.444,9.0,4,en,False
762,Twisted Sisters,Twisted Sisters,92263,"[10764, 80, 99, 18]",2018-09-03,3.364,10.0,2,en,False
763,Murder Under the Friday Night Lights,Murder Under the Friday Night Lights,154877,"[80, 99]",2022-01-04,3.304,6.8,4,en,False
764,Botched Bariatrics,Botched Bariatrics,254650,"[99, 10764]",2024-05-15,3.303,0.0,0,en,False
765,Faster with Finnegan,Faster with Finnegan,99589,[10764],2020-01-15,3.301,0.0,0,en,False
766,The Amazing World of Gumball: The Gumball Chronicles,The Amazing World of Gumball: The Gumball Chronicles,133529,"[10762, 10751, 16]",2020-10-05,3.283,6.6,5,en,False
767,Deadly Affairs: Betrayed by Love,Deadly Affairs: Betrayed by Love,152547,"[80, 99]",2021-12-04,3.278,1.0,1,en,False
768,Million Dollar Wheels,Million Dollar Wheels,158381,[10764],2022-02-28,3.272,10.0,1,en,False
769,FBOY Island España,FBOY Island Spain,202247,[10764],2023-03-03,3.261,6.0,5,es,False
770,The Black Widower: The Six Wives of Thomas Randolph,The Black Widower: The Six Wives of Thomas Randolph,257960,"[99, 80]",2024-07-15,3.24,0.0,0,en,False
771,State of Play,State of Play,77387,[99],2013-12-04,3.224,2.0,1,en,False
772,The Colony,The Colony,21678,[10764],2009-07-21,3.205,7.607,14,en,False
773,El Mago Pop: 48 horas con,El Mago Pop: 48 horas con,107162,"[35, 10759]",2015-06-06,3.18,8.0,1,es,False
774,A Body in the Basement,A Body in the Basement,231034,"[80, 99, 10764]",2023-07-19,3.167,5.0,1,en,False
775,Hostages,Hostages,209728,[99],2022-09-28,3.163,5.6,5,en,False
776,Curse of the Bermuda Triangle,Curse of the Bermuda Triangle,100153,[99],2020-02-09,3.158,8.6,5,en,False
777,Idris Elba: No Limits,Idris Elba: No Limits,63243,[10764],2015-07-06,3.144,0.0,0,en,False
778,Hunting Atlantis,Hunting Atlantis,129642,"[10765, 10764, 99]",2021-07-21,3.124,7.0,2,en,False
779,Las vidas de Fèlix,The Lives of Fèlix,240236,[99],2023-11-24,3.061,0.0,0,es,False
780,True Conviction,True Conviction,77281,"[99, 80, 18, 10764]",2018-01-01,3.061,0.0,0,en,False
781,Mystery Diners,Mystery Diners,58936,[10764],2012-05-20,3.058,1.5,11,en,False
782,My Giant Life,My Giant Life,66707,[10764],2015-07-14,3.043,7.2,2,en,False
783,Second to None,Second to None,257766,[99],2024-06-17,3.018,0.0,0,en,False
784,The Journey Of India,The Journey Of India,213287,[99],2022-10-10,2.988,0.0,0,en,False
785,Custom Carolina,Custom Carolina,240062,[10764],2023-11-21,2.963,0.0,0,en,False
786,Ed Stafford: Into the Unknown,Ed Stafford: Into the Unknown,76674,[99],2015-08-27,2.95,6.9,7,en,False
787,Homicide City,Homicide City,88356,"[99, 80, 10764]",2018-01-01,2.947,10.0,2,en,False
788,My Big Fat American Gypsy Wedding,My Big Fat American Gypsy Wedding,60438,[10764],2012-04-29,2.94,6.9,10,en,False
789,Robson Green's Australian Adventure,Robson Green's Australian Adventure,119880,[99],2015-11-12,2.897,0.0,0,en,False
790,W domu (Polska),At Home - Poland,105815,[],2020-07-16,2.895,0.0,0,pl,False
791,Coyote Peterson - Brave The Wild,Coyote Peterson - Brave The Wild,103877,"[10764, 99]",2020-06-06,2.873,0.0,0,en,False
792,Se busca millonario,Se busca millonario,230013,[99],2023-07-07,2.87,6.0,1,gl,False
793,Rehab Addict,Rehab Addict,65991,[10764],2010-10-14,2.87,6.7,6,en,False
794,Dead of Night,Dead of Night,79361,"[80, 99, 9648]",2018-06-01,2.861,4.7,3,en,False
795,Heaven's Gate: The Cult of Cults,Heaven's Gate: The Cult of Cults,113678,"[99, 80]",2020-12-03,2.859,6.6,26,en,False
796,Siberian Cut,Siberian Cut,63528,[10764],2014-06-03,2.855,0.0,0,ru,False
797,Time Zone,Time Zone,230014,[10764],2023-07-14,2.844,7.7,6,es,False
798,Most Evil,Most Evil,1932,"[99, 80]",2006-07-13,2.843,7.9,7,en,False
799,NYC Epicenters 9/11➔2021½,NYC Epicenters 9/11➔2021½,131139,[99],2021-08-22,2.841,7.0,2,en,False
800,El franquismo en color: la mirada de los historiadores,El franquismo en color: la mirada de los historiadores,89958,[99],2019-05-21,2.838,5.9,5,es,False
801,España dividida: la Guerra Civil en color,España dividida: la Guerra Civil en color,70333,[99],2016-11-17,2.829,6.968,31,es,False
802,Jerrod Carmichael Reality Show,Jerrod Carmichael Reality Show,241071,"[99, 35]",2024-03-29,2.816,4.8,4,en,False
803,Still a Mystery,Still a Mystery,90456,"[99, 80, 10764]",2019-05-27,2.814,8.0,6,en,False
804,Guardians of the Glades,Guardians of the Glades,90242,[],2019-05-28,2.803,8.0,3,en,False
805,"You, Me & My Ex","You, Me & My Ex",127422,[10764],2021-06-20,2.755,7.3,3,en,False
806,O Hóspede Americano,The American Guest,132653,[18],2021-09-26,2.754,7.6,8,pt,False
807,Buying Naked,Buying Naked,60947,[10764],2013-11-20,2.751,5.7,3,en,False
808,The Lady and the Dale,The Lady and the Dale,116111,[99],2021-01-31,2.742,6.7,17,en,False
809,Hustlers Gamblers Crooks,Hustlers Gamblers Crooks,243545,"[99, 10764, 80]",2024-01-19,2.723,0.0,0,en,False
810,Fix My Frankenhouse,Fix My Frankenhouse,225374,[10764],2023-04-23,2.71,0.0,0,en,False
811,Garage Rehab,Garage Rehab,74353,[10764],2017-08-30,2.662,7.2,5,en,False
812,Ghost Asylum,Ghost Asylum,62594,"[10764, 99]",2014-09-07,2.614,7.143,14,en,False
813,How Do Animals Do That?,How Do Animals Do That?,92509,[99],2019-01-06,2.61,8.0,1,en,False
814,Pool Kings,Pool Kings,78320,[10764],2016-05-30,2.603,8.0,3,en,False
815,Sex Diaries,Sex Diaries,216374,[99],2022-12-16,2.582,4.0,3,en,False
816,The Nate and Jeremiah Home Project,The Nate and Jeremiah Home Project,135921,[10764],2021-10-06,2.575,4.3,3,en,False
817,People Magazine Investigates: Cults,People Magazine Investigates: Cults,90634,"[80, 99]",2018-06-04,2.574,0.0,0,en,False
818,Brené Brown: Atlas of the Heart,Brené Brown: Atlas of the Heart,157023,[99],2022-03-31,2.556,2.0,1,en,False
819,Alaska: Battle on the Bay,Alaska: Battle on the Bay,64993,[10764],2015-01-08,2.537,4.7,3,en,False
820,Killers of the Cosmos,Killers of the Cosmos,133445,[99],2021-09-11,2.526,0.0,0,en,False
821,Queen of Meth,Queen of Meth,125102,[99],2021-05-07,2.525,7.0,5,en,False
822,My Life as a Rolling Stone,My Life as a Rolling Stone,205259,[99],2022-07-02,2.523,7.6,14,en,False
823,Stone House Revival,Stone House Revival,117794,[],2016-05-11,2.52,8.0,1,en,False
824,Caught in the Net,Caught in the Net,195754,"[80, 99]",2022-03-14,2.506,7.5,2,en,False
825,The Real Story with Maria Elena Salinas,The Real Story with Maria Elena Salinas,71266,"[99, 80]",2017-04-24,2.506,1.8,2,en,False
826,Tesla's Death Ray: A Murder Declassified,Tesla's Death Ray: A Murder Declassified,76586,"[10764, 99]",2018-01-02,2.505,5.6,5,en,False
827,Animal Cribs,Animal Cribs,75594,[10764],2017-11-03,2.477,10.0,1,en,False
828,The Aquarium,The Aquarium,89609,"[99, 10764]",2019-05-19,2.46,6.0,1,en,False
829,Kevin Hart's Muscle Car Crew,Kevin Hart's Muscle Car Crew,128322,[10764],2021-07-02,2.457,4.0,1,en,False
830,Street Outlaws: Farmtruck and AZN Down Under,Street Outlaws: Farmtruck & AZN Down Under,236070,[],2023-10-10,2.453,10.0,1,en,False
831,Combat Dealers,Combat Dealers,102881,"[99, 10764]",2014-04-30,2.428,6.0,2,en,False
832,Murder on Middle Beach,Murder on Middle Beach,112111,"[99, 80, 9648]",2020-11-15,2.422,7.5,22,en,False
833,Crime Scene Confidential,Crime Scene Confidential,171398,"[80, 99]",2022-03-08,2.406,8.0,3,en,False
834,Inside the Heist,Inside the Heist,214627,"[99, 80]",2022-11-07,2.405,6.2,4,en,False
835,On Tour with Asperger's Are Us,On Tour with Asperger's Are Us,89112,"[99, 35]",2019-04-30,2.36,2.0,1,en,False
836,Bakery Boss,Bakery Boss,49985,"[10751, 10764]",2013-05-27,2.336,6.0,1,en,False
837,Dallas Car Sharks,Dallas Car Sharks,56545,[10764],2013-07-23,2.332,0.0,0,en,False
838,The Great Giveback with Melissa McCarthy and Jenna Perusich,The Great Giveback with Melissa McCarthy and Jenna Perusich,204042,[10764],2022-06-13,2.322,0.0,0,en,False
839,Sweet Home Sextuplets,Sweet Home Sextuplets,89673,[10764],2018-09-18,2.292,10.0,5,en,False
840,Truth About Murder with Sunny Hostin,Truth About Murder with Sunny Hostin,95658,"[80, 99, 10764]",2019-10-22,2.282,0.0,0,en,False
841,Jamie Vs Britney: The Father Daughter Trials,Jamie Vs Britney: The Father Daughter Trials,216629,[99],2022-12-17,2.279,5.2,4,en,False
842,Home Alone,Home Alone,74586,"[80, 99, 18, 10764]",2017-10-12,2.274,6.7,3,en,False
843,Bering Sea Gold: Under The Ice,Bering Sea Gold: Under The Ice,59671,"[10764, 99, 18]",2012-08-24,2.27,7.5,4,en,False
844,Goblin Works Garage,Goblin Works Garage,76286,[10764],2018-03-13,2.267,7.5,2,en,False
845,X-Ray Mega Airport,X-Ray Mega Airport,71794,[99],2015-05-21,2.265,0.0,0,en,False
846,Catch and Kill: The Podcast Tapes,Catch and Kill: The Podcast Tapes,127632,"[99, 18]",2021-07-12,2.257,6.4,10,en,False
847,Fixer to Fabulous,Fixer to Fabulous,94521,[10764],2019-10-22,2.254,5.7,3,en,False
848,Deadliest Catch: The Viking Returns,Deadliest Catch: The Viking Returns,208944,[10764],2022-09-13,2.253,8.3,3,en,False
849,Who Killed Garrett Phillips?,Who Killed Garrett Phillips?,91514,"[99, 80]",2019-07-23,2.253,7.5,20,en,False
850,Twisted Love,Twisted Love,100045,"[99, 80, 10764]",2020-02-03,2.249,0.0,0,en,False
851,Restoring Galveston,Restoring Galveston,89371,[10764],2019-04-06,2.248,2.0,1,en,False
852,Branson,Branson,214719,[99],2022-12-01,2.236,4.3,3,en,False
