,original_name,name,id,genre_ids,first_air_date,popularity,vote_average,vote_count,original_language,adult
0,Prison Break,Prison Break,2288,"[10759, 80, 18]",2005-08-29,985.135,8.079,5044,en,False
1,Outer Banks,Outer Banks,100757,"[10759, 18, 9648]",2020-04-15,1165.631,8.4,887,en,False
2,七つの大罪 黙示録の四騎士,The Seven Deadly Sins: Four Knights of the Apocalypse,218843,"[16, 10759, 10765]",2023-10-08,534.912,8.7,113,ja,False
3,Monsters,Monsters,225634,"[18, 80]",2024-09-19,721.391,7.586,187,en,False
4,Klass 95: El poder de la belleza,KLASS 95: The Power of Beauty,262252,"[18, 35, 10751]",2024-08-20,388.277,6.8,6,es,False
5,Lucifer,Lucifer,63174,"[80, 10765]",2016-01-25,577.367,8.464,14632,en,False
6,Dexter,Dexter,1405,"[80, 18, 9648]",2006-10-01,574.161,8.187,4222,en,False
7,The Blacklist,The Blacklist,46952,"[18, 80, 9648]",2013-09-23,551.738,7.6,3121,en,False
8,The Good Doctor,The Good Doctor,71712,[18],2017-09-25,560.242,8.483,12332,en,False
9,Breaking Bad,Breaking Bad,1396,"[18, 80]",2008-01-20,548.643,8.915,14294,en,False
10,"Miraculous, les aventures de Ladybug et Chat Noir",Miraculous: Tales of Ladybug & Cat Noir,65334,"[10759, 16, 10762]",2015-10-19,528.445,8.049,4384,fr,False
11,Suits,Suits,37680,[18],2011-06-23,520.674,8.228,5017,en,False
12,Vikings,Vikings,44217,"[10759, 18, 10768]",2013-03-03,491.627,8.093,6860,en,False
13,House,House,1408,"[18, 9648, 35]",2004-11-16,563.834,8.59,6484,en,False
14,Lost,Lost,4607,"[9648, 10759, 18]",2004-09-22,622.791,7.9,4209,en,False
15,The Resident,The Resident,74016,[18],2018-01-21,532.431,8.5,1207,en,False
16,ダンダダン,Dan Da Dan,240411,"[16, 10759, 35, 10765]",2024-10-04,494.022,8.774,42,ja,False
17,呪術廻戦,Jujutsu Kaisen,95479,"[16, 10759, 10765]",2020-10-03,480.424,8.579,3549,ja,False
18,Peaky Blinders,Peaky Blinders,60574,"[18, 80]",2013-09-12,449.902,8.538,9874,en,False
19,The Walking Dead,The Walking Dead,1402,"[10759, 18, 10765]",2010-10-31,457.609,8.112,16434,en,False
20,S.W.A.T.,S.W.A.T.,71790,"[80, 10759, 18]",2017-11-02,400.928,8.105,1378,en,False
21,HUNTER×HUNTER,Hunter x Hunter,46298,"[16, 10759, 10765]",2011-10-02,357.45,8.6,1726,ja,False
22,Young Sheldon,Young Sheldon,71728,"[35, 10751, 18]",2017-09-25,387.554,8.07,2497,en,False
23,Cobra Kai,Cobra Kai,77169,"[10759, 18, 35]",2018-05-02,366.759,8.214,6182,en,False
24,SPY×FAMILY,SPY x FAMILY,120089,"[16, 35, 10759]",2022-04-09,379.547,8.6,1865,ja,False
25,ポケットモンスター,Pokémon,60572,"[16, 10759, 10765]",1997-04-01,306.582,7.8,1760,ja,False
26,Peppa Pig,Peppa Pig,12225,"[16, 10762]",2004-05-31,305.521,6.6,697,en,False
27,Élite,Elite,76669,"[80, 9648, 18]",2018-10-05,341.283,8.0,9121,es,False
28,Stranger Things,Stranger Things,66732,"[18, 10765, 9648, 10759]",2016-07-15,350.286,8.602,17559,en,False
29,The Office,The Office,2316,[35],2005-03-24,287.777,8.576,4132,en,False
30,らんま1/2,Ranma1/2,259140,"[16, 10759, 35, 10765]",2024-10-06,319.674,8.538,26,ja,False
31,PAW Patrol,PAW Patrol,57532,"[16, 10762]",2013-08-12,317.146,6.985,731,en,False
32,Nobody Wants This,Nobody Wants This,250923,"[35, 18]",2024-09-26,292.631,7.779,61,en,False
33,ジョジョの奇妙な冒険,JoJo's Bizarre Adventure,45790,"[16, 10759, 10765]",2012-10-06,275.766,8.6,1371,ja,False
34,Heartstopper,Heartstopper,124834,[18],2022-04-22,283.973,8.614,1396,en,False
35,刺客伍六七,Scissor Seven,79141,"[16, 35, 10759, 10765]",2018-04-25,284.074,8.564,649,zh,False
36,Gilmore Girls,Gilmore Girls,4586,"[35, 18]",2000-10-05,391.01,7.9,1003,en,False
37,Bridgerton,Bridgerton,91239,[18],2020-12-25,277.09,8.1,2782,en,False
38,ナルト,Naruto,46260,"[16, 10759, 10765]",2002-10-03,287.812,8.4,5451,ja,False
39,Seinfeld,Seinfeld,1400,[35],1989-07-05,272.534,8.281,1960,en,False
40,MONSTER,Monster,30981,"[16, 18, 80, 9648]",2004-04-07,235.016,8.5,573,ja,False
41,はじめの一歩,Fighting Spirit,42705,"[16, 35, 18, 10759]",2000-10-03,259.863,8.7,1045,ja,False
42,경이로운 소문,The Uncanny Counter,113268,"[18, 9648, 10759]",2020-11-28,258.322,8.417,290,ko,False
43,Vikings: Valhalla,Vikings: Valhalla,116135,"[10759, 18, 10768]",2022-02-25,258.563,7.763,861,en,False
44,Keeping Up with the Kardashians,Keeping Up with the Kardashians,14814,[10764],2007-10-14,243.751,7.4,883,en,False
45,The Last Kingdom,The Last Kingdom,63333,"[10759, 18, 10768]",2015-10-10,250.347,8.3,1701,en,False
46,ナルト 疾風伝,Naruto Shippūden,31910,"[16, 10759, 10765]",2007-02-15,248.712,8.543,8075,ja,False
47,Better Call Saul,Better Call Saul,60059,"[80, 18]",2015-02-08,258.681,8.688,5173,en,False
48,Regular Show,Regular Show,31132,"[16, 35]",2010-09-06,249.912,8.634,2001,en,False
49,Emily in Paris,Emily in Paris,82596,"[18, 35]",2020-10-02,227.702,7.696,1343,en,False
50,스위트홈,Sweet Home,96648,"[18, 10765, 80]",2020-12-18,207.364,8.286,1358,ko,False
51,Ninjago: Masters of Spinjitzu,Ninjago: Masters of Spinjitzu,38693,"[16, 10759, 10765, 35]",2012-01-11,230.075,7.864,700,en,False
52,Wednesday,Wednesday,119051,"[10765, 9648, 35]",2022-11-23,209.624,8.461,8551,en,False
53,엄마친구아들,Love Next Door,241454,"[18, 35]",2024-08-17,242.613,8.326,68,ko,False
54,Gossip Girl,Gossip Girl,1395,"[18, 9648]",2007-09-19,235.935,8.2,2069,en,False
55,鋼の錬金術師 FULLMETAL ALCHEMIST,Fullmetal Alchemist: Brotherhood,31911,"[10759, 16, 10765, 35]",2009-04-05,207.622,8.7,2032,ja,False
56,Black Mirror,Black Mirror,42009,"[10765, 18, 9648]",2011-12-04,230.323,8.3,4996,en,False
57,Star Trek: The Next Generation,Star Trek: The Next Generation,655,"[10765, 10759, 18, 9648]",1987-09-28,229.643,8.4,1466,en,False
58,Brooklyn Nine-Nine,Brooklyn Nine-Nine,48891,"[35, 80]",2013-09-17,223.095,8.221,3312,en,False
59,Sex/Life,Sex/Life,126280,[18],2021-06-25,222.286,7.069,1304,en,False
60,Outlander,Outlander,56570,"[18, 10765]",2014-08-09,206.07,8.204,2567,en,False
61,Star Trek,Star Trek,253,"[10765, 18]",1966-09-08,239.567,8.038,1252,en,False
62,Adventure Time,Adventure Time,15260,"[16, 35, 10765]",2010-04-05,210.304,8.5,2745,en,False
63,La Reina del Flow,The Queen of Flow,80240,[18],2018-06-12,194.0,8.0,1432,es,False
64,The Fairly OddParents,The Fairly OddParents,4630,"[16, 35, 10765, 10762]",2001-03-30,215.933,7.6,960,en,False
65,Teen Titans Go!,Teen Titans Go!,45140,"[16, 35, 10759, 10765, 10751]",2013-04-23,191.417,6.57,626,en,False
66,오징어 게임,Squid Game,93405,"[10759, 9648, 18]",2021-09-17,209.69,7.83,13899,ko,False
67,킹더랜드,King the Land,198004,"[18, 35]",2023-06-17,218.362,8.1,418,ko,False
68,Star Trek: Voyager,Star Trek: Voyager,1855,"[10765, 18, 10759]",1995-01-16,202.524,7.786,915,en,False
69,KAOS,KAOS,102621,"[35, 10765, 18]",2024-08-29,178.109,7.4,161,en,False
70,Sex and the City,Sex and the City,105,"[35, 18]",1998-06-06,179.573,7.4,1999,en,False
71,The Powerpuff Girls,The Powerpuff Girls,607,"[10759, 16, 35, 10762, 10751]",1998-11-18,167.188,7.534,885,en,False
72,Pablo Escobar: El Patrón del Mal,Pablo Escobar: The Drug Lord,43348,"[80, 18]",2012-05-28,187.86,7.6,3538,es,False
73,Star Trek: Enterprise,Star Trek: Enterprise,314,"[10765, 10759, 18]",2001-09-26,165.905,7.6,785,en,False
74,Arrested Development,Arrested Development,4589,[35],2003-11-02,175.94,7.974,1330,en,False
75,チーズスイートホーム,Chi's Sweet Home,34186,"[16, 35, 10762]",2008-03-31,174.577,6.813,16,ja,False
76,Envidiosa,Envious,261615,"[35, 18]",2024-09-18,204.006,8.0,30,es,False
77,The Witcher,The Witcher,71912,"[10765, 18, 10759]",2019-12-20,184.096,8.061,5788,en,False
78,東京喰種トーキョーグール,Tokyo Ghoul,61374,"[16, 18, 10765]",2014-07-04,170.857,8.325,2263,ja,False
79,Star Trek: Deep Space Nine,Star Trek: Deep Space Nine,580,"[10765, 10759, 18]",1993-01-03,177.362,7.861,780,en,False
80,Riverdale,Riverdale,69050,"[80, 18, 9648]",2017-01-26,179.036,8.4,13425,en,False
81,연모,The King's Affection,129478,[18],2021-10-11,158.708,8.285,258,ko,False
82,사내맞선,Business Proposal,154825,"[35, 18]",2022-02-28,195.155,8.562,475,ko,False
83,마이데몬,My Demon,218539,"[18, 35, 10765]",2023-11-24,166.171,8.52,425,ko,False
84,Downton Abbey,Downton Abbey,33907,[18],2010-09-26,165.175,8.105,990,en,False
85,결혼작사 이혼작곡,Love (ft. Marriage and Divorce),116041,[18],2021-01-23,140.251,6.833,18,ko,False
86,Tomb Raider: The Legend of Lara Croft,Tomb Raider: The Legend of Lara Croft,117830,"[10759, 16]",2024-10-10,233.474,6.8,23,en,False
87,El secreto del río,The Secret of the River,271152,[18],2024-10-09,229.116,8.688,16,es,False
88,Soy Georgina,I Am Georgina,156077,[10764],2022-01-27,162.275,7.1,307,es,False
89,Inganno,Deceitful Love,265156,[18],2024-10-09,226.248,6.643,7,it,False
90,The Crown,The Crown,65494,[18],2016-11-04,153.011,8.2,2057,en,False
91,지금 우리 학교는,All of Us Are Dead,99966,"[10759, 18, 10765]",2022-01-28,157.166,8.294,3838,ko,False
92,미스터 션샤인,Mr. Sunshine,75820,[18],2018-07-07,133.847,8.4,143,ko,False
93,ハイキュー!!,Haikyu!!,60863,"[16, 10759]",2014-04-06,161.991,8.627,1339,ja,False
94,Girls5eva,Girls5eva,100350,[35],2021-05-06,143.925,6.0,41,en,False
95,LEGO Ninjago: Dragons Rising,LEGO Ninjago: Dragons Rising,212989,"[16, 10762, 10759]",2023-06-01,145.63,8.1,63,en,False
96,The Umbrella Academy,The Umbrella Academy,75006,"[10759, 10765, 18]",2019-02-15,159.805,8.6,9428,en,False
97,힘쎈여자 도봉순,Strong Woman Do Bong Soon,68814,"[35, 10759, 18]",2017-02-24,132.983,8.107,242,ko,False
98,BoJack Horseman,BoJack Horseman,61222,"[16, 35, 18]",2014-08-22,150.954,8.6,2366,en,False
99,You,You,78191,[18],2018-09-09,151.719,8.052,3126,en,False
100,Henry Danger,Henry Danger,61852,"[35, 10751, 10762, 18]",2014-07-26,139.028,8.3,1077,en,False
101,How to Get Away with Murder,How to Get Away with Murder,61056,"[80, 18, 9648]",2014-09-25,155.277,7.855,1584,en,False
102,魔法使いの嫁,The Ancient Magus' Bride,73833,"[16, 10765]",2017-10-08,147.247,8.4,352,ja,False
103,True Blood,True Blood,10545,"[10765, 18, 9648]",2008-09-07,173.432,7.611,1821,en,False
104,눈물의 여왕,Queen of Tears,215720,"[18, 35, 10751]",2024-03-09,147.957,8.3,264,ko,False
105,이 연애는 불가항력,Destined with You,215001,"[18, 10765, 35]",2023-08-23,148.671,8.092,152,ko,False
106,Snowpiercer,Snowpiercer,79680,"[10765, 18]",2020-05-17,173.426,7.4,1213,en,False
107,剣風伝奇ベルセルク,Berserk,35935,"[10759, 10765, 16]",1997-10-08,180.156,8.5,589,ja,False
108,경성크리처,Gyeongseong Creature,135238,"[10765, 9648, 10759, 18]",2023-12-22,132.451,8.1,205,ko,False
109,The Loud House,The Loud House,68073,"[16, 35, 10751, 10762, 9648]",2016-05-02,145.449,7.8,523,en,False
110,Orange Is the New Black,Orange Is the New Black,1424,"[35, 18]",2013-07-11,152.562,7.665,2446,en,False
111,RuPaul's Drag Race,RuPaul's Drag Race,8514,[10764],2009-02-02,149.008,7.5,235,en,False
112,The Real Housewives of Beverly Hills,The Real Housewives of Beverly Hills,32390,[10764],2010-10-14,134.561,6.4,91,en,False
113,Manifest,Manifest,79696,"[10765, 9648, 18]",2018-09-24,145.014,7.685,1542,en,False
114,Young Justice,Young Justice,33217,"[16, 10765, 10759]",2010-11-26,142.186,8.399,1090,en,False
115,Designated Survivor,Designated Survivor,67026,"[18, 10768]",2016-09-21,142.25,7.1,918,en,False
116,Comedians in Cars Getting Coffee,Comedians in Cars Getting Coffee,59717,"[35, 10767]",2012-07-19,141.472,7.222,135,en,False
117,빈센조,Vincenzo,117376,"[10759, 35, 18]",2021-02-20,127.184,8.5,923,ko,False
118,Twilight of the Gods,Twilight of the Gods,97333,"[16, 10765, 10759]",2024-09-19,132.189,7.9,65,en,False
119,Entrevías,Wrong Side of the Tracks,128015,"[18, 80]",2022-02-01,194.943,6.6,57,es,False
120,Queen of the South,Queen of the South,66676,"[80, 18]",2016-06-23,118.134,7.6,422,en,False
121,פאודה,Fauda,69557,"[18, 10759, 10768]",2015-02-15,135.273,7.4,193,he,False
122,ケンガンアシュラ,KENGAN ASHURA,90660,"[16, 10759]",2019-07-31,122.552,8.361,922,ja,False
123,暗殺教室,Assassination Classroom,62110,"[16, 35, 10759, 10765]",2015-01-10,130.886,8.4,1047,ja,False
124,환혼,Alchemy of Souls,135157,"[10765, 18, 10759, 9648]",2022-06-18,165.636,8.7,580,ko,False
125,Scooby-Doo! Mystery Incorporated,Scooby-Doo! Mystery Incorporated,18123,"[16, 9648, 10751]",2010-07-12,142.845,8.226,991,en,False
126,Narcos,Narcos,63351,"[80, 18]",2015-08-28,124.01,8.0,2784,en,False
127,EDENS ZERO,EDENS ZERO,104711,"[16, 35, 10759, 10765]",2021-04-11,117.553,7.7,199,ja,False
128,この素晴らしい世界に祝福を！,KONOSUBA - God's blessing on this wonderful world!,65844,"[10759, 16, 35, 10765]",2016-01-14,128.719,8.6,1278,ja,False
129,黒子のバスケ,Kuroko's Basketball,45783,"[16, 35, 18]",2012-04-08,142.979,8.5,537,ja,False
130,Pasión de gavilanes,Pasión de Gavilanes,11250,[18],2003-10-21,121.603,7.646,2013,es,False
131,The Thundermans,The Thundermans,58981,"[10759, 35, 10751, 10765]",2013-10-14,130.006,8.029,553,en,False
132,Sex Education,Sex Education,81356,"[35, 18]",2019-01-11,132.657,8.258,7224,en,False
133,꽃보다 남자,Boys Over Flowers,16420,"[35, 18]",2009-01-05,127.077,8.3,1690,ko,False
134,캐치! 티니핑,Catch! Teenieping,136915,"[16, 10762]",2020-03-19,141.462,7.0,4,ko,False
135,バキ,BAKI,80623,"[16, 10759, 80, 18]",2018-06-26,126.625,8.118,1292,ja,False
136,進撃の巨人,Attack on Titan,1429,"[16, 10765, 10759]",2013-04-07,129.089,8.659,6350,ja,False
137,Dark,Dark,70523,"[80, 18, 10765, 9648]",2017-12-01,132.034,8.418,6614,de,False
138,ダンジョン飯,Delicious in Dungeon,207784,"[16, 10759, 10765, 35]",2024-01-04,134.588,8.61,141,ja,False
139,範馬刃牙,Baki Hanma,129600,"[16, 10759]",2021-09-30,123.722,8.133,495,ja,False
140,Johnny Test,Johnny Test,1769,"[16, 35, 10762]",2005-09-17,110.502,6.391,211,en,False
141,청춘기록,Record of Youth,99047,[18],2020-09-07,109.504,8.2,205,ko,False
142,Mad Men,Mad Men,1104,[18],2007-07-19,141.975,8.126,1201,en,False
143,Ni una más,Raising Voices,242876,[18],2024-05-31,95.798,7.828,303,es,False
144,DAHMER - Monster: The Jeffrey Dahmer Story,DAHMER - Monster: The Jeffrey Dahmer Story,113988,"[80, 18]",2022-09-21,130.606,8.007,2529,en,False
145,ดอกเตอร์ไคลแมกซ์ ปุจฉาพาเสียว,Doctor Climax,251309,"[18, 35]",2024-06-13,125.24,6.7,10,th,False
146,全裸監督,The Naked Director,90955,"[35, 18]",2019-08-08,128.643,7.3,157,ja,False
147,Archer,Archer,10283,"[35, 10759, 16]",2009-09-17,121.564,7.94,1216,en,False
148,Batman: The Animated Series,Batman: The Animated Series,2098,"[10759, 16, 18, 9648]",1992-09-05,126.389,8.5,1579,en,False
149,흑백요리사: 요리 계급 전쟁,Culinary Class Wars,245684,[10764],2024-09-17,120.481,8.5,6,ko,False
150,Ben 10,Ben 10,4686,"[16, 10765, 10759, 35, 10762]",2005-12-27,125.717,8.2,1625,en,False
151,Маша и Медведь,Masha and the Bear,46080,"[16, 10751, 10762, 35]",2009-01-07,101.193,6.9,402,ru,False
152,Steven Universe,Steven Universe,61175,"[16, 35, 10759, 10751, 10765]",2013-11-04,118.982,8.398,1154,en,False
153,古見さんは、コミュ症です。,Komi Can't Communicate,123876,"[16, 35, 18]",2021-10-07,106.83,8.426,443,ja,False
154,斉木楠雄のΨ難,The Disastrous Life of Saiki K.,67676,"[16, 35, 10765]",2016-07-11,109.242,8.3,305,ja,False
155,밥 잘 사주는 예쁜 누나,Something in the Rain,78385,[18],2018-03-30,129.179,7.7,96,ko,False
156,무인도의 디바,Castaway Diva,216310,"[35, 18]",2023-10-28,102.287,8.1,49,ko,False
157,The Gentlemen,The Gentlemen,236235,"[35, 18, 80]",2024-03-07,114.828,7.92,443,en,False
158,今際の国のアリス,Alice in Borderland,110316,"[18, 9648, 10759]",2020-12-10,107.083,8.166,1951,ja,False
159,낮과 밤이 다른 그녀,Miss Night and Day,231749,"[10765, 35, 9648]",2024-06-15,139.58,8.452,93,ko,False
160,라바,Larva,80281,"[16, 35, 10762]",2011-03-26,115.479,6.9,14,ko,False
161,アオのハコ,Blue Box,207347,"[16, 35, 18]",2024-10-03,99.244,7.667,3,ja,False
162,아무도 없는 숲속에서,The Frog,219652,"[9648, 80, 18]",2024-08-23,157.254,7.0,60,ko,False
163,鬼滅の刃,Demon Slayer: Kimetsu no Yaiba,85937,"[16, 10759, 10765]",2019-04-06,113.152,8.659,6413,ja,False
164,닥터 슬럼프,Doctor Slump,222233,"[18, 35]",2024-01-27,97.582,8.5,64,ko,False
165,PJ Masks,PJ Masks,65417,"[16, 10751, 10762, 10765, 35]",2015-09-18,112.337,4.8,42,en,False
166,Sweet Tooth,Sweet Tooth,103768,"[18, 10765]",2021-06-04,126.437,7.851,1420,en,False
167,ターミネーター 0,Terminator Zero,239287,"[16, 10765, 10759]",2024-08-29,116.436,7.2,109,ja,False
168,Accidente,The Accident,259730,[18],2024-08-21,125.366,7.565,84,es,False
169,Warrior,Warrior,73544,"[80, 18, 10759, 37]",2019-04-05,106.717,8.0,559,en,False
170,우리들의 블루스,Our Blues,135840,[18],2022-04-09,137.164,8.6,58,ko,False
171,13 Reasons Why,13 Reasons Why,66788,"[18, 9648]",2017-03-31,106.38,7.603,4127,en,False
172,Titans,Titans,75450,"[18, 10759, 10765]",2018-10-12,108.089,7.923,2654,en,False
173,ワンパンマン,One-Punch Man,63926,"[16, 35, 10759]",2015-10-05,115.296,8.4,3544,ja,False
174,Skins,Skins,900,"[18, 35]",2007-01-25,94.815,8.1,1225,en,False
175,3 Body Problem,3 Body Problem,108545,"[10765, 9648, 18]",2024-03-21,113.11,7.496,901,en,False
176,Fool Me Once,Fool Me Once,220801,"[18, 80, 9648]",2024-01-01,108.95,7.3,311,en,False
177,Ozark,Ozark,69740,"[80, 18]",2017-07-21,100.872,8.212,2267,en,False
178,Vis a vis,Locked Up,62455,"[18, 80]",2015-04-20,98.577,8.008,2414,es,False
179,슬기로운 의사생활,Hospital Playlist,96102,"[18, 35]",2020-03-12,104.832,8.4,120,ko,False
180,ONE PIECE,ONE PIECE,111110,"[10759, 10765]",2023-08-31,108.858,8.178,1156,en,False
181,뽀롱뽀롱 뽀로로,Pororo the Little Penguin,19845,"[16, 10759, 10765, 10751, 10762, 35]",2003-11-27,96.819,6.3,7,ko,False
182,Avatar the Last Airbender,Avatar the Last Airbender,82452,"[10765, 10759, 18]",2024-02-22,105.053,7.986,798,en,False
183,Van Helsing,Van Helsing,65820,"[9648, 10765, 10759]",2016-09-23,92.377,7.0,850,en,False
184,Daniel Tiger's Neighborhood,Daniel Tiger's Neighborhood,40050,"[16, 10751, 10762]",2012-09-03,103.662,6.9,25,en,False
185,Queen Charlotte: A Bridgerton Story,Queen Charlotte: A Bridgerton Story,196454,[18],2023-05-04,107.613,8.1,490,en,False
186,더 글로리,The Glory,136283,[18],2022-12-30,93.101,8.513,680,ko,False
187,新世紀エヴァンゲリオン,Neon Genesis Evangelion,890,"[10765, 16, 18]",1995-10-04,103.754,8.602,1685,ja,False
188,Rebelde Way,Rebelde Way,9027,"[10766, 18]",2002-05-27,102.786,8.0,352,es,False
189,Never Have I Ever,Never Have I Ever,100883,"[35, 18]",2020-04-27,115.822,8.123,1706,en,False
190,SHAMAN KING,SHAMAN KING,104699,"[16, 35, 10765, 10759]",2021-04-01,88.538,8.2,281,ja,False
191,Sam Tân,Fireman Sam,5200,"[10762, 16, 35, 10751]",1987-11-17,81.743,6.2,34,cy,False
192,"Love, Death & Robots","Love, Death & Robots",86831,"[16, 10765]",2019-03-15,85.284,8.267,3249,en,False
193,Ballers,Ballers,62704,"[18, 35]",2015-06-21,96.946,6.789,744,en,False
194,Lost in Space,Lost in Space,75758,"[10765, 10759, 18, 35]",2018-04-13,74.929,7.553,1612,en,False
195,Grizzy et les Lemmings,Grizzy & the Lemmings,74415,"[10762, 16, 35, 10751]",2016-12-31,85.409,6.7,22,fr,False
196,나의 나라,My Country: The New Age,93490,"[18, 10759]",2019-10-04,93.973,6.67,50,ko,False
197,Big Mouth,Big Mouth,74204,"[35, 16]",2017-09-29,92.97,7.696,1037,en,False
198,Dawn of the Croods,Dawn of the Croods,64783,"[16, 10751, 10762, 35, 10759]",2015-12-24,86.31,7.4,92,en,False
199,Dragons: Race to the Edge,Dragons: Race to the Edge,78173,"[10751, 10762, 16, 10759, 10765]",2015-06-26,117.043,8.3,352,en,False
200,아이리스,Iris,31505,"[18, 10759]",2009-10-14,92.025,7.3,37,ko,False
201,Anne with an E,Anne with an E,70785,"[18, 10751]",2017-03-19,101.15,8.674,4632,en,False
202,寄生獣 セイの格率,Parasyte -the maxim-,61459,"[16, 18, 10765, 10759]",2014-10-09,135.428,8.4,1195,ja,False
203,Summertime,Summertime,100333,"[18, 35]",2020-04-29,135.356,6.9,430,it,False
204,House of Cards,House of Cards,1425,[18],2013-02-01,81.76,8.025,2690,en,False
205,Six Feet Under,Six Feet Under,1274,[18],2001-06-03,100.749,8.123,921,en,False
206,Shadowhunters,Shadowhunters,63210,"[10759, 18, 10765]",2016-01-12,98.995,7.6,1054,en,False
207,사랑의 불시착,Crash Landing on You,94796,"[18, 35]",2019-12-14,96.99,8.6,700,ko,False
208,사냥개들,Bloodhounds,127529,"[18, 10759, 80]",2023-06-09,93.267,8.364,356,ko,False
209,아스달 연대기,Arthdal Chronicles,88463,"[18, 10759]",2019-06-01,99.589,7.7,69,ko,False
210,Travelers,Travelers,67683,"[18, 10765]",2016-10-17,93.221,7.556,722,en,False
211,SAINT SEIYA: Knights of the Zodiac,SAINT SEIYA: Knights of the Zodiac,90855,"[16, 10759, 10765]",2019-07-19,92.58,7.403,642,en,False
212,Greenhouse Academy,Greenhouse Academy,73602,[18],2017-09-08,84.92,7.5,142,en,False
213,君に届け,From Me to You: Kimi ni Todoke,68854,"[16, 18]",2009-10-07,97.919,8.4,280,ja,False
214,わたしの幸せな結婚,My Happy Marriage,196944,"[16, 10765]",2023-07-05,89.434,8.4,130,ja,False
215,Pedro El Escamoso,Pedro El Escamoso,132908,"[18, 35, 10766, 10751]",2001-08-24,102.123,7.4,25,es,False
216,桜蘭高校ホスト部,Ouran High School Host Club,1043,"[16, 35, 18]",2006-04-05,83.573,8.2,210,ja,False
217,Supersex,Supersex,211079,[18],2024-03-06,111.873,6.703,106,it,False
218,極悪女王,The Queen of Villains,250783,[18],2024-09-19,98.174,6.2,4,ja,False
219,GREAT PRETENDER,Great Pretender,93816,"[16, 18, 35, 10759]",2020-07-09,82.765,7.5,110,ja,False
220,Arcane,Arcane,94605,"[16, 10765, 10759, 9648]",2021-11-06,101.349,8.749,4006,en,False
221,からかい上手の高木さん,Teasing Master Takagi-san,75865,"[16, 35]",2018-01-08,86.845,8.2,352,ja,False
222,フェアリーテイル,Fairy Tail,46261,"[16, 10759, 35, 9648, 10765]",2009-10-12,91.972,7.9,932,ja,False
223,Virgin River,Virgin River,88324,[18],2019-12-06,94.845,8.0,504,en,False
224,Jurassic World: Chaos Theory,Jurassic World: Chaos Theory,237512,"[16, 10759, 10765, 10762, 10751]",2024-05-24,94.388,8.5,89,en,False
225,Supacell,Supacell,158141,"[10759, 10765, 18]",2024-06-27,91.187,7.5,155,en,False
226,地面師たち,Tokyo Swindlers,249906,"[80, 18]",2024-07-25,101.195,6.8,27,ja,False
227,A Good Girl's Guide to Murder,A Good Girl's Guide to Murder,218342,"[80, 9648]",2024-07-10,99.356,7.4,146,en,False
228,Fate: The Winx Saga,Fate: The Winx Saga,97175,"[10765, 18]",2021-01-22,77.305,8.052,1415,en,False
229,Good Witch,Good Witch,61864,"[35, 18, 10765]",2015-02-28,79.238,7.7,246,en,False
230,The Lincoln Lawyer,The Lincoln Lawyer,116799,"[18, 80]",2022-05-13,96.555,7.677,260,en,False
231,Oscuro deseo,Dark Desire,105214,"[9648, 18]",2020-07-15,101.054,7.3,4218,es,False
232,カウボーイビバップ,Cowboy Bebop,30991,"[16, 10759, 10765, 37]",1998-04-03,91.282,8.542,1607,ja,False
233,BASTARD!! －暗黒の破壊神－,"BASTARD‼ -Heavy Metal, Dark Fantasy-",156898,"[16, 10759, 10765]",2022-06-30,91.071,7.612,121,ja,False
234,Victorious,Victorious,31251,"[35, 10762]",2010-03-27,91.264,8.2,1619,en,False
235,Dynasty,Dynasty,72002,"[18, 10766]",2017-10-11,90.767,8.115,859,en,False
236,Lupin,Lupin,96677,"[80, 18, 9648]",2021-01-08,86.542,7.745,2210,fr,False
237,ドキドキ!プリキュア,Dokidoki! PreCure,75086,"[16, 10759, 35, 10751, 10762, 10765]",2013-02-03,92.71,7.5,19,ja,False
238,힘쎈여자 강남순,Strong Girl Nam-soon,203164,"[35, 18, 10765, 80]",2023-10-07,70.652,7.6,100,ko,False
239,陈情令,The Untamed,90761,"[10759, 18, 9648]",2019-06-27,92.411,8.4,96,zh,False
240,Sense8,Sense8,61664,"[10765, 18]",2015-06-05,76.011,7.8,1578,en,False
241,Chilling Adventures of Sabrina,Chilling Adventures of Sabrina,79242,"[9648, 10765, 18]",2018-10-26,84.764,8.2,3503,en,False
242,이상한 변호사 우영우,Extraordinary Attorney Woo,197067,[18],2022-06-29,82.561,8.501,747,ko,False
243,Band of Brothers,Band of Brothers,4613,"[18, 10768]",2001-09-09,76.739,8.547,3518,en,False
244,Narcos: Mexico,Narcos: Mexico,80968,"[18, 80]",2018-11-16,78.747,7.932,1300,en,False
245,流星花园,Meteor Garden,79818,"[18, 10751]",2018-07-09,91.89,8.49,556,zh,False
246,The Legend of Korra,The Legend of Korra,33880,"[16, 10759, 10765]",2012-04-14,82.636,8.242,2051,en,False
247,The Garfield Show,The Garfield Show,18352,"[16, 35, 10762]",2009-11-02,79.574,5.744,82,en,False
248,Jurassic World Camp Cretaceous,Jurassic World Camp Cretaceous,93741,"[16, 10762, 10759, 10751]",2020-09-18,82.111,8.015,1826,en,False
249,기생수: 더 그레이,Parasyte: The Grey,208825,"[10765, 10759, 18]",2024-04-05,66.87,7.582,196,ko,False
