,original_name,name,id,genre_ids,first_air_date,popularity,vote_average,vote_count,original_language,adult
283,Vampirina,Vampirina,74323,"[16, 10762, 35]",2017-10-01,35.667,6.2,25,en,False
284,Superkitties,Superkitties,201478,"[16, 10762]",2023-01-11,34.91,6.7,7,en,False
285,Running Wild with Bear Grylls,Running Wild with Bear Grylls,61120,"[10759, 10764]",2014-07-28,34.903,6.854,48,en,False
286,Code Black,Code Black,63418,[18],2015-09-30,34.844,7.7,252,en,False
287,Star Wars: Clone Wars,Star Wars: Clone Wars,3122,"[10759, 16, 10765]",2003-11-07,34.372,7.8,398,en,False
288,Reasonable Doubt,Reasonable Doubt,205272,[18],2022-09-27,34.332,6.7,26,en,False
289,삼식이 삼촌,Uncle Samsik,209173,[18],2024-05-15,34.181,7.7,7,ko,False
290,Ayla y Los Mirror,Ayla and The Mirrors,258385,"[18, 35]",2024-09-27,33.957,7.0,3,es,False
291,Sydney to the Max,Sydney to the Max,84915,"[35, 10751]",2019-01-25,33.954,7.7,32,en,False
292,Hamster & Gretel,Hamster & Gretel,156606,"[16, 35, 10759]",2022-08-12,33.926,5.5,9,en,False
293,변론을 시작하겠습니다,May It Please the Court,200945,[18],2022-09-21,33.683,5.8,35,ko,False
294,MECH-X4,MECH-X4,68654,"[10765, 35, 10751]",2016-11-11,33.524,7.979,145,en,False
295,Cars on the Road,Cars on the Road,114502,"[16, 35, 10759, 10751, 10762]",2022-09-08,33.52,7.506,256,en,False
296,The Wonderful World of Mickey Mouse,The Wonderful World of Mickey Mouse,109930,"[16, 10751, 10762]",2020-11-18,33.504,7.302,86,en,False
297,Car S.O.S.,Car S.O.S.,51890,"[99, 10764]",2013-02-07,33.391,7.2,16,en,False
298,판도라: 조작된 낙원,Pandora: Beneath the Paradise,203344,"[18, 10759]",2023-03-11,33.349,5.1,28,ko,False
299,Secrets of Sulphur Springs,Secrets of Sulphur Springs,114547,"[10751, 18, 9648, 10765]",2021-01-15,33.019,8.2,239,en,False
300,최악의 악,The Worst of Evil,210704,"[80, 10759, 18]",2023-09-27,32.765,8.233,45,ko,False
301,A Murder at the End of the World,A Murder at the End of the World,134095,"[9648, 18, 80]",2023-11-14,32.355,7.104,182,en,False
302,BIA,BIA,90823,"[18, 35, 10766, 10751]",2019-06-24,32.272,7.8,332,es,False
303,Star Wars: Tales of the Empire,Star Wars: Tales of the Empire,251091,"[16, 10765, 10759]",2024-05-04,32.135,7.598,117,en,False
304,Spider-Man Unlimited,Spider-Man Unlimited,10079,"[16, 10759, 10765, 10762]",1999-10-02,32.047,7.4,225,en,False
305,Justified: City Primeval,Justified: City Primeval,201304,"[80, 18]",2023-07-18,31.786,6.9,109,en,False
306,The Incredible Dr. Pol,The Incredible Dr. Pol,49297,"[10764, 99]",2011-10-29,31.705,8.5,27,en,False
307,SAND LAND: THE SERIES,SAND LAND: THE SERIES,239478,"[16, 10759, 10765, 35]",2024-03-20,31.615,8.1,53,ja,False
308,mixed-ish,mixed-ish,89563,[35],2019-09-24,31.581,7.9,45,en,False
309,더 존: 버텨야 산다,The Zone: Survival Mission,158900,"[10764, 35]",2022-09-08,31.316,6.6,12,ko,False
310,National Treasure: Edge of History,National Treasure: Edge of History,137437,[10759],2022-12-14,31.26,6.9,194,en,False
311,Quack Pack,Quack Pack,1863,"[16, 10762, 10751, 35]",1996-09-02,31.145,6.6,58,en,False
312,Dopesick,Dopesick,110695,"[80, 18]",2021-10-13,31.127,8.0,379,en,False
313,The Hardy Boys,The Hardy Boys,112945,"[18, 9648]",2020-12-04,31.076,7.481,53,en,False
314,I Am Groot,I Am Groot,232125,"[16, 35, 10751, 10765, 10762]",2022-08-10,30.837,7.191,316,en,False
315,Alice's Wonderland Bakery,Alice's Wonderland Bakery,154820,"[16, 10762, 35]",2022-02-09,30.787,6.0,7,en,False
316,Renegade Nell,Renegade Nell,157569,"[10759, 10765]",2024-03-29,30.464,7.4,71,en,False
317,Stumptown,Stumptown,89440,[18],2019-09-25,30.39,7.237,150,en,False
318,커넥트,Connect,137043,"[9648, 18, 80, 10765]",2022-12-07,30.018,7.5,89,ko,False
319,FEUD,FEUD,69851,[18],2017-03-05,29.965,7.8,208,en,False
320,Marvel's The Defenders,Marvel's The Defenders,62285,"[10765, 10759, 80]",2017-08-18,29.781,7.071,1408,en,False
321,The Santa Clauses,The Santa Clauses,155631,"[35, 10751]",2022-11-16,29.704,7.2,148,en,False
322,Welcome to Wrexham,Welcome to Wrexham,126929,[99],2022-08-24,29.427,7.8,105,en,False
323,No: 309,No: 309,69306,"[18, 35]",2016-01-14,29.427,6.1,18,tr,False
324,Impuros,Impure,83295,"[80, 18, 10759]",2018-10-19,29.177,7.6,41,pt,False
325,I Didn't Do It,I Didn't Do It,54327,"[35, 18]",2014-01-17,28.888,7.7,69,en,False
326,The Wonder Years,The Wonder Years,126164,"[35, 18, 10751]",2021-09-22,28.826,7.08,199,en,False
327,Class of '09,Class of '09,127948,"[18, 9648, 80, 10765]",2023-05-10,28.802,7.2,83,en,False
328,Clipped,Clipped,196977,[18],2024-06-04,28.684,6.7,15,en,False
329,Criminal Minds: Beyond Borders,Criminal Minds: Beyond Borders,64481,"[80, 18]",2016-03-16,28.575,6.847,111,en,False
330,Marvel's Cloak & Dagger,Marvel's Cloak & Dagger,66190,"[10759, 18, 10765]",2018-06-07,28.56,7.208,587,en,False
331,The Catch,The Catch,65579,"[18, 80, 35]",2016-03-24,28.54,6.5,114,en,False
332,Devs,Devs,81349,"[10765, 18, 9648]",2020-03-05,28.487,7.37,608,en,False
333,Marvel's Inhumans,Marvel's Inhumans,68716,"[18, 10765, 10759]",2017-09-29,28.394,5.928,678,en,False
334,Gigantosaurus,Gigantosaurus,88910,"[10762, 16, 10751]",2019-01-18,28.312,6.9,10,en,False
335,너에게 가는 속도 493km,Love All Play,152512,[18],2022-04-20,28.246,7.3,28,ko,False
336,明日、私は誰かのカノジョ,"Tomorrow, I'll Be Someone's Girlfriend",158017,[18],2022-04-12,27.85,6.2,11,ja,False
337,Trust,Trust,76177,"[80, 18]",2018-03-25,27.814,7.1,70,en,False
338,正義的算法,Small & Mighty,202018,"[18, 35]",2022-06-15,27.792,6.5,8,zh,False
339,Disney Entrelazados,Disney Intertwined,115304,"[10765, 35, 10751, 18, 10766]",2021-11-12,27.783,7.6,110,es,False
340,TRON: Uprising,TRON: Uprising,34356,"[16, 18, 10759, 10765, 10751]",2012-06-07,27.773,7.5,124,en,False
341,Nada,Nothing,201413,"[35, 18]",2023-10-11,27.64,7.6,50,es,False
342,High Fidelity,High Fidelity,96734,"[35, 18]",2020-02-14,27.347,7.6,201,en,False
343,October Road,October Road,1255,"[18, 35]",2007-03-15,27.274,6.6,14,en,False
344,Best Friends Whenever,Best Friends Whenever,62783,"[35, 10751, 10765]",2015-06-26,27.251,8.1,85,en,False
345,Minnie's Bow-Toons,Minnie's Bow-Toons,41997,"[10762, 16, 10751]",2011-11-14,27.09,5.1,12,en,False
346,Iron Man,Iron Man,3097,"[16, 10759, 10765]",1994-09-24,27.001,6.505,97,en,False
347,The Finder,The Finder,39360,[18],2012-01-12,26.958,7.1,144,en,False
348,珍馐记,Delicacies Destiny,197107,[18],2022-04-07,26.829,6.9,24,zh,False
349,Ice Road Rescue,Ice Road Rescue,72482,"[99, 10764, 18]",2015-08-31,26.819,7.5,15,en,False
350,ガンニバル,Gannibal,210213,"[18, 80, 10759]",2022-12-28,26.739,7.8,56,ja,False
351,그리드,Grid,135894,"[10765, 9648, 10759]",2022-02-16,26.532,6.7,49,ko,False
352,Breeders,Breeders,93290,"[35, 10751]",2020-03-02,26.524,7.0,74,en,False
353,History of the World: Part II,History of the World: Part II,202213,[35],2023-03-06,25.97,5.6,61,en,False
354,PJ Masks: Power Heroes,PJ Masks: Power Heroes,224022,"[16, 10762, 10751]",2023-04-19,25.912,5.3,3,en,False
355,Under the Banner of Heaven,Under the Banner of Heaven,128095,"[80, 18, 9648]",2022-04-28,25.862,7.6,292,en,False
356,To Catch a Smuggler,To Catch a Smuggler,65052,[99],2020-01-01,25.754,8.0,5,en,False
357,Zootopia+,Zootopia+,114463,"[16, 10751, 10759]",2022-11-09,25.654,7.214,201,en,False
358,The Villains of Valley View,The Villains of Valley View,153715,"[35, 10751]",2022-06-03,25.519,7.2,42,en,False
359,拾われた男,Lost Man Found,201886,"[18, 35]",2022-06-26,25.467,7.8,8,ja,False
360,The Dropout,The Dropout,122066,[18],2022-03-03,25.169,7.356,240,en,False
361,Criminal Minds: Suspect Behavior,Criminal Minds: Suspect Behavior,32200,"[80, 18]",2011-02-16,25.145,7.066,91,en,False
362,I leoni di Sicilia,The Lions of Sicily,205482,[18],2023-10-25,25.097,6.4,35,it,False
363,The Clearing,The Clearing,202162,[18],2023-05-24,24.917,6.4,44,en,False
364,Reservation Dogs,Reservation Dogs,95215,"[18, 35]",2021-08-09,24.653,8.023,257,en,False
365,Star Wars: Forces of Destiny,Star Wars: Forces of Destiny,71412,"[10765, 16, 10759, 10751]",2017-07-03,24.303,5.1,55,en,False
366,The Evermoor Chronicles,The Evermoor Chronicles,62496,"[10759, 10751, 35]",2014-10-10,24.281,6.7,23,en,False
367,Star Wars: Tales of the Jedi,Star Wars: Tales of the Jedi,203085,"[16, 10765, 10759]",2022-10-26,24.02,8.0,331,en,False
368,Faraway Downs,Faraway Downs,204999,"[10759, 18]",2023-11-26,23.941,6.9,51,en,False
369,Bizaardvark,Bizaardvark,66456,"[10751, 35]",2016-06-24,23.904,7.2,73,en,False
370,Aktris,The Actress,224773,"[18, 80]",2023-05-31,23.888,6.2,21,tr,False
371,台北女子圖鑑,Women in Taipei,202017,[18],2022-09-21,23.865,6.1,8,zh,False
372,Las largas sombras,Past Lies,242904,"[18, 9648]",2024-05-10,23.764,6.5,18,es,False
373,Adult Material,Adult Material,100444,"[18, 35]",2020-10-05,23.721,6.5,245,en,False
374,How I Caught My Killer,How I Caught My Killer,217448,"[80, 99]",2023-01-12,23.559,7.6,17,en,False
375,American Born Chinese,American Born Chinese,135615,"[35, 10765, 10759]",2023-05-24,23.512,6.5,89,en,False
376,24: Legacy,24: Legacy,66789,"[80, 18, 9648]",2017-02-05,23.405,6.083,230,en,False
377,The Incredible Hulk,The Incredible Hulk,6332,"[16, 10759, 18, 10765]",1996-09-08,23.237,6.074,68,en,False
378,Helstrom,Helstrom,88987,"[10759, 10765, 18]",2020-10-16,23.236,6.7,208,en,False
379,Boris,Boris,36189,[35],2007-04-16,23.109,8.553,190,it,False
380,Travel Man: 48 Hours in...,Travel Man: 48 Hours in...,62247,"[35, 99]",2015-03-30,22.899,6.5,26,en,False
381,Disney Gallery / Star Wars: The Mandalorian,Disney Gallery / Star Wars: The Mandalorian,101978,[99],2020-05-04,22.841,7.5,62,en,False
382,Running Wild with Bear Grylls: The Challenge,Running Wild with Bear Grylls: The Challenge,204577,"[10764, 10759]",2022-07-25,22.624,6.6,9,en,False
383,Baymax!,Baymax!,114466,"[16, 10751]",2022-06-29,22.597,7.7,242,en,False
384,Grand Hotel,Grand Hotel,82092,"[18, 80, 9648]",2019-06-17,22.597,7.125,156,en,False
385,Siempre fui yo,It Was Always Me,122053,"[18, 9648]",2022-06-15,22.47,7.9,44,es,False
386,Descendants: Wicked World,Descendants: Wicked World,65016,"[16, 35, 10765]",2015-09-18,22.432,8.0,31,en,False
387,Shardlake,Shardlake,223599,"[18, 9648]",2024-05-01,22.27,6.956,34,en,False
388,金田一少年の事件簿,The Files of Young Kindaichi,194852,"[18, 9648]",2022-04-24,22.269,6.3,16,ja,False
389,The Passage,The Passage,77459,"[10765, 10759, 18]",2019-01-14,22.09,7.0,325,en,False
390,Firebuds,Firebuds,138987,"[16, 10762]",2022-09-21,22.026,4.2,5,en,False
391,Chip 'n' Dale: Park Life,Chip 'n' Dale: Park Life,96715,"[16, 10762]",2021-07-28,21.982,6.4,69,en,False
392,A Teacher,A Teacher,103992,[18],2020-11-10,21.971,7.202,347,en,False
393,The Head,The Head,102434,"[9648, 18]",2020-06-12,21.741,7.2,144,en,False
394,Last Days of the Space Age,Last Days of the Space Age,202209,"[35, 18]",2024-10-02,21.736,6.3,3,en,False
395,Mrs. America,Mrs. America,83605,[18],2020-04-15,21.465,7.4,121,en,False
396,Nazi Megastructures,Nazi Megastructures,56556,"[99, 10768]",2013-11-18,21.425,7.5,21,en,False
397,Pam & Tommy,Pam & Tommy,114925,"[35, 18]",2022-02-02,21.366,7.3,236,en,False
398,The Proud Family: Louder and Prouder,The Proud Family: Louder and Prouder,125438,"[10751, 16, 35]",2022-02-23,21.162,6.935,31,en,False
399,HIT,HIT,110338,"[18, 10751]",2020-09-21,21.136,7.2,12,es,False
400,Eureka!,Eureka!,156608,"[16, 10762, 35]",2022-06-22,20.859,5.6,10,en,False
401,Emergence,Emergence,91962,"[18, 9648, 10765]",2019-09-24,20.632,6.97,182,en,False
402,Il Cacciatore,The Hunter,78064,"[18, 80]",2018-03-14,20.454,7.3,22,it,False
403,The Secret Lives of Mormon Wives,The Secret Lives of Mormon Wives,261102,[10764],2024-09-06,20.38,6.4,9,en,False
404,천원짜리 변호사,One Dollar Lawyer,201852,[18],2022-09-23,20.368,7.4,40,ko,False
405,Candy,Candy,105804,"[18, 80]",2022-05-09,20.327,7.3,175,en,False
406,The Patient,The Patient,135868,"[18, 80]",2022-08-30,20.239,7.059,239,en,False
407,Ice Age: Scrat Tales,Ice Age: Scrat Tales,158307,"[16, 10751, 35, 10762]",2022-04-13,20.237,7.296,159,en,False
408,How to Die Alone,How to Die Alone,258582,[35],2024-09-13,20.0,6.9,9,en,False
409,La partitura secreta,The Secret Score,197454,"[10759, 9648]",2024-04-17,19.865,7.2,6,es,False
410,Star Wars: Droids,Star Wars: Droids,25,"[10762, 16, 10759, 10765]",1985-09-07,19.741,5.2,79,en,False
411,Fantastic Four,Fantastic Four,2901,"[10759, 16, 10762]",1994-09-24,19.712,6.4,68,en,False
412,Pupstruction,Pupstruction,156616,"[16, 10762, 35]",2023-06-14,19.666,10.0,1,en,False
413,Once Upon a Time in Wonderland,Once Upon a Time in Wonderland,57754,"[10765, 18]",2013-10-10,19.66,6.9,127,en,False
414,Dug Days,Dug Days,114501,"[16, 35, 10751]",2021-09-01,19.634,7.4,518,en,False
415,Marvel's M.O.D.O.K.,Marvel's M.O.D.O.K.,111312,"[35, 16, 10759, 10765]",2021-05-21,19.499,6.6,170,en,False
416,Brawn: The Impossible Formula 1 Story,Brawn: The Impossible Formula 1 Story,233254,[99],2023-11-15,19.449,7.9,36,en,False
417,ブラック★★ロックシューター DAWN FALL,Black Rock Shooter: Dawn Fall,133733,"[16, 10759, 10765, 18]",2022-04-03,19.188,8.6,70,ja,False
418,레이스,RACE,215472,[18],2023-05-10,19.181,4.3,13,ko,False
419,台灣犯罪故事,Taiwan Crime Stories,197294,"[18, 9648, 80]",2023-01-04,19.009,7.1,9,zh,False
420,Sadie Sparks,Sadie Sparks,112360,"[35, 10762]",2019-04-20,18.928,8.0,2,en,False
421,Mike,Mike,135250,[18],2022-08-25,18.576,7.567,163,en,False
422,アトムの童,Atom's Last Shot,211565,[18],2022-10-16,18.481,6.6,9,ja,False
423,Alias,Alias,2046,"[10759, 18]",2001-09-30,18.4,6.7,613,en,False
424,BTS Monuments: Beyond The Star,BTS Monuments: Beyond the Star,215421,[99],2023-12-20,18.329,8.944,9,ko,False
425,Dear Mama,Dear Mama,201581,[99],2023-04-21,18.327,8.5,23,en,False
426,Fleishman Is in Trouble,Fleishman Is in Trouble,156401,[18],2022-11-17,18.322,7.3,96,en,False
427,Fosse/Verdon,Fosse/Verdon,81131,[18],2019-04-09,18.277,7.343,54,en,False
428,Deep State,Deep State,74712,"[18, 10759, 80]",2018-04-05,17.961,6.813,91,en,False
429,The Story of God with Morgan Freeman,The Story of God with Morgan Freeman,66185,[99],2016-04-03,17.908,7.457,369,en,False
430,A Magia de Aruna,Aruna's Magic,196308,[10765],2023-11-29,17.886,8.4,9,pt,False
431,The Beatles: Get Back,The Beatles: Get Back,128876,[99],2021-11-25,17.851,8.5,342,en,False
432,Ewoks,Ewoks,3478,"[10762, 16, 10765, 10759]",1985-09-07,17.838,5.912,34,en,False
433,Teluh Darah,Blood Curse,221166,[9648],2023-02-25,17.683,7.3,20,id,False
434,四畳半タイムマシンブルース,The Tatami Time Machine Blues,130996,"[16, 35, 18, 10765]",2022-09-14,17.595,7.5,18,ja,False
435,Spider-Woman,Spider-Woman,4784,[16],1979-09-22,17.544,7.8,74,en,False
436,Timmy Time,Timmy Time,19889,"[16, 35, 10762]",2009-04-06,17.543,6.4,29,en,False
437,Gabby Duran and the Unsittables,Gabby Duran and the Unsittables,87282,"[35, 10765, 10751]",2019-10-11,17.508,7.7,24,en,False
438,Culprits,Culprits,201076,"[80, 18]",2023-11-08,17.493,5.9,39,en,False
439,Tierra incógnita,Tierra Incognita,128384,"[9648, 10765, 10751]",2022-09-08,17.44,7.1,83,es,False
440,Parallèles,Parallels,118906,"[10759, 10765]",2022-03-23,17.394,7.671,129,fr,False
441,Pancho Villa: El centauro del norte,Pancho Villa: The Centaur of the North,128329,"[18, 10759]",2023-07-19,17.37,8.3,44,es,False
442,Bir Aile Hikayesi,A Family Story,87467,"[10751, 18]",2019-03-09,17.087,3.5,2,tr,False
443,101 Dalmatian Street,101 Dalmatian Street,75523,"[16, 10751, 10762]",2019-03-18,17.026,7.1,22,en,False
444,The Crossover,The Crossover,121183,[18],2023-04-05,16.847,6.5,11,en,False
445,Brain Games,Brain Games,54315,"[99, 35, 10764]",2011-10-09,16.766,7.4,62,en,False
446,Taste the Nation with Padma Lakshmi,Taste the Nation with Padma Lakshmi,104201,[10764],2020-06-19,16.744,8.1,7,en,False
447,Pretty Baby: Brooke Shields,Pretty Baby: Brooke Shields,223768,[99],2023-04-03,16.738,7.2,24,en,False
448,Pauline,Pauline,224042,"[18, 10765]",2024-05-22,16.612,5.5,11,de,False
449,Welcome to Chippendales,Welcome to Chippendales,130567,"[18, 80, 35]",2022-11-22,16.583,6.6,45,en,False
450,Reboot,Reboot,155427,[35],2022-09-20,16.473,6.8,64,en,False
451,Nos vemos en otra vida,See You in Another Life,244525,"[18, 80]",2024-03-06,16.45,7.2,15,es,False
452,One Strange Rock,One Strange Rock,75782,[99],2018-03-26,16.371,7.7,71,en,False
453,Vidas Bandidas,"Double Crossed: Sooner or Later, You'll Pay the Price",221392,"[80, 18]",2024-08-21,16.29,9.0,1,pt,False
454,Limitless with Chris Hemsworth,Limitless with Chris Hemsworth,115996,"[99, 10759]",2022-11-16,16.277,8.1,37,en,False
455,Irrésistible,Irresistible,218575,"[35, 18]",2023-09-20,16.234,7.0,5,fr,False
456,Great Expectations,Great Expectations,157972,[18],2023-03-26,16.112,6.3,29,en,False
457,MPower,MPower,220597,[99],2023-03-08,16.072,6.9,24,en,False
458,Secrets of the Octopus,Secrets of the Octopus,157200,[99],2024-04-21,15.99,8.9,12,en,False
459,Fancy Nancy,Fancy Nancy,242252,"[10762, 16, 35]",2018-07-13,15.933,9.0,2,en,False
460,Sin identidad,Sin identidad,61800,[18],2014-05-13,15.849,5.0,12,es,False
461,Tú también lo harías,Tú También lo Harías,207311,"[80, 9648]",2023-04-26,15.841,7.1,28,es,False
462,Marvel's Iron Fist,Marvel's Iron Fist,62127,"[10759, 18, 10765]",2017-03-17,15.804,6.531,2410,en,False
463,Zenimation,Zenimation,103822,"[16, 10751, 10765]",2020-05-22,15.762,7.6,16,en,False
464,Trafficked with Mariana van Zeller,Trafficked with Mariana van Zeller,113888,"[99, 80, 10764]",2020-12-02,15.532,8.1,16,en,False
465,The Muppets Mayhem,The Muppets Mayhem,194573,"[35, 10751]",2023-05-10,15.478,6.0,38,en,False
466,Iwájú,Iwájú,114481,"[16, 35, 10765, 10751]",2024-02-28,15.44,7.4,37,en,False
467,"Thank You, Goodnight - The Bon Jovi Story","Thank You, Goodnight - The Bon Jovi Story",244259,[99],2024-04-26,15.294,7.7,13,en,False
468,Black Cake,Black Cake,230225,[18],2023-11-01,15.197,7.2,36,en,False
469,Goldie & Bear,Goldie & Bear,62328,"[10762, 16, 18]",2015-09-12,15.012,6.0,10,en,False
470,Lab Rats: Elite Force,Lab Rats: Elite Force,65766,"[35, 10762, 10765]",2016-03-02,14.924,7.9,81,en,False
471,Koala Man,Koala Man,121567,"[16, 35]",2023-01-09,14.851,6.571,35,en,False
472,Kirby Buckets,Kirby Buckets,64909,"[10762, 10751, 10759, 35]",2014-10-20,14.849,8.083,12,en,False
473,The Lodge,The Lodge,68324,"[10751, 18, 9648, 10764]",2016-09-23,14.825,7.5,32,en,False
474,사운드트랙 #1,Soundtrack #1,137872,[18],2022-03-23,14.811,7.5,111,ko,False
475,Susah Sinyal: The Series,Bad Signal: The Series,137689,"[18, 35]",2021-10-29,14.805,7.2,8,id,False
476,Bajo sospecha,Bajo sospecha,62727,"[18, 99]",2015-02-17,14.799,7.4,21,es,False
477,Dois Tempos,Time Switch,154114,"[18, 10765]",2023-05-10,14.74,6.4,12,pt,False
478,Pixar Popcorn,Pixar Popcorn,114505,"[16, 35, 10751]",2021-01-22,14.654,7.2,186,en,False
479,Penny on M.A.R.S.,Penny on M.A.R.S.,86833,[35],2018-05-07,14.638,8.7,16,en,False
480,İnadına Aşk,İnadına Aşk,73766,[35],2015-07-02,14.388,7.0,10,tr,False
481,UnPrisoned,UnPrisoned,201902,[35],2023-03-10,14.276,6.9,21,en,False
482,すべて忘れてしまうから,Because We Forget Everything,204070,[18],2022-09-14,14.251,7.4,8,ja,False
483,O Som e a Sílaba,The Sound and the Syllable,214217,[18],2024-08-28,14.194,0.0,0,pt,False
484,Voices Rising: The Music of Wakanda Forever,Voices Rising: The Music of Wakanda Forever,218437,[99],2023-02-28,14.096,5.0,6,en,False
485,Silver Surfer,Silver Surfer,1130,"[16, 10759, 10765, 10762]",1998-02-07,14.057,7.19,79,en,False
486,Up Here,Up Here,218268,[35],2023-03-24,13.999,6.4,23,en,False
487,火の鳥 エデンの宙,Phoenix: Eden17,215402,[16],2023-09-13,13.863,6.8,13,ja,False
488,Cristóbal Balenciaga,Cristóbal Balenciaga,138498,[18],2024-01-19,13.852,7.6,25,es,False
489,This Fool,This Fool,202137,[35],2022-08-12,13.849,7.6,39,en,False
490,C.H.U.E.C.O,C.H.U.E.C.O,155683,[35],2023-07-14,13.826,7.5,13,es,False
491,Mila no Multiverso,Mila in the Multiverse,137430,"[10765, 10759]",2023-01-25,13.826,6.85,20,pt,False
492,Muppet Moments,Muppet Moments,110521,"[10762, 10751]",2015-04-03,13.611,0.0,0,en,False
493,Saint X,Saint X,218194,"[80, 18, 9648]",2023-04-26,13.591,6.694,54,en,False
494,Shaun the Sheep: Adventures from Mossy Bottom,Shaun the Sheep: Adventures from Mossy Bottom,100605,"[16, 10762]",2020-03-16,13.553,8.2,28,en,False
495,マイファミリー,My Family,195635,"[18, 80, 9648]",2022-04-10,13.523,6.1,10,ja,False
496,Captive Audience: A Real American Horror Story,Captive Audience: A Real American Horror Story,195420,"[99, 80]",2022-04-21,13.523,7.7,18,en,False
497,Primal Survivor,Primal Survivor,65859,"[99, 18, 10764]",2016-01-21,13.499,6.8,10,en,False
498,Viaje al centro de la Tierra,Journey to the Center of the Earth,125462,[10759],2023-04-05,13.491,7.1,23,es,False
499,Kiya & the Kimoja Heroes,Kiya & the Kimoja Heroes,220595,"[16, 10762]",2023-03-22,13.361,6.7,9,en,False
500,Olaf Presents,Olaf Presents,134297,"[16, 10751, 35]",2021-11-12,13.306,7.2,295,en,False
501,Tout va bien,Everything Is Fine,208920,"[18, 35]",2023-11-15,13.28,7.7,12,fr,False
502,Die drei !!!,The Three Detectives,229785,"[9648, 10751, 10759]",2023-09-06,13.2,7.1,9,de,False
503,Gordon Ramsay: Uncharted,Gordon Ramsay: Uncharted,91405,[99],2019-07-21,13.191,7.8,29,en,False
504,Becoming Karl Lagerfeld,Becoming Karl Lagerfeld,132503,[18],2024-06-07,13.179,7.8,14,fr,False
505,"Drugs, Inc.","Drugs, Inc.",36105,"[99, 80]",2010-07-11,13.152,8.625,24,en,False
506,Lost Treasures of Egypt,Lost Treasures of Egypt,87994,[99],2019-07-07,13.044,6.8,13,en,False
507,La otra mirada,A Different View,79082,[18],2018-04-25,13.021,6.95,20,es,False
508,LEGO Star Wars: All-Stars,LEGO Star Wars: All-Stars,83558,[16],2018-11-10,13.014,5.813,16,en,False
509,Alex & Co.,Alex & Co.,65852,[35],2015-05-11,12.886,7.9,22,it,False
510,Deutsches Haus,The Interpreter of Silence,220374,[18],2023-11-15,12.866,7.0,22,de,False
511,이게 맞아?!,Are You Sure?!,254799,"[10764, 99]",2024-08-08,12.776,8.6,5,ko,False
512,Walt Disney Animation Studios: Short Circuit Experimental Films,Walt Disney Animation Studios: Short Circuit Experimental Films,98566,"[16, 10751]",2020-01-24,12.625,7.8,36,en,False
513,The Full Monty,The Full Monty,196214,"[35, 18]",2023-06-14,12.597,7.5,32,en,False
514,The Incredible Pol Farm,The Incredible Pol Farm,236084,[10764],2024-01-06,12.592,0.0,0,en,False
515,Life & Beth,Life & Beth,156812,"[35, 18]",2022-03-18,12.577,6.615,39,en,False
516,Behind the Attraction,Behind the Attraction,95738,[99],2021-07-21,12.577,7.6,21,en,False
517,L'Opéra,L'Opéra,128481,[18],2021-09-07,12.482,6.722,9,fr,False
518,Ghost Force,Ghost Force,133470,"[16, 10762, 35]",2021-11-14,12.308,8.0,4,fr,False
519,Ahoy Pirates!,Ahoy Pirates!,195439,"[10762, 16]",2020-04-30,12.275,0.0,0,en,False
520,In Vogue: The 90s,In Vogue: The 90s,233282,[99],2024-09-13,11.409,10.0,1,en,False
521,Teluh Darah,Blood Curse,221166,[9648],2023-02-25,17.683,7.3,20,id,False
522,Cult Massacre: One Day in Jonestown,Cult Massacre: One Day in Jonestown,255293,"[99, 80]",2024-06-17,9.174,8.4,5,en,False
523,The D'Amelio Show,The D'Amelio Show,130392,[10764],2021-09-03,11.611,5.0,681,en,False
524,LEGO Star Wars: All-Stars,LEGO Star Wars: All-Stars,83558,[16],2018-11-10,13.014,5.813,16,en,False
525,Koala Man,Koala Man,121567,"[16, 35]",2023-01-09,14.851,6.571,35,en,False
526,O Som e a Sílaba,The Sound and the Syllable,214217,[18],2024-08-28,14.194,0.0,0,pt,False
527,Secrets & Sisterhood: The Sozahdahs,Secrets & Sisterhood: The Sozahdahs,226644,[10764],2023-06-07,10.359,8.3,11,en,False
528,Henry Hugglemonster,Henry Hugglemonster,57748,"[10762, 16, 10751]",2013-10-01,11.041,7.3,10,en,False
529,Kindred,Kindred,138561,[18],2022-12-13,8.97,6.6,32,en,False
530,Virgin The Series,Virgin The Series,156101,"[18, 9648]",2022-01-07,12.15,5.4,5,id,False
531,"Dr. Oakley, Yukon Vet","Dr. Oakley, Yukon Vet",65927,[10764],2014-04-12,8.919,5.2,13,en,False
532,Welcome to Earth,Welcome to Earth,127700,[99],2021-12-08,10.737,7.634,415,en,False
533,Matildas: The World at Our Feet,Matildas: The World at Our Feet,202212,[99],2023-04-26,8.869,6.6,5,en,False
534,Captive Audience: A Real American Horror Story,Captive Audience: A Real American Horror Story,195420,"[99, 80]",2022-04-21,13.523,7.7,18,en,False
535,Rennervations,Rennervations,157212,"[99, 10764]",2023-04-12,8.802,8.222,9,en,False
536,The Good Mothers,The Good Mothers,119064,"[18, 80]",2023-04-05,11.328,7.1,29,it,False
537,How To Be a Carioca,How To Be a Carioca,126501,[35],2023-10-18,8.68,7.8,4,pt,False
538,Ed Sheeran: The Sum of It All,Ed Sheeran: The Sum of It All,222674,[99],2023-05-03,9.754,8.7,10,en,False
539,Behind the Attraction,Behind the Attraction,95738,[99],2021-07-21,12.577,7.6,21,en,False
