,original_title,title,id,genre_ids,release_date,popularity,vote_average,vote_count,original_language,adult
766,The Four Feathers,The Four Feathers,10568,"[12, 18, 10752, 36]",1939-04-20,22.634,6.9,87,en,False
767,Bombshell,Bombshell,525661,[18],2019-12-13,35.207,6.8,2941,en,False
768,Hitler - Eine Karriere,Hitler: A Career,60378,"[99, 36]",1977-07-08,18.241,7.3,74,de,False
769,Lady Macbeth,Lady Macbeth,410117,[18],2016-12-12,15.08,6.578,740,en,False
770,Weekend at Bernie's II,Weekend at Bernie's II,8494,"[35, 80, 12]",1993-07-09,15.053,5.0,289,en,False
771,The Circle,The Circle,339988,"[18, 53, 878]",2017-04-27,35.059,5.5,4358,en,False
772,Foe,Foe,760245,"[878, 18]",2023-10-06,26.552,5.7,224,en,False
773,Le Tout Nouveau Testament,The Brand New Testament,330764,"[35, 14]",2015-09-02,14.981,6.7,1614,fr,False
774,Monsters,Monsters,43933,"[18, 53, 878]",2010-06-18,34.938,6.2,1550,en,False
775,Ferrari,Ferrari,365620,"[36, 18]",2023-12-14,32.294,6.5,917,en,False
776,Dante's Peak,Dante's Peak,9619,"[28, 12, 18, 53]",1997-02-07,21.723,6.2,1839,en,False
777,Virus,Night of the Zombies,21380,"[27, 878]",1980-11-17,34.686,5.3,128,it,False
778,Rage at Dawn,Rage at Dawn,22408,"[28, 37]",1955-03-26,18.494,6.1,26,en,False
779,Austin Powers: International Man of Mystery,Austin Powers: International Man of Mystery,816,"[878, 35, 80]",1997-05-02,25.709,6.564,3342,en,False
780,Le magasin des suicides,The Suicide Shop,118293,"[35, 16, 10402]",2012-09-26,17.96,6.3,588,fr,False
781,El Niño,El nino,247182,"[12, 80, 53, 28]",2014-08-29,14.821,6.5,241,es,False
782,Pygmalion,Pygmalion,25016,"[35, 18, 10749]",1939-03-03,14.821,7.0,132,en,False
783,Le Calendrier,The Advent Calendar,762079,"[27, 53, 18]",2021-12-01,31.971,6.704,328,fr,False
784,The Belko Experiment,The Belko Experiment,341006,"[27, 53]",2016-03-17,34.535,6.2,1452,en,False
785,Minari,Minari,615643,[18],2021-02-12,34.531,7.3,1586,en,False
786,극한직업,Extreme Job,567646,"[28, 35, 80]",2019-01-23,25.208,7.098,275,ko,False
787,The King's Speech,The King's Speech,45269,"[18, 36]",2010-11-26,34.511,7.742,8612,en,False
788,La pasajera,The Passenger,869399,"[27, 35, 878]",2022-06-03,27.548,5.787,61,es,False
789,The Last Valley,The Last Valley,42525,"[36, 10752, 18]",1971-01-28,21.505,6.6,52,en,False
790,All the Old Knives,All the Old Knives,294793,"[53, 28]",2022-04-08,34.482,6.0,528,en,False
791,Alone,Alone,509635,"[53, 27]",2020-09-10,31.949,6.3,710,en,False
792,The Mummy,The Mummy,282035,"[14, 53, 28, 12, 27]",2017-06-06,29.009,5.515,7144,en,False
793,Sherlock Holmes,Sherlock Holmes,33555,"[14, 27, 28, 9648, 878]",2010-01-26,14.673,5.0,91,en,False
794,Species II,Species II,10216,"[878, 28, 27]",1998-04-10,21.167,5.1,696,en,False
795,रॉकी और रानी की प्रेम कहानी,Rocky Aur Rani Kii Prem Kahaani,848116,"[35, 18, 10751, 10749]",2023-07-28,14.662,6.1,49,hi,False
796,Sands of Iwo Jima,Sands of Iwo Jima,18712,"[10752, 18]",1950-01-01,25.163,6.4,133,en,False
797,Nanny,Nanny,843932,"[18, 27]",2022-11-23,14.646,5.3,180,en,False
798,Prisoners of the Sun,Prisoners of the Sun,241958,"[9648, 28, 12, 27]",2013-12-20,14.636,3.9,61,en,False
799,Adrenaline,Adrenaline,1048300,[28],2022-12-15,14.635,6.061,57,en,False
800,John and the Hole,John and the Hole,682532,"[18, 53, 27]",2021-08-06,23.417,5.444,124,en,False
801,Rob the Mob,Rob the Mob,243935,"[80, 18]",2014-03-21,14.573,6.1,229,en,False
802,Bottoms,Bottoms,814776,[35],2023-08-25,23.683,6.7,588,en,False
803,TerrorVision,TerrorVision,24194,"[27, 878, 35]",1986-02-14,14.528,5.7,195,en,False
804,Devotion,Devotion,653851,"[10752, 18, 28]",2022-11-23,22.15,7.1,681,en,False
805,Battle of the Damned,Battle of the Damned,185471,"[28, 878, 12]",2013-07-25,14.489,4.6,121,en,False
806,Robin Hood,Robin Hood,375588,"[12, 28, 53, 14]",2018-11-03,30.879,5.912,2938,en,False
807,Asylum,Asylum,25993,[27],1972-11-17,14.444,6.0,165,en,False
808,OSS 117 : Alerte rouge en Afrique noire,OSS 117: From Africa with Love,604563,"[35, 12, 28]",2021-08-04,22.877,5.7,769,fr,False
809,Carol,Carol,258480,"[10749, 18]",2015-11-20,21.365,7.5,3640,en,False
810,Night of the Demon,Night of the Demon,25103,"[14, 27, 9648]",1957-11-09,33.36,7.0,265,en,False
811,[REC]³ Génesis,[REC]³ Genesis,80280,[27],2012-03-30,25.86,5.3,1450,es,False
812,Den 12. mann,The 12th Man,435577,"[10752, 18]",2017-12-25,33.622,7.2,527,no,False
813,Nowhere Special,Nowhere Special,728142,[18],2020-09-10,33.594,7.2,157,en,False
814,సీతా రామం,Sita Ramam,894803,"[36, 10749, 18]",2022-08-05,33.59,7.8,66,te,False
815,Reptilicus,Reptilicus,21266,"[27, 878]",1961-02-20,33.583,3.6,96,da,False
816,Exodus,Exodus,1941,"[18, 10752]",1960-12-15,33.576,6.6,194,en,False
817,Ghostland,Ghostland,476299,"[27, 9648, 53]",2018-03-14,25.353,7.376,2367,en,False
818,Mary Shelley,Mary Shelley,332283,"[10749, 18]",2017-08-06,14.341,7.0,964,en,False
819,Waiting...,Waiting...,7553,"[35, 10749]",2005-10-07,29.332,6.3,834,en,False
820,Money Plane,Money Plane,694919,"[28, 80, 53]",2020-09-29,32.068,5.7,279,en,False
821,Last Flag Flying,Last Flag Flying,419709,"[18, 35]",2017-11-03,14.215,6.759,438,en,False
822,La gran familia española,Family United,215848,"[35, 10749]",2013-09-13,33.152,5.9,120,es,False
823,Sentinelle,Sentinelle,1000081,"[28, 35, 80]",2023-08-27,33.123,5.3,251,fr,False
824,Les Petites Victoires,The Small Victories,1000603,[35],2023-03-01,33.046,6.7,118,fr,False
825,Ostwind 3 - Aufbruch nach Ora,Windstorm 3,422766,"[10751, 12]",2017-07-27,15.793,7.5,126,de,False
826,Tactical Force,Tactical Force,70008,"[28, 53]",2011-12-01,21.283,5.5,135,en,False
827,Pressure,Pressure,252164,"[18, 53]",2015-06-04,32.92,5.7,229,en,False
828,13 Minutes,13 Minutes,787723,"[28, 18, 53]",2021-10-29,24.792,6.0,212,en,False
829,Boys Town,Boys Town,42390,[18],1938-09-08,32.894,6.7,83,en,False
830,Army of One,Army of One,336445,[35],2016-11-04,14.089,5.2,290,en,False
831,疯了！桂宝之三星夺宝,Crazy Kwai Boo: Sanxingdui Spirited Away,1187998,"[16, 35, 14]",2022-07-29,25.554,4.647,17,zh,False
832,Dressed to Kill,Dressed to Kill,11033,"[53, 9648, 27]",1980-07-25,22.764,6.938,924,en,False
833,A Monster Calls,A Monster Calls,258230,"[18, 14]",2016-10-07,19.015,7.3,3269,en,False
834,Triggered,Triggered,715239,"[27, 28]",2020-08-28,21.772,5.3,116,en,False
835,Meet Cute,Meet Cute,843543,"[35, 10749, 878, 14]",2022-09-21,14.029,5.835,260,en,False
836,The Crocodile Hunter: Collision Course,The Crocodile Hunter: Collision Course,17043,"[10751, 12, 35]",2002-07-26,13.999,5.5,100,en,False
837,Miss Sloane,Miss Sloane,376290,"[18, 80]",2016-11-25,23.329,7.4,1780,en,False
838,Hector and the Search for Happiness,Hector and the Search for Happiness,254375,"[12, 18, 35]",2014-08-14,32.586,6.7,846,en,False
839,Curiosa,Curiosa,487616,"[18, 36]",2019-04-03,22.991,5.9,201,fr,False
840,Overdose,Overdose,896485,[28],2022-11-04,32.479,6.576,171,fr,False
841,शेरशाह,Shershaah,599925,"[28, 18, 53, 10752]",2021-08-12,18.386,7.4,88,hi,False
842,2:22,2:22,269795,"[878, 9648, 53, 10749]",2017-06-29,32.446,6.0,1434,en,False
843,What's Eating Gilbert Grape,What's Eating Gilbert Grape,1587,"[10749, 18]",1993-12-17,22.225,7.672,3901,en,False
844,The Ice Road,The Ice Road,646207,"[28, 53]",2021-06-24,21.989,6.8,1654,en,False
845,Последний богатырь,The Last Warrior,471968,"[14, 10751, 12, 28, 35]",2017-10-19,16.73,6.8,167,ru,False
846,Le Magnifique,The Magnificent One,19562,"[35, 10749, 28, 12]",1973-11-23,32.427,7.0,339,fr,False
847,The Black Shield of Falworth,The Black Shield of Falworth,24442,"[36, 12, 10749]",1954-09-02,13.874,6.2,23,en,False
848,Downton Abbey,Downton Abbey,535544,"[18, 10749, 36]",2019-09-12,21.221,7.1,1108,en,False
849,Van Diemen's Land,Van Diemen's Land,22882,"[18, 36, 53]",2009-09-24,32.311,5.3,45,en,False
850,The Guard of Auschwitz,The Guard of Auschwitz,598824,"[18, 53, 10752]",2018-05-28,20.647,4.371,31,en,False
851,The Endless,The Endless,430231,"[878, 27, 53]",2017-11-05,32.267,6.3,1068,en,False
852,The Wretched,The Wretched,605804,"[27, 9648, 53]",2020-03-09,32.253,6.06,613,en,False
853,Ostwind 2,Windstorm 2,334354,"[10751, 12, 18, 10749]",2015-05-14,13.813,7.3,207,de,False
854,Getting Even with Dad,Getting Even with Dad,41579,"[35, 80, 10751]",1994-06-17,13.813,5.2,193,en,False
855,பொன்னியின் செல்வன்: பாகம் 2,Ponniyin Selvan: Part II,858082,"[28, 12, 18]",2023-04-28,21.529,6.512,43,ta,False
856,I Can Only Imagine,I Can Only Imagine,470878,"[10402, 18]",2018-02-14,22.456,7.5,462,en,False
857,Army of Darkness,Army of Darkness,766,"[14, 27, 35]",1992-10-31,32.171,7.257,3103,en,False
858,The Perfect Weapon,The Perfect Weapon,416149,"[878, 28]",2016-09-09,13.777,3.9,66,en,False
859,The Man in the Iron Mask,The Man in the Iron Mask,4199,"[36, 12, 10770]",1977-07-17,13.768,6.2,58,en,False
860,The Julius House: An Aurora Teagarden Mystery,The Julius House: An Aurora Teagarden Mystery,414768,"[9648, 10770, 80, 18]",2016-10-16,13.766,6.8,108,en,False
861,Sharknado,Sharknado,205321,"[878, 28, 27, 35]",2013-07-11,32.109,3.9,1559,en,False
862,En man som heter Ove,A Man Called Ove,348678,"[35, 18]",2015-12-25,32.056,7.6,1128,sv,False
863,Songbird,Songbird,721625,"[878, 53]",2020-12-10,32.015,6.2,734,en,False
864,A Touch of Class,A Touch of Class,42458,"[35, 10749]",1973-05-25,24.079,6.1,55,en,False
865,Snowden,Snowden,302401,"[18, 36, 80, 53]",2016-09-15,17.176,7.1,4284,en,False
866,A Bone to Pick: An Aurora Teagarden Mystery,A Bone to Pick: An Aurora Teagarden Mystery,325078,"[9648, 80, 18, 10770]",2015-04-04,13.675,6.9,98,en,False
867,Maryland,Disorder,329815,"[18, 53]",2015-09-30,13.67,5.7,211,fr,False
868,Setup,Setup,70586,"[28, 80, 18, 53]",2011-10-17,27.919,4.9,404,en,False
869,The Red Shoes,The Red Shoes,19542,"[18, 10749]",1948-09-06,31.835,8.0,648,en,False
870,eXistenZ,eXistenZ,1946,"[28, 53, 878]",1999-04-14,31.801,6.806,1895,en,False
871,El método,The Method,21043,"[18, 53]",2005-09-22,31.777,6.7,197,es,False
872,The Family,The Family,112205,"[80, 35, 28]",2013-09-13,21.654,6.4,2889,en,False
873,The Girl Who Got Away,The Girl Who Got Away,855228,"[27, 53, 9648]",2021-08-20,31.718,6.1,76,en,False
874,Sundown,Sundown,854359,[18],2021-10-09,29.412,6.2,170,en,False
875,Nahir,Nahir,1234783,"[80, 18, 53]",2024-05-22,20.55,5.2,85,es,False
876,पद्मावत,Padmaavat,432527,"[18, 36, 10749]",2018-01-25,31.674,6.922,263,hi,False
877,The Postcard Killings,The Postcard Killings,449756,"[18, 53]",2020-03-13,25.153,6.391,569,en,False
878,Johnny English,Johnny English,9486,"[12, 28, 35]",2003-03-14,17.394,6.3,3408,en,False
879,The Trip to Italy,The Trip to Italy,242088,"[35, 18]",2014-04-24,13.559,6.3,235,en,False
880,BlackBerry,BlackBerry,1016084,[35],2023-02-13,31.633,7.187,543,en,False
881,La sirvienta,The Servant,1108958,"[18, 99, 36]",2023-03-24,25.703,2.0,1,es,False
882,도희야,A Girl at My Door,266058,[18],2014-05-22,13.554,6.9,161,ko,False
883,The Illusionist,The Illusionist,1491,"[14, 18, 53, 10749]",2006-08-18,19.388,7.297,4831,en,False
884,Tadeo Jones 2: El secreto del rey Midas,"Tad, the Lost Explorer, and the Secret of King Midas",452773,"[16, 12, 35, 10751]",2017-03-25,31.598,6.648,402,en,False
885,Lucía y el sexo,Sex and Lucía,1364,"[18, 10749]",2001-08-24,22.382,6.7,536,es,False
886,The Requin,The Requin,803114,"[27, 9648, 53]",2022-01-28,27.15,4.83,330,en,False
887,罗小黑战记,The Legend of Hei,620249,"[16, 14, 28]",2019-08-27,31.536,8.4,360,zh,False
888,Requisitos para ser una persona normal,Requirements to Be a Normal Person,331354,[35],2015-06-04,13.512,6.4,123,es,False
889,ദൃശ്യം 2,Drishyam 2,706872,"[53, 18, 80]",2021-02-19,19.891,7.6,105,ml,False
890,Bad Lieutenant,Bad Lieutenant,12143,"[80, 18]",1992-11-20,31.493,7.0,842,en,False
891,Agnes,Agnes,804755,"[27, 18]",2021-12-10,26.309,4.256,39,en,False
892,베테랑,Veteran,346646,"[28, 35, 80]",2015-08-05,31.427,6.9,202,ko,False
893,Puppet Master III,Puppet Master III,26956,"[27, 14, 878]",1992-05-01,25.363,6.4,159,en,False
894,El día de la bestia,The Day of the Beast,10722,"[27, 35, 28]",1995-10-20,31.385,7.3,526,es,False
895,Love Wrecked,Love Wrecked,27902,"[10749, 35]",2005-11-01,31.384,5.112,492,en,False
896,Teacher,Teacher,594265,[18],2019-08-13,13.444,6.4,37,en,False
897,Never Say Never Again,Never Say Never Again,36670,"[12, 28, 53]",1983-10-07,31.357,6.055,1422,en,False
898,唐山大兄,The Big Boss,12481,[28],1971-10-23,20.606,7.108,728,zh,False
899,A Simple Favor,A Simple Favor,484247,"[80, 53, 35]",2018-08-29,27.112,6.636,4094,en,False
900,Losin' It,Losin' It,33676,[35],1983-04-08,13.413,5.0,106,en,False
901,Kötü Kedi Şerafettin,Bad Cat,355066,"[35, 16, 28]",2016-02-05,31.242,6.8,176,tr,False
902,The Wall,The Wall,405775,"[10752, 53, 18]",2017-05-12,21.845,6.4,938,en,False
903,Circle of Friends,Circle of Friends,22625,"[18, 10749]",1995-04-07,31.154,6.3,85,en,False
904,Gold,Gold,760926,"[28, 12, 53]",2022-01-13,26.604,6.2,568,en,False
905,The Misfits,The Misfits,581644,"[28, 53]",2021-06-03,28.347,5.5,437,en,False
906,Siberia,Siberia,438689,"[80, 10749, 53]",2018-07-13,31.031,4.728,561,en,False
907,The Reef: Stalked,The Reef: Stalked,730167,"[27, 53]",2022-07-14,30.986,5.7,213,en,False
908,The Sisterhood of the Traveling Pants,The Sisterhood of the Traveling Pants,9779,"[18, 35, 10749]",2005-06-01,17.571,6.5,1273,en,False
909,Sorcerer,Sorcerer,38985,"[53, 12, 18]",1977-06-24,13.313,7.4,530,en,False
910,竜とそばかすの姫,Belle,776305,"[16, 878, 18, 10402]",2021-07-16,19.077,7.7,719,ja,False
911,The Amityville Horror,The Amityville Horror,11449,[27],1979-07-27,24.062,6.291,902,en,False
912,Amants,Lovers,594691,"[18, 53]",2020-11-17,19.321,5.354,157,fr,False
913,Mistrz,The Champion of Auschwitz,845875,"[18, 36]",2021-08-27,13.23,7.7,180,pl,False
914,A Menina que Matou os Pais,The Girl Who Killed Her Parents,608804,"[80, 18, 53]",2021-09-24,18.324,6.4,247,pt,False
915,Death Wish,Death Wish,395990,"[28, 80, 53]",2018-03-02,27.314,6.174,2537,en,False
916,San Andreas Mega Quake,San Andreas Mega Quake,609024,"[878, 28, 53]",2019-04-03,25.829,5.8,34,en,False
917,Bone Tomahawk,Bone Tomahawk,294963,"[37, 27, 18]",2015-10-23,23.549,6.9,2177,en,False
918,Buried Alive,Buried Alive,18217,[27],2007-02-07,13.172,4.7,114,en,False
919,Falcon Rising,Falcon Rising,270938,"[12, 28]",2014-09-05,30.709,6.3,331,en,False
920,Le vieux fusil,The Old Gun,3480,"[18, 36]",1975-08-22,30.699,7.5,228,fr,False
921,Mona Lisa and the Blood Moon,Mona Lisa and the Blood Moon,522526,"[9648, 14, 53]",2022-09-30,30.645,6.3,163,en,False
922,Thank You for Your Service,Thank You for Your Service,347629,"[18, 10752]",2017-10-26,30.6,6.5,360,en,False
923,Amor a primera Visa,Pulling Strings,219553,"[35, 10749]",2013-10-05,30.586,6.9,102,es,False
924,The Contractor,The Contractor,628900,"[28, 53]",2022-03-10,30.58,6.362,879,en,False
925,The Electrical Life of Louis Wain,The Electrical Life of Louis Wain,617762,"[18, 36, 35]",2021-10-21,30.394,6.9,438,en,False
926,Science Fiction Volume One: The Osiris Child,Science Fiction Volume One: The Osiris Child,354282,[878],2016-02-17,30.342,5.6,483,en,False
927,Desearás al hombre de tu hermana,Desire,479957,"[10749, 18]",2017-10-05,17.003,5.9,198,es,False
928,Wyvern,Wyvern,21864,"[14, 878, 10770, 28, 12]",2009-01-31,12.979,5.0,64,en,False
929,सरदार उधम,Sardar Udham,598826,"[80, 18, 36]",2021-10-16,21.08,7.2,94,hi,False
930,La ragazza nella nebbia,The Girl in the Fog,468202,"[9648, 53, 80]",2017-10-26,17.747,6.8,992,it,False
931,大日本人,Big Man Japan,11693,"[28, 35, 878]",2007-05-19,13.502,6.0,92,ja,False
932,Shattered,Shattered,2071,"[9648, 53]",1991-10-11,30.198,6.1,190,en,False
933,Fuga de Cerebros,Brain Drain,18120,[35],2009-04-18,12.924,5.2,170,es,False
934,Vicky Cristina Barcelona,Vicky Cristina Barcelona,5038,"[18, 10749]",2008-08-15,30.143,6.798,3665,en,False
935,True Romance,True Romance,319,"[28, 80, 10749]",1993-09-09,19.976,7.538,2676,en,False
936,The Thing from Another World,The Thing from Another World,10785,"[18, 27, 878]",1951-04-05,30.085,6.719,590,en,False
937,The Magnificent Seven Ride!,The Magnificent Seven Ride!,43417,[37],1972-08-01,30.068,5.409,82,en,False
938,Guerra de Likes,War of Likes,709629,[35],2021-03-12,22.733,7.698,240,es,False
939,Backtrack,Backtrack,332704,"[9648, 27, 53]",2015-07-25,12.97,5.8,357,en,False
940,葉問3,Ip Man 3,365222,"[28, 18, 36]",2015-12-24,22.553,7.015,1711,cn,False
941,The Party,The Party,10794,[35],1968-04-04,29.957,7.282,745,en,False
942,Beau Is Afraid,Beau Is Afraid,798286,"[35, 12, 14]",2023-04-14,24.495,6.762,967,en,False
943,Banshee Chapter,Banshee Chapter,207769,"[27, 53]",2013-11-06,29.919,5.6,255,en,False
944,Game of Love,Game of Love,888479,"[10749, 18]",2022-10-14,29.915,6.2,185,en,False
945,Damage,Damage,11012,"[18, 10749]",1992-12-02,18.202,6.6,574,en,False
946,Level 16,Level 16,548066,"[878, 53]",2018-02-20,24.708,6.754,639,en,False
947,Вратарь Галактики,Cosmoball,517096,"[878, 12]",2020-08-27,29.751,6.4,226,ru,False
948,Fahim,Fahim,589978,"[18, 10751, 35]",2019-10-16,12.739,6.9,163,fr,False
949,The Mortuary Collection,The Mortuary Collection,524216,"[14, 27]",2020-09-25,29.688,6.7,417,en,False
950,One Million Years B.C.,One Million Years B.C.,3591,"[12, 14]",1966-11-24,29.67,6.075,208,en,False
951,"Ser du månen, Daniel",Held for Ransom,607528,[18],2019-08-29,28.794,7.0,62,da,False
952,Eradication,Eradication,993867,"[27, 53]",2022-07-15,26.191,6.236,146,en,False
953,The Count of Monte-Cristo,The Count of Monte-Cristo,4546,"[12, 28, 18, 36, 10770]",1975-10-31,29.49,6.7,147,en,False
954,La ardilla roja,The Red Squirrel,2444,"[18, 35]",1993-04-21,12.602,6.5,68,es,False
955,The House of Magic,The House of Magic,202575,"[10751, 14, 16, 12]",2013-12-24,29.313,6.3,342,en,False
956,Willy's Wonderland,Willy's Wonderland,643586,"[28, 27, 35]",2021-02-12,18.15,6.04,967,en,False
957,ドールズ,Dolls,870,"[18, 10749]",2002-10-12,13.886,7.562,315,ja,False
958,The Ten Commandments,The Ten Commandments,22331,"[16, 18, 10751, 14]",2007-10-19,29.186,5.9,31,en,False
959,僕のヒーローアカデミア THE MOVIE ワールド ヒーローズ ミッション ≪旅立ち≫,My Hero Academia: World Heroes' Mission – Take-off,993437,[16],2022-02-16,19.514,7.0,4,ja,False
960,Catwoman,Catwoman,314,"[28, 14, 80]",2004-07-22,21.124,4.603,3278,en,False
961,The Burial,The Burial,763165,"[18, 36]",2023-10-06,29.116,7.1,465,en,False
962,My One and Only,My One and Only,26820,"[35, 18]",2009-08-21,22.622,6.4,145,en,False
963,The Satanic Rites of Dracula,The Satanic Rites of Dracula,35669,[27],1973-11-03,29.068,5.6,143,en,False
964,The Girl King,The Girl King,329829,"[18, 36, 10749]",2015-12-11,12.455,6.2,161,en,False
965,비상선언,Emergency Declaration,626872,"[28, 18, 53]",2022-08-03,26.886,7.5,341,ko,False
966,La Guerre du feu,Quest for Fire,62204,"[12, 18]",1981-12-16,29.019,7.066,497,fr,False
967,The Gateway,The Gateway,713711,"[18, 53]",2021-09-03,29.018,5.407,70,en,False
968,神兵特攻,One More Shot,875279,"[28, 878]",2022-10-13,28.994,5.638,29,zh,False
969,Citizen Kane,Citizen Kane,15,"[9648, 18]",1941-04-17,23.604,8.0,5447,en,False
970,Pensati sexy,Still Fabulous,1115749,[35],2024-02-12,21.931,5.7,123,it,False
971,Mamma Mia! Here We Go Again,Mamma Mia! Here We Go Again,458423,"[35, 10749]",2018-07-09,28.907,7.107,3306,en,False
972,Bleeding Heart,Bleeding Heart,332706,"[53, 18]",2015-04-16,12.38,5.0,85,en,False
973,Universal Soldier: Day of Reckoning,Universal Soldier: Day of Reckoning,122857,"[28, 878, 53]",2012-10-04,18.846,5.5,422,en,False
974,Un moment d'égarement,One Wild Moment,342878,"[18, 10749]",2015-06-24,28.832,5.8,1008,fr,False
975,भोला,Bholaa,965606,"[28, 12, 80, 53]",2023-03-30,19.653,6.0,26,hi,False
976,Clown,Clown,112454,"[27, 53]",2014-11-13,20.59,5.773,1342,en,False
977,Jaque Mate,Jaque Mate,1217409,"[28, 35]",2024-01-25,28.797,5.0,13,es,False
978,Krampus 2: The Devil Returns,Krampus 2: The Devil Returns,419548,"[53, 28, 27]",2016-10-04,12.71,5.3,79,en,False
979,WolfCop,WolfCop,262840,"[27, 35]",2014-06-06,12.331,5.2,206,en,False
980,This Sporting Life,This Sporting Life,18774,[18],1963-02-07,17.331,7.0,107,en,False
981,Sgt. Stubby: An American Hero,Sgt. Stubby: An American Hero,433694,"[16, 12, 10751, 36, 10752]",2018-04-13,28.724,7.814,183,en,False
982,Wire Room,Wire Room,921360,"[28, 80]",2022-09-02,20.35,6.334,151,en,False
983,Freaks,Freaks,539892,[878],2019-09-12,21.084,6.7,1119,en,False
984,Shorta,Enforcement,711017,"[28, 80, 53]",2020-10-08,28.676,6.4,190,da,False
985,Erik Kivisüda,Erik Stoneheart,610411,"[10751, 12, 14]",2022-12-05,28.669,5.9,9,et,False
986,Running Scared,Running Scared,7304,"[28, 80, 18, 53]",2006-01-06,28.636,7.0,1017,en,False
987,The Commando,The Commando,753232,"[28, 80, 53]",2022-01-07,27.584,5.8,158,en,False
988,Cockneys vs Zombies,Cockneys vs Zombies,114606,"[35, 27]",2012-08-31,24.818,5.7,397,en,False
989,Villmark 2,Dark Woods II,336884,[27],2015-10-09,12.255,4.9,92,no,False
990,Long Shot,Long Shot,459992,"[35, 10749]",2019-05-02,16.566,6.7,2632,en,False
991,Las aventuras de Tadeo Jones,"Tad, the Lost Explorer",121734,"[16, 35, 12, 10751]",2012-08-10,27.56,6.2,562,es,False
992,Some Kind of Hate,Some Kind of Hate,334028,"[27, 14]",2015-05-02,12.22,4.7,116,en,False
993,ミスミソウ,Liverleaf,498934,"[27, 53, 18]",2018-04-07,16.984,6.464,56,ja,False
994,Låt den rätte komma in,Let the Right One In,13310,"[27, 18]",2008-10-24,22.296,7.536,2884,sv,False
995,Father of the Bride,Father of the Bride,20758,"[35, 10749, 18]",1950-05-18,28.386,7.0,199,en,False
996,Candy Cane Lane,Candy Cane Lane,1022964,"[35, 14, 10751]",2023-11-29,18.352,6.055,364,en,False
997,クローズ EXPLODE,Crows Explode,253451,"[28, 12, 80, 35]",2014-04-12,28.379,6.1,96,ja,False
998,Большое путешествие,The Big Trip,533715,"[16, 35, 12, 10751]",2019-04-27,20.243,7.0,69,ru,False
999,The Commuter,The Commuter,399035,"[28, 53, 9648]",2018-01-11,22.292,6.4,4329,en,False
1000,Time Is Up,Time Is Up,763148,"[10749, 18]",2021-09-09,26.296,6.5,651,en,False
1001,Last Christmas,Last Christmas,549053,"[35, 10749]",2019-11-07,25.037,7.24,2319,en,False
1002,Father Stu,Father Stu,809140,[18],2022-04-13,17.046,7.165,601,en,False
1003,Chasing Happiness,Chasing Happiness,601169,"[99, 10402]",2019-06-04,22.285,8.0,146,en,False
1004,"One, Two, Three","One, Two, Three",430,[35],1961-12-15,28.228,7.5,360,en,False
1005,Gantz,Gantz,56832,"[27, 28, 878]",2010-11-29,19.274,6.6,298,ja,False
1006,"Papita, maní, tostón","Papita, maní, tostón",248424,"[35, 10749]",2013-12-20,12.079,7.7,77,es,False
1007,Braven,Braven,459910,"[18, 28, 53]",2018-02-01,19.776,6.2,1007,en,False
1008,बच्चन पांडे,Bachchhan Paandey,715765,"[35, 28, 80]",2022-03-18,15.097,5.3,27,hi,False
1009,Sightseers,Sightseers,117974,"[35, 80, 10749]",2012-11-30,25.516,6.3,501,en,False
1010,RoboCroc,RoboCroc,221737,"[27, 14, 878]",2013-09-14,25.706,4.7,48,en,False
1011,A Time to Love and a Time to Die,A Time to Love and a Time to Die,84079,"[18, 10752, 10749]",1958-07-09,12.045,7.2,86,en,False
1012,Infamous,Infamous,703134,[80],2020-06-12,26.02,5.8,175,en,False
1013,Kings,Kings,408873,"[10749, 18, 80]",2017-11-11,12.035,5.6,151,en,False
1014,Blame,Blame,422128,[18],2018-01-05,18.765,6.704,125,en,False
1015,The Exception,The Exception,339987,"[10752, 18]",2017-06-02,28.063,6.9,418,en,False
1016,The Peanut Butter Falcon,The Peanut Butter Falcon,463257,"[12, 35, 18]",2019-08-09,15.011,7.401,1363,en,False
1017,The Danish Girl,The Danish Girl,306819,[18],2015-11-27,18.506,7.6,5710,en,False
1018,"Aguirre, der Zorn Gottes","Aguirre, the Wrath of God",2000,"[36, 12, 18]",1972-12-29,27.994,7.5,1075,de,False
1019,Crash,Crash,1640,[18],2005-05-06,17.997,7.2,3420,en,False
1020,Werewolf Castle,Werewolf Castle,854867,"[27, 14, 36, 28]",2022-01-31,26.61,5.425,20,en,False
1021,切腹,Harakiri,14537,"[28, 18, 36]",1962-09-15,20.741,8.404,983,ja,False
1022,Maximum Overdrive,Maximum Overdrive,9980,"[27, 28, 878]",1986-07-25,15.239,5.829,738,en,False
1023,River Queen,River Queen,24671,"[12, 10752]",2005-09-12,11.953,5.8,30,en,False
1024,The Tender Bar,The Tender Bar,727293,[18],2021-12-17,27.857,6.616,527,en,False
1025,The Man Who Killed Hitler and Then the Bigfoot,The Man Who Killed Hitler and Then the Bigfoot,530081,"[18, 12, 14]",2019-02-08,27.832,5.4,429,en,False
1026,About Fate,About Fate,828613,"[10749, 35]",2022-09-08,15.504,7.416,383,en,False
1027,キュア,Cure,36095,"[80, 53, 27, 9648]",1997-12-27,22.474,7.5,509,ja,False
1028,Blood Monkey,Blood Monkey,42302,"[12, 28, 27, 53]",2007-09-24,25.47,5.6,132,en,False
