,original_name,name,id,genre_ids,first_air_date,popularity,vote_average,vote_count,original_language,adult
243,Transformers: Rescue Bots,Transformers: Rescue Bots,38881,"[10759, 16, 10762, 10765]",2012-02-18,34.668,7.359,32,en,False
244,Periodistas,Periodistas,71224,"[35, 18, 10767]",1998-01-13,34.199,4.4,5,es,False
245,The Exorcist,The Exorcist,67135,"[9648, 18]",2016-09-23,34.187,7.3,679,en,False
246,유괴의 날,The Kidnapping Day,212203,"[18, 35, 80, 9648]",2023-09-13,33.987,8.462,26,ko,False
247,Las Amazonas,Las Amazonas,91621,"[10766, 18]",2016-05-16,33.973,7.4,105,es,False
248,Dance Academy,E Dance Academy,32515,"[35, 18, 10751]",2010-05-31,33.72,7.326,43,en,False
249,The Walking Dead: Origins,The Walking Dead: Origins,129035,[99],2021-07-15,33.691,7.8,477,en,False
250,내 남자는 큐피드,My Man Is Cupid,155040,"[35, 18]",2023-12-01,33.664,7.6,47,ko,False
251,Offspring,Offspring,33155,[18],2010-08-22,33.513,7.1,24,en,False
252,इंडियन पुलिस फोर्स,Indian Police Force,201009,"[10759, 80]",2024-01-19,33.493,6.649,37,hi,False
253,La Jauría,La Jauría,104819,"[18, 80]",2020-07-10,33.438,7.3,598,es,False
254,Dark Winds,Dark Winds,128904,"[80, 18, 9648]",2022-06-12,33.063,7.505,103,en,False
255,Code Lyoko,Code Lyoko,4622,"[10765, 16, 35, 10759]",2003-09-03,33.022,7.423,71,fr,False
256,ヲタクに恋は難しい,Wotakoi: Love Is Hard for Otaku,78457,"[35, 16]",2018-04-13,32.974,7.433,105,ja,False
257,Kung Fu Panda: The Paws of Destiny,Kung Fu Panda: The Paws of Destiny,82747,"[16, 10762, 10751, 10759, 35]",2018-11-15,32.813,7.2,869,en,False
258,Poliana Moça,Poliana Moça,157059,"[10766, 10759, 10751, 18]",2022-03-21,32.78,6.1,27,pt,False
259,The Night Manager,The Night Manager,61859,"[18, 9648, 80]",2016-02-21,32.61,7.8,1004,en,False
260,Física o química,Physics or Chemistry,21631,"[18, 35]",2008-02-04,32.082,8.297,288,es,False
261,द फ़ैमिली मैन,The Family Man,93352,"[35, 18, 10759]",2019-09-20,32.08,7.758,132,hi,False
262,Transparent,Transparent,61406,"[35, 18]",2014-09-26,31.967,6.415,147,en,False
263,11.22.63,11.22.63,64464,"[18, 10765]",2016-02-15,31.723,7.8,1459,en,False
264,오 나의 귀신님,Oh My Ghost,63119,"[35, 10765, 10766]",2015-07-03,31.393,8.2,110,ko,False
265,법쩐,Payback: Money and Power,209751,"[18, 9648]",2023-01-06,31.247,6.2,33,ko,False
266,Santiago of the Seas,Santiago of the Seas,113098,"[10762, 10759]",2020-10-09,31.239,7.3,3,en,False
267,Manes,Dudes,220663,"[18, 35]",2023-02-15,31.204,8.5,25,es,False
268,पंचायत,Panchayat,101352,"[35, 18]",2020-03-05,30.7,8.0,86,hi,False
269,SpongeBob SquarePants,SpongeBob SquarePants,387,"[16, 35, 10751]",1999-05-01,30.484,7.7,2943,en,False
270,Olvidarte Jamás,Olvidarte Jamás,107142,"[10766, 18]",2006-01-09,30.415,2.0,1,es,False
271,The Wilds,The Wilds,113367,"[9648, 18]",2020-12-11,30.386,7.763,441,en,False
272,Harlan Coben's Shelter,Harlan Coben's Shelter,210787,"[18, 9648, 80]",2023-08-17,30.126,7.131,88,en,False
273,안나,Anna,196268,[18],2022-06-24,29.972,7.5,42,ko,False
274,無限の住人,Blade of the Immortal,34697,"[16, 10759]",2008-07-14,29.922,6.0,14,ja,False
275,Ángel Rebelde,Ángel Rebelde,19578,"[18, 10766]",2004-02-02,29.728,3.3,3,es,False
276,Reina roja,Red Queen,203667,"[10759, 9648]",2024-02-29,29.486,7.1,77,es,False
277,날 녹여주오,Melting Me Softly,92911,"[9648, 35, 10765]",2019-09-28,29.484,8.0,49,ko,False
278,Odd Squad,Odd Squad,73549,"[35, 80, 10751, 10765, 9648, 10762]",2014-11-26,29.181,6.5,26,en,False
279,유령을 잡아라,Catch The Ghost,94615,"[35, 80, 9648]",2019-10-21,29.156,7.3,14,ko,False
280,Bing,Bing,69501,"[10762, 16, 10751]",2014-06-09,29.14,7.5,8,en,False
281,Nine Perfect Strangers,Nine Perfect Strangers,88989,"[18, 9648]",2021-08-18,28.818,7.06,436,en,False
282,Dom,DOM,123377,"[80, 18]",2021-06-04,28.656,7.291,103,pt,False
283,Blue Water High,Blue Water High,109,"[18, 35]",2005-05-11,28.464,7.132,19,en,False
284,Los Protegidos,Los Protegidos,62466,"[10751, 35, 18]",2010-01-12,28.064,7.4,28,es,False
285,Rosario,Rosario,92047,"[10766, 18]",2013-01-28,28.025,5.2,4,es,False
286,Soñar no Cuesta Nada,Soñar no Cuesta Nada,14849,"[18, 10766]",2005-05-23,28.018,0.0,0,es,False
287,Les Tres Bessones,The Triplets,66695,"[16, 10762, 10765, 10759]",1995-04-18,27.96,6.8,16,ca,False
288,Homecoming,Homecoming,80335,[18],2018-11-01,27.871,7.0,284,en,False
289,Patriot,Patriot,64396,"[35, 18]",2015-11-03,27.436,7.626,143,en,False
290,El Cid,The Legend of El Cid,94167,"[10759, 18, 10768]",2020-12-18,27.367,7.259,195,es,False
291,Les Barbapapa,Barbapapa,65136,"[10762, 16, 10751]",1974-01-01,27.307,7.295,22,fr,False
292,School of Rock,School of Rock,65876,"[35, 10751]",2016-03-12,26.897,7.147,68,en,False
293,LOL: Last One Laughing,LOL: Last One Laughing,122241,"[35, 10764]",2021-04-01,26.806,7.4,57,de,False
294,Cruel Summer,Cruel Summer,98201,"[18, 9648]",2021-04-20,26.604,7.45,328,en,False
295,Sergeant Preston of the Yukon,Sergeant Preston of the Yukon,23365,[37],1955-09-29,26.591,6.0,5,en,False
296,Expats,Expats,95556,[18],2024-01-25,26.282,6.681,80,en,False
297,Die Biene Maja,Maya the Bee,61740,"[16, 10762]",2013-04-01,26.211,6.9,20,de,False
298,The Lost Flowers of Alice Hart,The Lost Flowers of Alice Hart,125816,"[18, 9648]",2023-08-03,26.181,7.683,104,en,False
299,María Magdalena,Maria Magdalena,86361,[18],2018-10-15,26.144,6.3,18,es,False
300,Call Me Bae,Call Me Bae,238108,"[18, 35]",2024-09-06,26.118,0.0,0,hi,False
301,僕の愛しい妖怪ガールフレンド,My Undead Yokai Girlfriend,248395,"[10759, 35, 10765]",2024-03-22,25.98,6.6,9,ja,False
302,Wilderness,Wilderness,204276,[18],2023-09-15,25.927,6.471,85,en,False
303,Heirs of the Night,Heirs of the Night,93842,"[10765, 9648]",2019-10-25,25.866,7.3,30,en,False
304,First Dates,First Dates,84443,"[10764, 10767]",2016-04-17,25.844,4.3,3,es,False
305,ZeroZeroZero,ZeroZeroZero,92137,"[80, 18]",2020-02-14,25.626,7.7,393,it,False
306,刻刻,"Kokkoku, Moment by Moment",76131,"[16, 18, 9648, 10765]",2018-01-08,25.605,6.7,42,ja,False
307,The Power,The Power,95558,"[10765, 9648, 18]",2023-03-30,25.601,6.1,83,en,False
308,Sebastian Fitzeks Die Therapie,Sebastian Fitzek's Therapy,207713,"[9648, 18]",2023-10-26,25.561,7.3,58,de,False
309,தி வில்லேஜ்,The Village,200879,"[9648, 10765, 10759]",2023-11-24,25.239,4.765,17,ta,False
310,Transformers: EarthSpark,Transformers: EarthSpark,157747,"[16, 10762, 10765, 35, 18]",2022-11-11,25.142,6.8,19,en,False
311,Hardcore Pawn,Hardcore Pawn,33478,"[10764, 99]",2010-08-16,24.95,5.1,54,en,False
312,Cites,Cites,62453,[18],2015-04-27,24.877,7.133,15,ca,False
313,异常生物见闻录,Journal of the Mysterious Creatures,91160,"[16, 10765, 35]",2019-06-28,24.839,5.0,6,zh,False
314,モダンラブ・東京～さまざまな愛の形～,Modern Love Tokyo,208596,[18],2022-10-21,24.708,6.7,17,ja,False
315,사장님의 식단표,Spice Up Our Love,273307,"[35, 18, 10765]",2024-10-03,24.629,7.5,8,ko,False
316,Chloe's Closet,Chloe's Closet,34449,"[16, 10762, 35, 10751]",2010-04-19,24.591,5.2,5,en,False
317,La vuelta al mundo de Willy Fog,Around the World With Willy Fog,5150,"[16, 35, 10759, 10751]",1983-08-01,24.45,7.5,63,es,False
318,Un paso adelante,Un paso adelante,6798,"[18, 10749, 35]",2002-01-08,24.247,5.8,29,es,False
319,Historias para no dormir,Tales to Keep You Awake,44495,"[18, 35, 9648, 10765]",1966-02-04,24.094,7.0,13,es,False
320,Frank Herbert's Children of Dune,Frank Herbert's Children of Dune,9156,"[10765, 18]",2003-03-16,24.001,7.0,205,en,False
321,バビロン,Babylon,92599,"[16, 10759, 9648, 80]",2019-10-07,23.956,6.1,30,ja,False
322,ペット,Pet,93593,"[16, 9648, 18]",2020-01-06,23.955,6.4,19,ja,False
323,Four More Shots Please!,Four More Shots Please!,86165,"[18, 35]",2019-01-24,23.949,5.88,25,hi,False
324,Monsters vs. Aliens,Monsters vs. Aliens,60789,"[16, 10751]",2013-03-23,23.751,5.893,42,en,False
325,Swarm,Swarm,220116,"[18, 80, 35]",2023-03-16,23.667,6.726,124,en,False
326,HITOSHI MATSUMOTO Presents ドキュメンタル,HITOSHI MATSUMOTO Presents Documental,78906,"[35, 10764]",2016-11-30,23.584,8.3,7,ja,False
327,Porno y helado,Porn and Ice Cream,194807,[35],2022-03-11,23.31,6.9,32,es,False
328,Compañeros,Compañeros,68662,"[35, 18]",1998-03-25,23.261,5.8,9,es,False
329,守卫者·浮出水面,Head Above Water,74424,"[80, 18, 9648]",2017-10-16,23.256,2.0,1,zh,False
330,舟を編む,The Great Passage,65952,"[16, 18]",2016-10-14,23.147,7.2,23,ja,False
331,Cómo cazar a un monstruo,Hunting a Monster,258847,"[99, 18, 80]",2024-09-06,23.114,8.15,10,es,False
332,Deadloch,Deadloch,225780,"[35, 80]",2023-06-01,23.082,6.361,83,en,False
333,Prisma,Prisma,158053,[18],2022-09-21,22.912,7.2,61,it,False
334,Curro Jiménez,Curro Jiménez,19522,"[10759, 35]",1976-12-22,22.735,6.4,6,es,False
335,Polly Pocket,Polly Pocket,89095,"[10762, 16]",2018-07-01,22.728,6.0,11,en,False
336,Sacrificio de Mujer,Sacrificio de Mujer,32982,[18],2011-04-18,22.453,2.0,1,en,False
337,Sin huellas,No Traces,219432,"[35, 10759]",2023-03-16,22.382,6.929,35,es,False
338,LOL: Last One Laughing,LOL: Last One Laughing,84969,[35],2018-12-13,22.378,7.4,310,es,False
339,Mar de plástico,Mar de plástico,63869,"[80, 9648, 18]",2015-09-22,22.219,5.354,24,es,False
340,Madres: amor y vida,Madres: amor y vida,103156,[18],2020-05-08,22.149,5.8,10,es,False
341,Escort Boys,Escort Boys,241063,"[18, 35]",2023-12-22,22.145,6.9,25,fr,False
342,Kong: The Animated Series,Kong: The Animated Series,12620,"[16, 10759, 10765]",2000-09-09,22.117,6.8,6,en,False
343,"De brutas, nada",De brutas nada,111499,"[35, 18]",2020-06-11,22.099,8.1,553,es,False
344,Tickety Toc,Tickety Toc,76297,"[16, 10762]",2012-09-10,21.885,2.0,1,ko,False
345,Cimarron Strip,Cimarron Strip,11988,[37],1967-09-07,21.858,5.045,11,en,False
346,El pueblo,The Countryside,89427,[35],2019-05-14,21.768,7.638,29,es,False
347,S.O.Z: Soldados o Zombies,S.O.Z: Soldiers or Zombies,95281,"[18, 10765]",2021-08-06,21.619,7.157,655,es,False
348,Jury Duty,Jury Duty,222023,[35],2023-04-07,21.577,7.648,142,en,False
349,The Second Best Hospital in the Galaxy,The Second Best Hospital in the Galaxy,202667,"[16, 10765, 35]",2024-02-22,21.503,7.6,24,en,False
350,Undone,Undone,86340,"[16, 10765, 18]",2019-09-12,21.444,7.685,284,en,False
351,Los misterios de Laura,Los misterios de Laura,62984,"[80, 18, 9648]",2009-07-27,21.391,7.1,25,es,False
352,¿Quién lo mató?,Who Killed Him?,252146,"[80, 9648, 18]",2024-05-24,21.355,7.568,66,es,False
353,Eva Luna,Eva Luna,37743,[18],2010-11-01,21.27,7.0,67,es,False
354,The Hour,The Hour,39718,"[18, 10767, 10768, 80]",2011-07-19,21.268,7.6,79,en,False
355,Kevin Can F**K Himself,Kevin Can F**K Himself,99652,"[35, 18]",2021-06-20,21.216,6.878,78,en,False
356,Little Fires Everywhere,Little Fires Everywhere,90257,[18],2020-03-18,21.156,7.7,317,en,False
357,HIT,HIT,110338,"[18, 10751]",2020-09-21,21.136,7.2,12,es,False
358,Les Revenants,The Returned,46616,"[9648, 10765, 18]",2012-11-26,21.046,7.419,248,fr,False
359,Jalas o Te Rajas,Prank or Tank,228820,[10764],2023-06-15,20.942,7.6,17,es,False
360,The Rig,The Rig,112581,"[18, 9648]",2023-01-06,20.919,6.75,144,en,False
361,Okkupert,Occupied,63867,"[18, 10768]",2015-11-19,20.772,7.2,104,no,False
362,Mya Go,Mya Go,99241,"[10751, 10762]",2020-01-13,20.77,6.0,1,en,False
363,Red Oaks,Red Oaks,63130,"[35, 18]",2014-08-28,20.741,7.275,100,en,False
364,エスカ＆ロジーのアトリエ 〜黄昏の空の錬金術士〜,Atelier Escha & Logy: Alchemists of the Dusk Sky,60819,"[16, 10765, 35]",2014-04-10,20.74,7.1,34,ja,False
365,Morangos com Açúcar,Sweet Strawberries,234520,"[18, 35, 9648]",2023-10-23,20.636,5.8,7,pt,False
366,Too Old to Die Young,Too Old to Die Young,70168,"[80, 18]",2019-06-10,20.618,7.4,146,en,False
367,沈黙の艦隊,The Silent Service,244814,"[18, 10768]",2024-02-09,20.565,5.7,3,ja,False
368,Hand of God,Hand of God,61263,[18],2014-08-28,20.397,6.702,119,en,False
369,The Romanoffs,The Romanoffs,73607,[18],2018-10-11,20.366,6.5,61,en,False
370,Utopia,Utopia,78903,"[18, 10759, 9648]",2020-09-25,20.334,7.3,430,en,False
371,Ciega a citas,Ciega a citas,71164,[35],2014-03-10,20.309,5.7,3,es,False
372,バッテリー,Battery,65957,"[16, 18]",2016-07-15,20.258,6.1,8,ja,False
373,"Policías, en el corazón de la calle","Policías, en el corazón de la calle",61793,"[10759, 80, 18]",2000-01-11,20.228,4.5,2,es,False
374,The Widow,The Widow,85854,"[18, 10759]",2019-02-28,20.054,6.881,177,en,False
375,I Know What You Did Last Summer,I Know What You Did Last Summer,129680,"[18, 9648]",2021-10-14,19.774,6.6,200,en,False
376,44 Gatti,44 Cats,89387,"[16, 35, 10762, 10759, 10751]",2018-11-11,19.764,7.2,10,it,False
377,Los Farad,Los Farad,225283,"[18, 80]",2023-12-12,19.675,6.556,44,es,False
378,L'Acadèmia,The Academy,250713,[18],2024-04-01,19.652,5.7,5,ca,False
379,Ricky Zoom,Ricky Zoom,97854,"[16, 10762, 10751, 35]",2019-09-02,19.622,6.0,6,en,False
380,Zou,Zou,78250,[16],2012-05-12,19.517,6.6,5,fr,False
381,Modern Love Chennai,Modern Love Chennai,200874,"[35, 18]",2023-05-18,19.513,6.5,8,ta,False
382,Farmacia de guardia,Farmacia de guardia,70217,[35],1991-09-19,19.446,6.0,10,es,False
383,The Consultant,The Consultant,139099,"[35, 18]",2023-02-23,19.372,6.809,165,en,False
384,With Love,With Love,126914,"[35, 18]",2021-12-16,19.206,6.5,34,en,False
385,Jet Lag,Jet Lag,62579,[35],2001-10-02,19.042,2.0,1,ca,False
386,Holocaust,Holocaust,15571,"[18, 10768]",1978-04-16,19.032,7.4,62,en,False
387,David el gnomo,The World of David the Gnome,2849,"[16, 10762, 10765]",1985-10-26,18.962,7.1,44,es,False
388,ラブ トランジット,Love Transit,226878,[10764],2023-06-15,18.958,0.0,0,ja,False
389,Sin tetas no hay paraíso,Sin tetas no hay paraíso,3988,[18],2008-01-09,18.694,5.042,12,es,False
390,"Iosi, el espía arrepentido","Yosi, the Regretful Spy",155646,[18],2022-04-29,18.616,6.925,20,es,False
391,Lore,Lore,73987,"[9648, 18]",2017-10-13,18.592,6.9,385,en,False
392,Wolf Like Me,Wolf Like Me,136738,"[35, 10765, 18]",2022-01-13,18.571,7.2,116,en,False
393,Harry Wild,Harry Wild,156993,"[18, 9648, 35]",2022-04-04,18.394,6.69,42,en,False
394,Mis adorables vecinos,Mis adorables vecinos,65873,[35],2004-04-11,18.371,6.0,5,es,False
395,Crusoe,Crusoe,7224,"[18, 10759]",2008-10-17,18.326,6.7,23,en,False
396,仮面ライダーBLACK SUN,Kamen Rider Black Sun,135822,"[10759, 18, 10765]",2022-10-28,18.198,8.264,53,ja,False
397,A League of Their Own,A League of Their Own,107005,"[35, 18]",2022-08-11,18.143,6.938,97,en,False
398,LOL: Chi ride è fuori,LOL: Last One Laughing Italy,120494,"[35, 10764]",2021-04-01,18.109,7.1,96,it,False
399,Der Greif,The Gryphon,221871,"[10765, 18]",2023-05-26,17.772,6.768,82,de,False
400,Hostel Daze,Hostel Daze,96421,"[18, 35]",2019-12-13,17.734,7.282,39,hi,False
401,Yoko,Yoko,96023,[],2016-09-12,17.611,0.0,0,es,False
402,ImMATURE,ImMATURE,87030,"[35, 18]",2019-02-20,17.61,7.2,15,hi,False
403,Gortimer Gibbon's Life on Normal Street,Gortimer Gibbon's Life on Normal Street,60610,"[10751, 10762]",2014-02-06,17.5,9.0,16,en,False
404,Polseres vermelles,Polseres vermelles,42194,[18],2011-01-24,17.486,7.8,23,ca,False
405,Heidi,Heidi,62475,"[16, 10751, 10762, 18]",2015-04-06,17.472,6.888,40,en,False
406,Inside Edge,Inside Edge,72739,[18],2017-07-09,17.453,6.0,25,hi,False
407,El Príncipe,El Principe,60621,"[80, 18]",2014-02-04,17.287,6.95,20,es,False
408,Ana y los 7,Ana y los 7,76671,"[10751, 35, 18]",2002-03-18,17.233,4.8,8,es,False
409,King Solomon's Mines,King Solomon's Mines,19699,[10759],2004-06-13,17.179,6.266,145,en,False
410,Dead Ringers,Dead Ringers,130987,"[9648, 18]",2023-04-20,17.158,6.3,83,en,False
411,Maradona: Sueño bendito,"Maradona, Blessed Dream",113901,[18],2021-10-29,17.079,7.5,640,es,False
412,Truth Seekers,Truth Seekers,92209,[35],2020-10-30,16.92,7.094,234,en,False
413,Hernán,Hernán,94536,"[18, 10759]",2019-11-21,16.689,7.77,174,es,False
414,Alphonse,Alphonse,197436,"[35, 18]",2023-10-12,16.469,6.3,18,fr,False
415,Nate Is Late,Nate Is Late,95775,"[10762, 16, 10765, 35]",2018-05-26,16.461,7.0,6,en,False
416,Cangaço Novo,New Bandits,137883,"[18, 80, 37]",2023-08-17,16.44,7.6,48,pt,False
417,Sanctuary: A Witch's Tale,Sanctuary: A Witch's Tale,238585,"[18, 10765]",2024-01-04,16.37,6.3,23,en,False
418,"Ellas aman, Ellos mienten","Ellas aman, Ellos mienten",112212,"[18, 9648, 10766]",2018-09-19,16.332,6.0,2,es,False
419,Wir Kinder vom Bahnhof Zoo,We Children from Bahnhof Zoo,115771,[18],2021-02-19,16.281,6.5,95,de,False
420,En fin,En Fin,225282,[35],2024-09-13,16.277,6.0,23,es,False
421,Daisy Jones & the Six,Daisy Jones & the Six,95555,[18],2023-03-02,16.27,8.0,153,en,False
422,I'm a Virgo,I'm a Virgo,105169,"[35, 10765, 18]",2023-06-22,16.26,6.8,39,en,False
423,James May: Our Man in…,James May: Our Man in…,96723,"[99, 35, 10759]",2020-01-03,16.205,7.7,94,en,False
424,Solos,Solos,119279,"[10765, 18]",2021-05-21,16.198,6.79,214,en,False
425,Made in Heaven,Made in Heaven,87407,[18],2019-03-07,16.197,7.2,31,hi,False
426,Paper Girls,Paper Girls,106431,"[18, 9648, 10765]",2022-07-28,16.164,7.496,125,en,False
427,Operación Marea Negra,Silent Cargo,128676,"[80, 18]",2022-02-25,16.153,6.0,20,es,False
428,Little Princess,Little Princess,16673,"[16, 10762]",2007-12-05,16.15,4.8,6,en,False
429,Eufòria,Eufòria,196632,[],2022-03-03,16.115,6.0,2,ca,False
430,The One That Got Away,The One That Got Away,220134,"[18, 35]",2018-01-15,16.043,0.0,0,tl,False
431,बंबई मेरी जान,Bambai Meri Jaan,202237,"[80, 18]",2023-09-14,16.041,0.0,0,hi,False
432,SamSam,SamSam,62206,[16],2007-07-02,15.997,3.7,3,fr,False
433,Salade grecque,Greek Salad,121459,"[18, 35]",2023-04-14,15.942,7.0,23,fr,False
434,Lost in Oz,Lost in Oz,63054,"[16, 10751, 10765, 10762, 35]",2015-06-26,15.921,6.5,16,en,False
435,Un asunto privado,A Private Affair,112321,"[35, 9648, 18]",2022-09-16,15.915,7.214,49,es,False
436,Conan the Adventurer,Conan the Adventurer,13260,"[10765, 10759]",1997-09-22,15.912,6.2,29,en,False
437,Night Sky,Night Sky,111894,"[10765, 18]",2022-05-19,15.79,6.9,163,en,False
438,Cómo sobrevivir soltero,How to Survive Being Single,103787,"[35, 18]",2020-06-26,15.784,7.1,318,es,False
439,Ángel o demonio,Angel or Demon,62501,"[10765, 9648]",2011-02-01,15.738,6.9,11,es,False
440,El Candidato,El Candidato,106108,"[10759, 80]",2020-07-17,15.736,6.9,131,es,False
441,मुंबई डायरीज,Mumbai Diaries,115466,"[18, 9648]",2021-09-09,15.715,7.1,21,hi,False
442,Killer Cakes,Killer Cakes,261963,[10764],2024-10-08,15.679,6.5,2,en,False
443,아파트 404,Apartment 404,236536,[10764],2024-02-23,15.472,8.4,5,ko,False
444,पाताल लोक,Paatal Lok,103051,"[80, 18]",2020-05-15,15.45,7.35,70,hi,False
445,Last Light,Last Light,195821,"[18, 10765]",2022-09-08,15.373,6.3,45,en,False
446,Las vueltas que da la vida,Las vueltas que da la vida,237057,[35],2022-10-22,15.312,0.0,0,es,False
447,Dino Dana,Dino Dana,71655,"[10762, 10751, 35]",2017-05-26,15.295,7.0,11,en,False
448,The Tribe,The Tribe,249753,[10764],2024-10-04,15.186,0.0,0,en,False
449,Innocent,Innocent,79013,"[80, 9648, 18]",2018-05-14,15.143,7.238,42,en,False
450,Planeta Calleja,Planeta Calleja,77727,[],2014-04-13,15.04,0.0,0,es,False
451,Mentiras Perfectas,Mentiras Perfectas,107078,[18],2013-10-28,14.963,8.25,14,es,False
452,Tales from the Loop,Tales from the Loop,93784,"[18, 9648, 10765]",2020-04-03,14.955,6.944,383,en,False
453,Permanent Roommates,Permanent Roommates,64068,[35],2014-10-29,14.87,7.174,46,hi,False
454,P#t@s redes sociales,F#Ck1Ng Social Media,233531,"[35, 18]",2023-09-14,14.757,7.7,24,es,False
455,Forever,Forever,81317,"[35, 18]",2018-09-14,14.715,6.654,52,en,False
456,El tiempo entre costuras,The Time in Between,63485,"[10759, 18]",2013-10-21,14.702,7.6,47,es,False
457,Jubilee,Jubilee,222922,[18],2023-04-07,14.699,7.1,16,hi,False
458,जी करदा,Jee Karda,227807,"[35, 18]",2023-06-15,14.645,7.0,5,hi,False
459,Panic,Panic,122530,"[10759, 18, 80]",2021-05-27,14.52,7.3,260,en,False
460,"LOL : Qui rit, sort !","LOL : Qui rit, sort !",122228,"[35, 10764]",2021-04-23,14.511,6.6,52,fr,False
461,Un Extraño Enemigo,An Unknown Enemy,82297,"[18, 10768, 80]",2018-10-01,14.425,8.014,70,es,False
462,Amor secreto,Amor secreto,90517,[18],2015-05-15,14.324,2.0,1,es,False
463,German Crime Story: Gefesselt,German Crime Story: Gefesselt,218069,[80],2023-01-13,14.23,7.6,17,de,False
464,Chavorrucos,Manchild,229509,[35],2023-07-06,14.088,7.222,9,es,False
465,Jean-Claude Van Johnson,Jean-Claude Van Johnson,67497,"[10759, 35, 18]",2016-08-19,14.016,6.542,144,en,False
466,Molang,Molang,84508,"[16, 10751]",2015-11-02,14.004,5.3,6,xx,False
467,దూత,Dhootha,200946,"[9648, 80, 18]",2023-11-30,13.979,7.071,14,te,False
468,LOL: Last One Laughing Nederland,LOL: Last One Laughing Netherlands,218529,[35],2023-01-20,13.937,6.0,5,nl,False
469,The Baxters,The Baxters,244563,[18],2024-03-27,13.92,7.2,4,en,False
470,Sin límites,Boundless,128032,"[10759, 18]",2022-06-17,13.889,7.5,102,es,False
471,Death Comes to Pemberley,Death Comes to Pemberley,56484,"[18, 9648]",2013-12-26,13.866,6.839,84,en,False
472,Breathe: Into the Shadows,Breathe: Into the Shadows,105521,"[18, 9648, 80]",2020-07-09,13.82,7.306,31,hi,False
473,Dispatches from Elsewhere,Dispatches from Elsewhere,81241,"[18, 9648]",2020-03-01,13.78,6.698,106,en,False
474,La Usurpadora,The Usurper,92433,"[18, 10766]",2019-09-02,13.778,6.9,314,es,False
475,Düğüm,Dilemma,247219,"[18, 9648]",2024-02-23,13.639,4.8,4,tr,False
476,Dulceida al desnudo,Dulceida al desnudo,213840,[99],2022-11-04,13.597,6.661,115,es,False
477,Maggie & Bianca Fashion Friends,Maggie & Bianca Fashion Friends,73379,"[35, 10762]",2016-08-29,13.57,7.6,10,it,False
478,சுழல்,Suzhal - The Vortex,200861,"[80, 9648]",2022-06-17,13.406,6.5,24,ta,False
479,El fin del amor,The End of Love,211855,"[18, 35]",2022-11-04,13.369,7.2,41,es,False
480,Niko and the Sword of Light,Niko and the Sword of Light,72898,"[16, 10759, 10765]",2017-07-21,13.33,7.9,9,en,False
481,Little Big Awesome,Little Big Awesome,67657,"[35, 10751, 16, 10759, 37]",2018-04-26,13.242,0.0,0,en,False
482,Les de l'hoquei,The Hockey Girls,90129,[18],2019-04-29,13.191,6.7,14,ca,False
483,Memento Mori,Memento Mori,234921,[80],2023-10-27,13.16,6.5,22,es,False
484,Nit i dia,Night and Day,65497,"[80, 18, 9648]",2016-02-01,13.135,5.083,12,ca,False
485,Archangel,Archangel,30301,"[18, 10759]",2005-03-19,13.106,6.227,44,en,False
486,Машины сказки,Masha's tales,55397,"[16, 10762, 10751, 35]",2012-01-01,13.053,5.2,9,ru,False
487,El Presidente,El Presidente,101881,[18],2020-06-05,13.031,7.2,420,es,False
488,La otra mirada,A Different View,79082,[18],2018-04-25,13.021,6.95,20,es,False
489,Tarzán,Tarzán,11737,[10759],1991-10-06,12.995,5.85,10,en,False
490,Soulmates,Soulmates,100771,"[10765, 80, 18]",2020-10-05,12.992,6.222,72,en,False
491,Mrs Sidhu Investigates,Mrs Sidhu Investigates,235111,"[18, 35, 80, 9648]",2023-09-18,12.955,7.1,10,en,False
492,Class of '07,Class of '07,207374,"[35, 18]",2023-03-16,12.935,6.8,37,en,False
493,The Lake,The Lake,158051,"[35, 18]",2022-06-16,12.918,6.406,32,en,False
494,Novela,Soap Opera,130845,[35],2023-07-27,12.902,6.6,9,pt,False
495,Paradise City,Paradise City,5768,"[10765, 18]",2021-03-25,12.843,8.1,162,en,False
496,Mia and Me,Mia and Me,52051,"[16, 10762, 10751]",2012-08-06,12.839,7.0,43,en,False
497,Enchantimals: Tales From Everwilde,Enchantimals: Tales From Everwilde,100435,"[16, 10751, 10762]",2018-07-20,12.823,8.0,4,en,False
498,Los Secretos de Lucía,Los Secretos de Lucía,205960,"[10759, 80]",2014-04-22,12.817,2.0,1,es,False
499,Gran reserva,Gran reserva,59164,"[18, 10751]",2010-04-15,12.731,4.833,6,es,False
500,The Last Tycoon,The Last Tycoon,67925,[18],2017-07-28,12.725,7.202,52,en,False
501,Regal Academy,Regal Academy,68737,"[16, 35, 10751]",2016-05-21,12.696,8.2,21,it,False
502,Barrabrava,Club Hooligans,228963,"[9648, 18, 80]",2023-06-22,12.694,7.9,26,es,False
503,All or Nothing: Die Nationalmannschaft in Katar,All or Nothing – The German National Team in Qatar,233894,"[99, 35]",2023-09-08,12.692,7.4,13,de,False
504,Válgame Dios,Válgame Dios,45115,"[18, 10766]",2012-03-13,12.609,7.333,13,es,False
505,Romancero,Romancero,225287,[9648],2023-11-03,12.577,5.5,15,es,False
506,కుమారి శ్రీమతి,Kumari Srimathi,235819,"[35, 18]",2023-09-28,12.571,7.0,5,te,False
